,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,589,componenti principali
2,"Energia,  Ric con fibra", kJ,589,componenti principali
3,"Energia,  ricalcolata", kcal,140,componenti principali
4,"Energia,  Ric con fibra", kcal,140,componenti principali
5,Proteine totali, g,"22,8",componenti principali
6,   Proteine animali, g,"22,8",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"4,8",componenti principali
9,   Lipidi animali, g,"4,8",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,260,componenti principali
12,Carboidrati disponibili (MSE), g,"1,5",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"1,5",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"70,0",componenti principali
18,Ferro, mg,"18,0",minerali ed elementi in traccia
19,Calcio, mg,10,minerali ed elementi in traccia
20,Sodio, mg,108,minerali ed elementi in traccia
21,Potassio, mg,356,minerali ed elementi in traccia
22,Fosforo, mg,362,minerali ed elementi in traccia
23,Zinco, mg,"6,30",minerali ed elementi in traccia
24,Magnesio, mg,21,minerali ed elementi in traccia
25,Rame, mg,"2,60",minerali ed elementi in traccia
26,Selenio, µg,"42,0",minerali ed elementi in traccia
27,Cloro, mg,130,minerali ed elementi in traccia
28,Iodio, µg,5,minerali ed elementi in traccia
29,Manganese, mg,"0,29",minerali ed elementi in traccia
30,Zolfo, mg,260,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,40",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"2,98",vitamine idrosolubili
33,Vitamina C, mg,23,vitamine idrosolubili
34,Niacina, mg,"14,50",vitamine idrosolubili
35,Vitamina B6, mg,"0,59",vitamine idrosolubili
36,Folati totali, µg,295,vitamine idrosolubili
37,Acido pantotenico, mg,"6,50",vitamine idrosolubili
38,Biotina, µg,"27,0",vitamine idrosolubili
39,Vitamina B12, µg,"23,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,16500,retinolo equivalente
41,   Retinolo, µg,16500,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"0,51",retinolo equivalente
44,Vitamina D, µg,"1,70",retinolo equivalente
45,Acidi grassi saturi totali, g,"1,47",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,00",acidi grassi
49,Acido palmitico, g,"0,64",acidi grassi
50,Acido stearico, g,"0,84",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"0,76",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,06",acidi grassi
56,Acido oleico, g,"0,70",acidi grassi
57,Acidi eicosenoico, g,"0,00",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"1,32",acidi grassi
60,Acido linoleico, g,"0,53",acidi grassi
61,Acido linolenico, g,"0,02",acidi grassi
62,Acido arachidonico, g,"0,51",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,12",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,14",acidi grassi
66,Triptofano, mg,353,aminoacidi
67,Treonina, mg,1067,aminoacidi
68,Isoleucina, mg,1220,aminoacidi
69,Leucina, mg,2150,aminoacidi
70,Lisina, mg,1744,aminoacidi
71,Metionina, mg,536,aminoacidi
72,Cistina, mg,251,aminoacidi
73,Fenilalanina, mg,1186,aminoacidi
74,Tirosina, mg,741,aminoacidi
75,Valina, mg,1473,aminoacidi
76,Arginina, mg,1402,aminoacidi
77,Istidina, mg,611,aminoacidi
78,Alanina, mg,1459,aminoacidi
79,Acido aspartico, mg,2159,aminoacidi
80,Acido glutammico, mg,2918,aminoacidi
81,Glicina, mg,1391,aminoacidi
82,Serina, mg,1208,aminoacidi
83,Glucosio, g,"1,5",zuccheri
84,Fruttosio, g,"0,0",zuccheri
85,Galattosio, g,"0,0",zuccheri
86,Saccarosio (MSE), g,"0,0",zuccheri
87,Maltosio (MSE), g,"0,0",zuccheri
88,Lattosio (MSE), g,"0,0",zuccheri
