,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1771,componenti principali
2,"Energia,  Ric con fibra", kJ,1816,componenti principali
3,"Energia,  ricalcolata", kcal,418,componenti principali
4,"Energia,  Ric con fibra", kcal,429,componenti principali
5,Proteine totali, g,"6,6",componenti principali
6,   Proteine animali, g,"2,4",componenti principali
7,   Proteine vegetali, g,"4,2",componenti principali
8,Lipidi totali, g,"7,9",componenti principali
9,   Lipidi animali, g,"6,4",componenti principali
10,   Lipidi vegetali, g,"1,5",componenti principali
11,Colesterolo, mg,128,componenti principali
12,Carboidrati disponibili (MSE), g,"85,4",componenti principali
13,   Amido (MSE), g,"66,9",componenti principali
14,   Carboidrati solubili (MSE), g,"18,5",componenti principali
15,Fibra alimentare totale, g,"5,7",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"2,2",componenti principali
18,Ferro, mg,"0,9",minerali ed elementi in traccia
19,Calcio, mg,22,minerali ed elementi in traccia
20,Sodio, mg,410,minerali ed elementi in traccia
21,Potassio, mg,140,minerali ed elementi in traccia
22,Fosforo, mg,157,minerali ed elementi in traccia
23,Zinco, mg,"0,60",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,08",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,19",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"0,50",vitamine idrosolubili
28,Vitamina B6, mg,"0,06",vitamine idrosolubili
29,Folati totali, µg,13,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,tr,retinolo equivalente
31,   Retinolo, µg,tr,retinolo equivalente
32,   ß-carotene eq., µg,tr,retinolo equivalente
33,Vitamina E (ATE), mg,"1,40",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"3,06",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"2,96",acidi grassi
37,Acido oleico, g,"2,61",acidi grassi
38,Acidi grassi polinsaturi totali, g,"1,22",acidi grassi
39,Acido linoleico, g,"1,12",acidi grassi
40,Acido linolenico, g,"0,09",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,01",acidi grassi
