,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,2355,componenti principali
2,"Energia,  Ric con fibra", kJ,2362,componenti principali
3,"Energia,  ricalcolata", kcal,564,componenti principali
4,"Energia,  Ric con fibra", kcal,566,componenti principali
5,Proteine totali, g,"8,9",componenti principali
6,   Proteine animali, g,"6,0",componenti principali
7,   Proteine vegetali, g,"2,9",componenti principali
8,Lipidi totali, g,"37,6",componenti principali
9,   Lipidi animali, g,"24,6",componenti principali
10,   Lipidi vegetali, g,"13,0",componenti principali
11,Colesterolo, mg,28,componenti principali
12,Carboidrati disponibili (MSE), g,"50,8",componenti principali
13,   Amido (MSE), g,tr,componenti principali
14,   Carboidrati solubili (MSE), g,"50,8",componenti principali
15,Fibra alimentare totale, g,"0,8",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"1,7",componenti principali
18,Ferro, mg,"3,0",minerali ed elementi in traccia
19,Calcio, mg,262,minerali ed elementi in traccia
20,Sodio, mg,120,minerali ed elementi in traccia
21,Potassio, mg,420,minerali ed elementi in traccia
22,Fosforo, mg,207,minerali ed elementi in traccia
23,Zinco, mg,"0,20",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,09",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,39",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"0,60",vitamine idrosolubili
28,Vitamina B6, mg,"0,04",vitamine idrosolubili
29,Folati totali, µg,11,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,33,retinolo equivalente
31,   Retinolo, µg,31,retinolo equivalente
32,   ß-carotene eq., µg,13,retinolo equivalente
33,Vitamina E (ATE), mg,"0,55",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"21,93",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"12,04",acidi grassi
37,Acido oleico, g,"11,83",acidi grassi
38,Acidi grassi polinsaturi totali, g,"1,32",acidi grassi
39,Acido linoleico, g,"1,03",acidi grassi
40,Acido linolenico, g,"0,29",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
