,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1554,componenti principali
2,"Energia,  Ric con fibra", kJ,1554,componenti principali
3,"Energia,  ricalcolata", kcal,373,componenti principali
4,"Energia,  Ric con fibra", kcal,373,componenti principali
5,Proteine totali, g,"35,5",componenti principali
6,   Proteine animali, g,"35,5",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"25,7",componenti principali
9,   Lipidi animali, g,"25,7",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,440,componenti principali
12,Carboidrati disponibili (MSE), g,"0,0",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,0",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"30,5",componenti principali
18,Ferro, mg,"12,0",minerali ed elementi in traccia
19,Calcio, mg,275,minerali ed elementi in traccia
20,Sodio, mg,1500,minerali ed elementi in traccia
21,Potassio, mg,181,minerali ed elementi in traccia
22,Fosforo, mg,356,minerali ed elementi in traccia
23,Zinco, mg,"1,00",minerali ed elementi in traccia
24,Magnesio, mg,300,minerali ed elementi in traccia
25,Rame, mg,"0,11",minerali ed elementi in traccia
26,Selenio, µg,"66,0",minerali ed elementi in traccia
27,Iodio, µg,140,minerali ed elementi in traccia
28,Manganese, mg,"0,05",minerali ed elementi in traccia
29,Zolfo, mg,150,minerali ed elementi in traccia
30,"Vitamina B1,  Tiamina", mg,"0,19",vitamine idrosolubili
31,"Vitamina B2,  Riboflavina", mg,"0,62",vitamine idrosolubili
32,Vitamina C, mg,0,vitamine idrosolubili
33,Niacina, mg,"12,00",vitamine idrosolubili
34,Vitamina B6, mg,"0,32",vitamine idrosolubili
35,Folati totali, µg,50,vitamine idrosolubili
36,Acido pantotenico, mg,"35,00",vitamine idrosolubili
37,Biotina, µg,"13,0",vitamine idrosolubili
38,Vitamina B12, µg,"20,0",vitamine idrosolubili
39,   Retinolo eq. (RE), µg,560,retinolo equivalente
40,   Retinolo, µg,560,retinolo equivalente
41,   ß-carotene eq., µg,0,retinolo equivalente
42,Vitamina E (ATE), mg,"7,00",retinolo equivalente
43,Vitamina D, µg,"5,80",retinolo equivalente
44,Acidi grassi saturi totali, g,"5,83",acidi grassi
45,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
46,Acido laurico, g,"0,00",acidi grassi
47,Acido miristico, g,"0,30",acidi grassi
48,Acido palmitico, g,"5,11",acidi grassi
49,Acido stearico, g,"0,42",acidi grassi
50,Acidi grassi monoinsaturi totali, g,"6,65",acidi grassi
51,Acido palmitoleico, g,"1,49",acidi grassi
52,Acido oleico, g,"4,55",acidi grassi
53,Acidi eicosenoico, g,"0,45",acidi grassi
54,Acido erucico, g,"0,16",acidi grassi
55,Acidi grassi polinsaturi totali, g,"10,64",acidi grassi
56,Acido linoleico, g,"0,12",acidi grassi
57,Acido linolenico, g,"0,03",acidi grassi
58,Acido arachidonico, g,"0,73",acidi grassi
59,Acido eicosapentaenoico (EPA), g,"3,93",acidi grassi
60,Acido decosaesaenoico (DHA), g,"5,46",acidi grassi
61,Altri acidi grassi polinsaturi, g,"0,37",acidi grassi
62,Triptofano, mg,547,aminoacidi
63,Treonina, mg,1516,aminoacidi
64,Isoleucina, mg,1757,aminoacidi
65,Leucina, mg,2822,aminoacidi
66,Lisina, mg,3497,aminoacidi
67,Metionina, mg,824,aminoacidi
68,Cistina, mg,554,aminoacidi
69,Fenilalanina, mg,1697,aminoacidi
70,Tirosina, mg,1466,aminoacidi
71,Valina, mg,1569,aminoacidi
72,Arginina, mg,1938,aminoacidi
73,Alanina, mg,2453,aminoacidi
74,Acido aspartico, mg,2723,aminoacidi
75,Acido glutammico, mg,4530,aminoacidi
76,Glicina, mg,1839,aminoacidi
77,Prolina, mg,3688,aminoacidi
78,Serina, mg,1917,aminoacidi
79,Glucosio, g,"0,0",zuccheri
80,Fruttosio, g,"0,0",zuccheri
81,Galattosio, g,"0,0",zuccheri
82,Saccarosio (MSE), g,"0,0",zuccheri
83,Maltosio (MSE), g,"0,0",zuccheri
84,Lattosio (MSE), g,"0,0",zuccheri
