,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1409,componenti principali
2,"Energia,  Ric con fibra", kJ,1431,componenti principali
3,"Energia,  ricalcolata", kcal,334,componenti principali
4,"Energia,  Ric con fibra", kcal,339,componenti principali
5,Proteine totali, g,"6,4",componenti principali
6,   Proteine animali, g,"2,4",componenti principali
7,   Proteine vegetali, g,"4,0",componenti principali
8,Lipidi totali, g,"10,7",componenti principali
9,   Lipidi animali, g,"10,2",componenti principali
10,   Lipidi vegetali, g,"0,5",componenti principali
11,Colesterolo, mg,112,componenti principali
12,Carboidrati disponibili (MSE), g,"56,5",componenti principali
13,   Amido (MSE), g,"33,6",componenti principali
14,   Carboidrati solubili (MSE), g,"22,9",componenti principali
15,Fibra alimentare totale, g,"2,8",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"26,9",componenti principali
18,Ferro, mg,"3,0",minerali ed elementi in traccia
19,Calcio, mg,149,minerali ed elementi in traccia
20,Sodio, mg,38,minerali ed elementi in traccia
21,Potassio, mg,234,minerali ed elementi in traccia
22,Fosforo, mg,130,minerali ed elementi in traccia
23,Zinco, mg,"0,60",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,13",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,11",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"0,63",vitamine idrosolubili
28,Vitamina B6, mg,"0,12",vitamine idrosolubili
29,Folati totali, µg,33,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,112,retinolo equivalente
31,   Retinolo, µg,102,retinolo equivalente
32,   ß-carotene eq., µg,63,retinolo equivalente
33,Vitamina E (ATE), mg,"0,62",retinolo equivalente
34,Vitamina D, µg,"0,35",retinolo equivalente
35,Acidi grassi saturi totali, g,"5,57",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"3,19",acidi grassi
37,Acido oleico, g,"2,82",acidi grassi
38,Acidi grassi polinsaturi totali, g,"0,74",acidi grassi
39,Acido linoleico, g,"0,59",acidi grassi
40,Acido linolenico, g,"0,14",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,01",acidi grassi
