,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1333,componenti principali
2,"Energia,  Ric con fibra", kJ,1478,componenti principali
3,"Energia,  ricalcolata", kcal,317,componenti principali
4,"Energia,  Ric con fibra", kcal,353,componenti principali
5,Proteine totali, g,"10,6",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"10,6",componenti principali
8,Lipidi totali, g,"12,7",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"12,7",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"42,7",componenti principali
13,   Amido (MSE), g,tr,componenti principali
14,   Carboidrati solubili (MSE), g,"42,7",componenti principali
15,Fibra alimentare totale, g,"18,1",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"8,0",componenti principali
18,Ferro, mg,"28,1",minerali ed elementi in traccia
19,Calcio, mg,1650,minerali ed elementi in traccia
20,Sodio, mg,11,minerali ed elementi in traccia
21,Potassio, mg,1070,minerali ed elementi in traccia
22,Fosforo, mg,91,minerali ed elementi in traccia
23,Zinco, mg,"4,70",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,11",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,34",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"5,70",vitamine idrosolubili
28,Vitamina B6, mg,"0,38",vitamine idrosolubili
29,Folati totali, µg,0,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,590,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,3540,retinolo equivalente
33,Vitamina E (ATE), mg,"9,15",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"7,03",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"1,87",acidi grassi
37,Acido oleico, g,"1,75",acidi grassi
38,Acidi grassi polinsaturi totali, g,"1,76",acidi grassi
39,Acido linoleico, g,"0,53",acidi grassi
40,Acido linolenico, g,"1,23",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
