,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,486,componenti principali
2,"Energia,  Ric con fibra", kJ,604,componenti principali
3,"Energia,  ricalcolata", kcal,116,componenti principali
4,"Energia,  Ric con fibra", kcal,145,componenti principali
5,Proteine totali, g,"3,9",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"3,9",componenti principali
8,Lipidi totali, g,"4,6",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"4,6",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"15,6",componenti principali
13,   Amido (MSE), g,tr,componenti principali
14,   Carboidrati solubili (MSE), g,"15,6",componenti principali
15,Fibra alimentare totale, g,"14,7",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"66,4",componenti principali
18,Ferro, mg,"10,3",minerali ed elementi in traccia
19,Calcio, mg,600,minerali ed elementi in traccia
20,Sodio, mg,4,minerali ed elementi in traccia
21,Potassio, mg,390,minerali ed elementi in traccia
22,Fosforo, mg,33,minerali ed elementi in traccia
23,Zinco, mg,"1,70",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,11",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,34",vitamine idrosolubili
26,Vitamina C, mg,tr,vitamine idrosolubili
27,Niacina, mg,"5,70",vitamine idrosolubili
28,Vitamina B6, mg,"1,21",vitamine idrosolubili
29,Folati totali, µg,0,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,215,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,1290,retinolo equivalente
33,Vitamina E (ATE), mg,"1,69",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"2,54",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"0,68",acidi grassi
37,Acido oleico, g,"0,63",acidi grassi
38,Acidi grassi polinsaturi totali, g,"0,64",acidi grassi
39,Acido linoleico, g,"0,19",acidi grassi
40,Acido linolenico, g,"0,44",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,01",acidi grassi
