,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1625,componenti principali
2,"Energia,  Ric con fibra", kJ,1625,componenti principali
3,"Energia,  ricalcolata", kcal,393,componenti principali
4,"Energia,  Ric con fibra", kcal,393,componenti principali
5,Proteine totali, g,"14,2",componenti principali
6,   Proteine animali, g,"14,2",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"37,4",componenti principali
9,   Lipidi animali, g,"37,4",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,48,componenti principali
12,Carboidrati disponibili (MSE), g,"0,0",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,0",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"44,0",componenti principali
18,Ferro, mg,"3,2",minerali ed elementi in traccia
19,Calcio, mg,18,minerali ed elementi in traccia
20,Sodio, mg,780,minerali ed elementi in traccia
21,Potassio, mg,130,minerali ed elementi in traccia
22,Fosforo, mg,175,minerali ed elementi in traccia
23,Zinco, mg,"0,80",minerali ed elementi in traccia
24,Magnesio, mg,13,minerali ed elementi in traccia
25,Rame, mg,"0,23",minerali ed elementi in traccia
26,Selenio, µg,"4,0",minerali ed elementi in traccia
27,Cloro, mg,1050,minerali ed elementi in traccia
28,Iodio, µg,6,minerali ed elementi in traccia
29,Manganese, mg,"0,16",minerali ed elementi in traccia
30,Zolfo, mg,120,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,20",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,08",vitamine idrosolubili
33,Vitamina C, mg,tr,vitamine idrosolubili
34,Niacina, mg,"3,00",vitamine idrosolubili
35,Vitamina B6, mg,"0,12",vitamine idrosolubili
36,Folati totali, µg,8,vitamine idrosolubili
37,Acido pantotenico, mg,"0,50",vitamine idrosolubili
38,Biotina, µg,"2,0",vitamine idrosolubili
39,Vitamina B12, µg,"1,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,tr,retinolo equivalente
41,   Retinolo, µg,tr,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"0,64",retinolo equivalente
44,Vitamina D, µg,"0,90",retinolo equivalente
45,Acidi grassi saturi totali, g,"14,15",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,02",acidi grassi
47,Acido laurico, g,"0,02",acidi grassi
48,Acido miristico, g,"0,49",acidi grassi
49,Acido palmitico, g,"9,10",acidi grassi
50,Acido stearico, g,"4,51",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"16,01",acidi grassi
52,Acido palmitoleico, g,"0,91",acidi grassi
53,Acido oleico, g,"14,77",acidi grassi
54,Acidi eicosenoico, g,"0,28",acidi grassi
55,Acido erucico, g,"0,05",acidi grassi
56,Acidi grassi polinsaturi totali, g,"1,70",acidi grassi
57,Acido linoleico, g,"1,54",acidi grassi
58,Acido linolenico, g,"0,08",acidi grassi
59,Acido arachidonico, g,"0,08",acidi grassi
60,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
61,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
62,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
63,Triptofano, mg,122,aminoacidi
64,Treonina, mg,602,aminoacidi
65,Isoleucina, mg,680,aminoacidi
66,Leucina, mg,1140,aminoacidi
67,Lisina, mg,1166,aminoacidi
68,Metionina, mg,362,aminoacidi
69,Cistina, mg,176,aminoacidi
70,Fenilalanina, mg,566,aminoacidi
71,Tirosina, mg,479,aminoacidi
72,Valina, mg,749,aminoacidi
73,Arginina, mg,948,aminoacidi
74,Istidina, mg,521,aminoacidi
75,Alanina, mg,917,aminoacidi
76,Acido aspartico, mg,1225,aminoacidi
77,Acido glutammico, mg,2171,aminoacidi
78,Glicina, mg,875,aminoacidi
79,Prolina, mg,808,aminoacidi
80,Serina, mg,592,aminoacidi
81,Glucosio, g,"0,0",zuccheri
82,Fruttosio, g,"0,0",zuccheri
83,Galattosio, g,"0,0",zuccheri
84,Saccarosio (MSE), g,"0,0",zuccheri
85,Maltosio (MSE), g,"0,0",zuccheri
86,Lattosio (MSE), g,"0,0",zuccheri
