,components,unit,value,section
0,Parte edibile, %,49,componenti principali
1,"Energia,  ricalcolata", kJ,2905,componenti principali
2,"Energia,  Ric con fibra", kJ,2981,componenti principali
3,"Energia,  ricalcolata", kcal,705,componenti principali
4,"Energia,  Ric con fibra", kcal,723,componenti principali
5,Proteine totali, g,"7,2",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"7,2",componenti principali
8,Lipidi totali, g,"71,8",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"71,8",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"7,9",componenti principali
13,   Amido (MSE), g,"3,6",componenti principali
14,   Carboidrati solubili (MSE), g,"4,3",componenti principali
15,Fibra alimentare totale, g,"9,4",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"5,0",componenti principali
18,Ferro, mg,"2,1",minerali ed elementi in traccia
19,Calcio, mg,83,minerali ed elementi in traccia
20,Sodio, mg,2,minerali ed elementi in traccia
21,Potassio, mg,368,minerali ed elementi in traccia
22,Fosforo, mg,380,minerali ed elementi in traccia
23,Zinco, mg,"2,70",minerali ed elementi in traccia
24,Magnesio, mg,131,minerali ed elementi in traccia
25,Rame, mg,"1,50",minerali ed elementi in traccia
26,Selenio, µg,"3,1",minerali ed elementi in traccia
27,Cloro, mg,15,minerali ed elementi in traccia
28,Iodio, µg,9,minerali ed elementi in traccia
29,Manganese, mg,"4,60",minerali ed elementi in traccia
30,Zolfo, mg,140,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,45",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,10",vitamine idrosolubili
33,Vitamina C, mg,tr,vitamine idrosolubili
34,Niacina, mg,"1,90",vitamine idrosolubili
35,Vitamina B6, mg,"0,19",vitamine idrosolubili
36,Folati totali, µg,39,vitamine idrosolubili
37,Acido pantotenico, mg,"1,71",vitamine idrosolubili
38,Biotina, µg,"19,0",vitamine idrosolubili
39,Vitamina B12, µg,"0,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,8,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,48,retinolo equivalente
43,Vitamina E (ATE), mg,"3,00",retinolo equivalente
44,Vitamina D, µg,"0,00",retinolo equivalente
45,Vitamina K, µg,"3,50",retinolo equivalente
46,Acidi grassi saturi totali, g,"6,17",acidi grassi
47,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
48,Acido laurico, g,"0,00",acidi grassi
49,Acido miristico, g,"0,00",acidi grassi
50,Acido palmitico, g,"4,36",acidi grassi
51,Acido stearico, g,"1,74",acidi grassi
52,Acido arachidico, g,"0,07",acidi grassi
53,Acido beenico, g,"0,00",acidi grassi
54,Acidi grassi monoinsaturi totali, g,"40,71",acidi grassi
55,Acido miristoleico, g,"0,00",acidi grassi
56,Acido palmitoleico, g,"0,00",acidi grassi
57,Acido oleico, g,"40,50",acidi grassi
58,Acidi eicosenoico, g,"0,21",acidi grassi
59,Acido erucico, g,"0,00",acidi grassi
60,Acidi grassi polinsaturi totali, g,"21,56",acidi grassi
61,Acido linoleico, g,"20,58",acidi grassi
62,Acido linolenico, g,"0,98",acidi grassi
63,Acido arachidonico, g,"0,00",acidi grassi
64,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
65,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
66,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
67,Triptofano, mg,103,aminoacidi
68,Treonina, mg,202,aminoacidi
69,Isoleucina, mg,290,aminoacidi
70,Leucina, mg,488,aminoacidi
71,Lisina, mg,230,aminoacidi
72,Metionina, mg,133,aminoacidi
73,Cistina, mg,117,aminoacidi
74,Fenilalanina, mg,345,aminoacidi
75,Tirosina, mg,231,aminoacidi
76,Valina, mg,349,aminoacidi
77,Arginina, mg,886,aminoacidi
78,Istidina, mg,168,aminoacidi
79,Alanina, mg,316,aminoacidi
80,Acido aspartico, mg,676,aminoacidi
81,Acido glutammico, mg,1405,aminoacidi
82,Glicina, mg,345,aminoacidi
83,Prolina, mg,338,aminoacidi
84,Serina, mg,351,aminoacidi
85,Glucosio, g,"0,3",zuccheri
86,Fruttosio, g,"0,3",zuccheri
87,Galattosio, g,"0,0",zuccheri
88,Saccarosio (MSE), g,"3,7",zuccheri
89,Maltosio (MSE), g,"0,0",zuccheri
90,Lattosio (MSE), g,"0,0",zuccheri
