,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1220,componenti principali
2,"Energia,  Ric con fibra", kJ,1330,componenti principali
3,"Energia,  ricalcolata", kcal,287,componenti principali
4,"Energia,  Ric con fibra", kcal,315,componenti principali
5,Proteine totali, g,"6,0",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"6,0",componenti principali
8,Lipidi totali, g,"3,4",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"3,4",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"62,0",componenti principali
13,   Amido (MSE), g,"45,9",componenti principali
14,   Carboidrati solubili (MSE), g,"16,1",componenti principali
15,Fibra alimentare totale, g,"13,8",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"10,1",componenti principali
18,Ferro, mg,"1,9",minerali ed elementi in traccia
19,Calcio, mg,56,minerali ed elementi in traccia
20,Sodio, mg,17,minerali ed elementi in traccia
21,Potassio, mg,738,minerali ed elementi in traccia
22,Fosforo, mg,131,minerali ed elementi in traccia
23,Zinco, mg,"0,90",minerali ed elementi in traccia
24,Magnesio, mg,62,minerali ed elementi in traccia
25,Rame, mg,"0,43",minerali ed elementi in traccia
26,Selenio, µg,tr,minerali ed elementi in traccia
27,Cloro, mg,28,minerali ed elementi in traccia
28,Iodio, µg,0,minerali ed elementi in traccia
29,Manganese, mg,"0,90",minerali ed elementi in traccia
30,Zolfo, mg,55,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,15",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,52",vitamine idrosolubili
33,Vitamina C, mg,tr,vitamine idrosolubili
34,Niacina, mg,"2,07",vitamine idrosolubili
35,Vitamina B6, mg,"0,64",vitamine idrosolubili
36,Folati totali, µg,110,vitamine idrosolubili
37,Acido pantotenico, mg,"0,92",vitamine idrosolubili
38,Biotina, µg,"2,6",vitamine idrosolubili
39,Vitamina B12, µg,"0,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,0,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,0,retinolo equivalente
43,Vitamina E (ATE), mg,"2,26",retinolo equivalente
44,Vitamina D, µg,"0,00",retinolo equivalente
45,Vitamina K, µg,"7,80",retinolo equivalente
46,Acidi grassi saturi totali, g,"0,59",acidi grassi
47,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
48,Acido laurico, g,"0,00",acidi grassi
49,Acido miristico, g,"0,00",acidi grassi
50,Acido palmitico, g,"0,54",acidi grassi
51,Acido stearico, g,"0,04",acidi grassi
52,Acido arachidico, g,"0,01",acidi grassi
53,Acido beenico, g,"0,00",acidi grassi
54,Acidi grassi monoinsaturi totali, g,"1,27",acidi grassi
55,Acido miristoleico, g,"0,00",acidi grassi
56,Acido palmitoleico, g,"0,03",acidi grassi
57,Acido oleico, g,"1,25",acidi grassi
58,Acidi eicosenoico, g,"0,00",acidi grassi
59,Acido erucico, g,"0,00",acidi grassi
60,Acidi grassi polinsaturi totali, g,"1,36",acidi grassi
61,Acido linoleico, g,"1,22",acidi grassi
62,Acido linolenico, g,"0,14",acidi grassi
63,Acido arachidonico, g,"0,00",acidi grassi
64,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
65,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
66,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
67,Triptofano, mg,67,aminoacidi
68,Treonina, mg,214,aminoacidi
69,Isoleucina, mg,237,aminoacidi
70,Leucina, mg,356,aminoacidi
71,Lisina, mg,356,aminoacidi
72,Metionina, mg,141,aminoacidi
73,Cistina, mg,190,aminoacidi
74,Fenilalanina, mg,254,aminoacidi
75,Tirosina, mg,166,aminoacidi
76,Valina, mg,335,aminoacidi
77,Arginina, mg,430,aminoacidi
78,Istidina, mg,166,aminoacidi
79,Alanina, mg,401,aminoacidi
80,Acido aspartico, mg,1037,aminoacidi
81,Acido glutammico, mg,775,aminoacidi
82,Glicina, mg,309,aminoacidi
83,Prolina, mg,316,aminoacidi
84,Serina, mg,301,aminoacidi
85,Glucosio, g,tr,zuccheri
86,Fruttosio, g,tr,zuccheri
87,Galattosio, g,"0,0",zuccheri
88,Saccarosio (MSE), g,"16,1",zuccheri
89,Maltosio (MSE), g,"0,0",zuccheri
90,Lattosio (MSE), g,"0,0",zuccheri
