,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1037,componenti principali
2,"Energia,  Ric con fibra", kJ,1037,componenti principali
3,"Energia,  ricalcolata", kcal,250,componenti principali
4,"Energia,  Ric con fibra", kcal,250,componenti principali
5,Proteine totali, g,"15,6",componenti principali
6,   Proteine animali, g,"15,6",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"20,2",componenti principali
9,   Lipidi animali, g,"20,2",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,70,componenti principali
12,Carboidrati disponibili (MSE), g,"1,5",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"1,5",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"56,5",componenti principali
18,Ferro, mg,"0,2",minerali ed elementi in traccia
19,Calcio, mg,360,minerali ed elementi in traccia
20,Sodio, mg,1440,minerali ed elementi in traccia
21,Potassio, mg,95,minerali ed elementi in traccia
22,Fosforo, mg,280,minerali ed elementi in traccia
23,Zinco, mg,"0,90",minerali ed elementi in traccia
24,Magnesio, mg,20,minerali ed elementi in traccia
25,Rame, mg,"0,07",minerali ed elementi in traccia
26,Selenio, µg,"15,0",minerali ed elementi in traccia
27,Cloro, mg,2350,minerali ed elementi in traccia
28,Iodio, µg,29,minerali ed elementi in traccia
29,Manganese, mg,tr,minerali ed elementi in traccia
30,Zolfo, mg,200,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,04",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,21",vitamine idrosolubili
33,Vitamina C, mg,tr,vitamine idrosolubili
34,Niacina, mg,"0,20",vitamine idrosolubili
35,Vitamina B6, mg,"0,07",vitamine idrosolubili
36,Folati totali, µg,23,vitamine idrosolubili
37,Acido pantotenico, mg,"0,36",vitamine idrosolubili
38,Biotina, µg,"2,4",vitamine idrosolubili
39,Vitamina B12, µg,"1,1",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,226,retinolo equivalente
41,   Retinolo, µg,220,retinolo equivalente
42,   ß-carotene eq., µg,33,retinolo equivalente
43,Vitamina E (ATE), mg,"0,37",retinolo equivalente
44,Vitamina D, µg,"0,50",retinolo equivalente
45,Acidi grassi saturi totali, g,"14,19",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"3,68",acidi grassi
47,Acido laurico, g,"1,10",acidi grassi
48,Acido miristico, g,"2,62",acidi grassi
49,Acido palmitico, g,"4,89",acidi grassi
50,Acido stearico, g,"1,41",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"4,39",acidi grassi
52,Acido palmitoleico, g,"0,37",acidi grassi
53,Acido oleico, g,"3,77",acidi grassi
54,Acidi eicosenoico, g,"0,00",acidi grassi
55,Acido erucico, g,"0,00",acidi grassi
56,Acidi grassi polinsaturi totali, g,"0,56",acidi grassi
57,Acido linoleico, g,"0,31",acidi grassi
58,Acido linolenico, g,"0,25",acidi grassi
59,Acido arachidonico, g,"0,00",acidi grassi
60,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
61,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
62,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
63,Triptofano, mg,220,aminoacidi
64,Treonina, mg,699,aminoacidi
65,Isoleucina, mg,882,aminoacidi
66,Leucina, mg,1531,aminoacidi
67,Lisina, mg,1338,aminoacidi
68,Metionina, mg,404,aminoacidi
69,Cistina, mg,91,aminoacidi
70,Fenilalanina, mg,741,aminoacidi
71,Tirosina, mg,733,aminoacidi
72,Valina, mg,1169,aminoacidi
73,Arginina, mg,516,aminoacidi
74,Istidina, mg,436,aminoacidi
75,Alanina, mg,702,aminoacidi
76,Acido aspartico, mg,855,aminoacidi
77,Acido glutammico, mg,2658,aminoacidi
78,Glicina, mg,106,aminoacidi
79,Prolina, mg,1513,aminoacidi
80,Serina, mg,1283,aminoacidi
81,Glucosio, g,"0,0",zuccheri
82,Fruttosio, g,"0,0",zuccheri
83,Galattosio, g,"0,1",zuccheri
84,Saccarosio (MSE), g,"0,0",zuccheri
85,Maltosio (MSE), g,"0,0",zuccheri
86,Lattosio (MSE), g,"1,4",zuccheri
