,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1478,componenti principali
2,"Energia,  Ric con fibra", kJ,1709,componenti principali
3,"Energia,  ricalcolata", kcal,355,componenti principali
4,"Energia,  Ric con fibra", kcal,413,componenti principali
5,Proteine totali, g,"20,4",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"20,4",componenti principali
8,Lipidi totali, g,"25,6",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"25,6",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"11,5",componenti principali
13,   Amido (MSE), g,"11,5",componenti principali
14,   Carboidrati solubili (MSE), g,tr,componenti principali
15,Fibra alimentare totale, g,"28,9",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"2,5",componenti principali
18,Ferro, mg,"14,3",minerali ed elementi in traccia
19,Calcio, mg,51,minerali ed elementi in traccia
20,Sodio, mg,950,minerali ed elementi in traccia
21,Potassio, mg,1500,minerali ed elementi in traccia
22,Fosforo, mg,685,minerali ed elementi in traccia
23,Zinco, mg,"6,90",minerali ed elementi in traccia
24,Magnesio, mg,520,minerali ed elementi in traccia
25,Rame, mg,"3,90",minerali ed elementi in traccia
26,Selenio, µg,"1,0",minerali ed elementi in traccia
27,Cloro, mg,460,minerali ed elementi in traccia
28,Iodio, µg,3,minerali ed elementi in traccia
29,Manganese, mg,"2,50",minerali ed elementi in traccia
30,Zolfo, mg,57,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,08",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,30",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"1,70",vitamine idrosolubili
35,Vitamina B6, mg,"0,07",vitamine idrosolubili
36,Folati totali, µg,38,vitamine idrosolubili
37,Acido pantotenico, mg,"1,10",vitamine idrosolubili
38,Biotina, µg,"20,0",vitamine idrosolubili
39,Vitamina B12, µg,"0,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,7,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,42,retinolo equivalente
43,Vitamina E (ATE), mg,"0,80",retinolo equivalente
44,Vitamina D, µg,"0,00",retinolo equivalente
45,Acidi grassi saturi totali, g,"14,34",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,00",acidi grassi
49,Acido palmitico, g,"5,89",acidi grassi
50,Acido stearico, g,"8,45",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"9,47",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,00",acidi grassi
56,Acido oleico, g,"9,47",acidi grassi
57,Acidi eicosenoico, g,"0,00",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"1,02",acidi grassi
60,Acido linoleico, g,"0,51",acidi grassi
61,Acido linolenico, g,"0,00",acidi grassi
62,Acido arachidonico, g,"0,51",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
66,Triptofano, mg,305,aminoacidi
67,Treonina, mg,808,aminoacidi
68,Isoleucina, mg,791,aminoacidi
69,Leucina, mg,1238,aminoacidi
70,Lisina, mg,1023,aminoacidi
71,Metionina, mg,210,aminoacidi
72,Cistina, mg,249,aminoacidi
73,Fenilalanina, mg,979,aminoacidi
74,Tirosina, mg,765,aminoacidi
75,Valina, mg,1225,aminoacidi
76,Arginina, mg,1156,aminoacidi
77,Istidina, mg,353,aminoacidi
78,Alanina, mg,941,aminoacidi
79,Acido aspartico, mg,2033,aminoacidi
80,Acido glutammico, mg,3068,aminoacidi
81,Glicina, mg,915,aminoacidi
82,Prolina, mg,872,aminoacidi
83,Serina, mg,881,aminoacidi
84,Glucosio, g,"0,0",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,0",zuccheri
