,components,unit,value,section
0,Parte edibile, %,60,componenti principali
1,"Energia,  ricalcolata", kJ,516,componenti principali
2,"Energia,  Ric con fibra", kJ,516,componenti principali
3,"Energia,  ricalcolata", kcal,123,componenti principali
4,"Energia,  Ric con fibra", kcal,123,componenti principali
5,Proteine totali, g,"15,8",componenti principali
6,   Proteine animali, g,"15,8",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"6,2",componenti principali
9,   Lipidi animali, g,"6,2",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,78,componenti principali
12,Carboidrati disponibili (MSE), g,"1,1",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"1,1",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"75,3",componenti principali
18,Ferro, mg,"1,1",minerali ed elementi in traccia
19,Calcio, mg,21,minerali ed elementi in traccia
20,Sodio, mg,91,minerali ed elementi in traccia
21,Potassio, mg,340,minerali ed elementi in traccia
22,Fosforo, mg,218,minerali ed elementi in traccia
23,Zinco, mg,"2,40",minerali ed elementi in traccia
24,Magnesio, mg,30,minerali ed elementi in traccia
25,Rame, mg,"0,24",minerali ed elementi in traccia
26,Selenio, µg,"30,0",minerali ed elementi in traccia
27,Cloro, mg,140,minerali ed elementi in traccia
28,Iodio, µg,11,minerali ed elementi in traccia
29,Manganese, mg,tr,minerali ed elementi in traccia
30,Zolfo, mg,200,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,07",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,07",vitamine idrosolubili
33,Vitamina C, mg,tr,vitamine idrosolubili
34,Niacina, mg,"4,20",vitamine idrosolubili
35,Vitamina B6, mg,"0,42",vitamine idrosolubili
36,Folati totali, µg,11,vitamine idrosolubili
37,Acido pantotenico, mg,"0,46",vitamine idrosolubili
38,Biotina, µg,"2,0",vitamine idrosolubili
39,Vitamina B12, µg,"2,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,9,retinolo equivalente
41,   Retinolo, µg,9,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"0,83",retinolo equivalente
44,Vitamina D, µg,"1,31",retinolo equivalente
45,Acidi grassi saturi totali, g,"1,62",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,26",acidi grassi
49,Acido palmitico, g,"0,73",acidi grassi
50,Acido stearico, g,"0,64",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"1,43",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,58",acidi grassi
56,Acido oleico, g,"0,75",acidi grassi
57,Acidi eicosenoico, g,"0,10",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"1,88",acidi grassi
60,Acido linoleico, g,"0,36",acidi grassi
61,Acido linolenico, g,"0,00",acidi grassi
62,Acido arachidonico, g,"0,36",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,69",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,47",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
66,Triptofano, mg,177,aminoacidi
67,Treonina, mg,692,aminoacidi
68,Isoleucina, mg,728,aminoacidi
69,Leucina, mg,1284,aminoacidi
70,Lisina, mg,1451,aminoacidi
71,Metionina, mg,468,aminoacidi
72,Cistina, mg,169,aminoacidi
73,Fenilalanina, mg,616,aminoacidi
74,Tirosina, mg,533,aminoacidi
75,Valina, mg,814,aminoacidi
76,Arginina, mg,946,aminoacidi
77,Istidina, mg,465,aminoacidi
78,Alanina, mg,955,aminoacidi
79,Acido aspartico, mg,1618,aminoacidi
80,Acido glutammico, mg,2359,aminoacidi
81,Glicina, mg,759,aminoacidi
82,Prolina, mg,559,aminoacidi
83,Serina, mg,644,aminoacidi
84,Glucosio, g,"1,1",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,0",zuccheri
