,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1601,componenti principali
2,"Energia,  Ric con fibra", kJ,1601,componenti principali
3,"Energia,  ricalcolata", kcal,385,componenti principali
4,"Energia,  Ric con fibra", kcal,385,componenti principali
5,Proteine totali, g,"28,3",componenti principali
6,   Proteine animali, g,"28,3",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"29,5",componenti principali
9,   Lipidi animali, g,"29,5",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,90,componenti principali
12,Carboidrati disponibili (MSE), g,"1,8",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"1,8",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"32,0",componenti principali
18,Ferro, mg,"2,1",minerali ed elementi in traccia
19,Calcio, mg,1160,minerali ed elementi in traccia
20,Sodio, mg,1890,minerali ed elementi in traccia
21,Potassio, mg,94,minerali ed elementi in traccia
22,Fosforo, mg,675,minerali ed elementi in traccia
23,Zinco, mg,"3,50",minerali ed elementi in traccia
24,Magnesio, mg,40,minerali ed elementi in traccia
25,Rame, mg,"1,01",minerali ed elementi in traccia
26,Selenio, µg,"6,3",minerali ed elementi in traccia
27,Cloro, mg,2350,minerali ed elementi in traccia
28,Iodio, µg,39,minerali ed elementi in traccia
29,Manganese, mg,"0,02",minerali ed elementi in traccia
30,Zolfo, mg,230,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,03",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,47",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"0,20",vitamine idrosolubili
35,Vitamina B6, mg,"0,09",vitamine idrosolubili
36,Folati totali, µg,7,vitamine idrosolubili
37,Acido pantotenico, mg,"0,42",vitamine idrosolubili
38,Biotina, µg,"2,4",vitamine idrosolubili
39,Vitamina B12, µg,"1,1",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,482,retinolo equivalente
41,   Retinolo, µg,480,retinolo equivalente
42,   ß-carotene eq., µg,9,retinolo equivalente
43,Vitamina E (ATE), mg,"0,90",retinolo equivalente
44,Vitamina D, µg,"0,50",retinolo equivalente
45,Acidi grassi saturi totali, g,"17,34",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"2,84",acidi grassi
47,Acido laurico, g,"1,00",acidi grassi
48,Acido miristico, g,"3,08",acidi grassi
49,Acido palmitico, g,"7,36",acidi grassi
50,Acido stearico, g,"2,43",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"7,94",acidi grassi
52,Acido palmitoleico, g,"0,42",acidi grassi
53,Acido oleico, g,"7,04",acidi grassi
54,Acidi eicosenoico, g,"0,00",acidi grassi
55,Acido erucico, g,"0,00",acidi grassi
56,Acidi grassi polinsaturi totali, g,"0,60",acidi grassi
57,Acido linoleico, g,"0,29",acidi grassi
58,Acido linolenico, g,"0,31",acidi grassi
59,Acido arachidonico, g,"0,00",acidi grassi
60,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
61,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
62,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
63,Triptofano, mg,357,aminoacidi
64,Treonina, mg,972,aminoacidi
65,Isoleucina, mg,1493,aminoacidi
66,Leucina, mg,2868,aminoacidi
67,Lisina, mg,2220,aminoacidi
68,Metionina, mg,862,aminoacidi
69,Cistina, mg,144,aminoacidi
70,Fenilalanina, mg,1418,aminoacidi
71,Tirosina, mg,1526,aminoacidi
72,Valina, mg,2018,aminoacidi
73,Arginina, mg,746,aminoacidi
74,Istidina, mg,700,aminoacidi
75,Alanina, mg,829,aminoacidi
76,Acido aspartico, mg,1916,aminoacidi
77,Acido glutammico, mg,5567,aminoacidi
78,Glicina, mg,502,aminoacidi
79,Prolina, mg,3298,aminoacidi
80,Serina, mg,1387,aminoacidi
81,Glucosio, g,"0,0",zuccheri
82,Fruttosio, g,"0,0",zuccheri
83,Galattosio, g,"0,1",zuccheri
84,Saccarosio (MSE), g,"0,0",zuccheri
85,Maltosio (MSE), g,"0,0",zuccheri
86,Lattosio (MSE), g,"1,7",zuccheri
