,components,unit,value,section
0,Parte edibile, %,42,componenti principali
1,"Energia,  ricalcolata", kJ,153,componenti principali
2,"Energia,  Ric con fibra", kJ,264,componenti principali
3,"Energia,  ricalcolata", kcal,36,componenti principali
4,"Energia,  Ric con fibra", kcal,64,componenti principali
5,Proteine totali, g,"3,0",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"3,0",componenti principali
8,Lipidi totali, g,"0,3",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"0,3",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"5,7",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"5,7",componenti principali
15,Fibra alimentare totale, g,"13,9",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"74,4",componenti principali
18,Ferro, mg,"0,6",minerali ed elementi in traccia
19,Calcio, mg,10,minerali ed elementi in traccia
20,Sodio, mg,19,minerali ed elementi in traccia
21,Potassio, mg,200,minerali ed elementi in traccia
22,Fosforo, mg,64,minerali ed elementi in traccia
23,Zinco, mg,"0,80",minerali ed elementi in traccia
24,Magnesio, mg,29,minerali ed elementi in traccia
25,Rame, mg,"0,09",minerali ed elementi in traccia
26,Selenio, µg,"0,6",minerali ed elementi in traccia
27,Cloro, mg,11,minerali ed elementi in traccia
28,Iodio, µg,1,minerali ed elementi in traccia
29,Manganese, mg,"0,46",minerali ed elementi in traccia
30,Zolfo, mg,13,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,03",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,14",vitamine idrosolubili
33,Vitamina C, mg,18,vitamine idrosolubili
34,Niacina, mg,"2,50",vitamine idrosolubili
35,Vitamina B6, mg,"0,10",vitamine idrosolubili
36,Folati totali, µg,14,vitamine idrosolubili
37,Acido pantotenico, mg,"0,22",vitamine idrosolubili
38,Biotina, µg,tr,vitamine idrosolubili
39,Vitamina B12, µg,"0,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,190,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,1140,retinolo equivalente
43,Vitamina E (ATE), mg,"0,02",retinolo equivalente
44,Vitamina D, µg,"0,00",retinolo equivalente
45,Vitamina K, µg,"0,70",retinolo equivalente
46,Acidi grassi saturi totali, g,"0,03",acidi grassi
47,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
48,Acido laurico, g,"0,00",acidi grassi
49,Acido miristico, g,"0,00",acidi grassi
50,Acido palmitico, g,"0,02",acidi grassi
51,Acido stearico, g,"0,01",acidi grassi
52,Acido arachidico, g,"0,00",acidi grassi
53,Acido beenico, g,"0,00",acidi grassi
54,Acidi grassi monoinsaturi totali, g,"0,04",acidi grassi
55,Acido miristoleico, g,"0,00",acidi grassi
56,Acido palmitoleico, g,"0,00",acidi grassi
57,Acido oleico, g,"0,04",acidi grassi
58,Acidi eicosenoico, g,"0,00",acidi grassi
59,Acido erucico, g,"0,00",acidi grassi
60,Acidi grassi polinsaturi totali, g,"0,18",acidi grassi
61,Acido linoleico, g,"0,18",acidi grassi
62,Acido linolenico, g,"0,00",acidi grassi
63,Acido arachidonico, g,"0,00",acidi grassi
64,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
65,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
66,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
67,Triptofano, mg,51,aminoacidi
68,Treonina, mg,70,aminoacidi
69,Isoleucina, mg,51,aminoacidi
70,Leucina, mg,102,aminoacidi
71,Lisina, mg,160,aminoacidi
72,Metionina, mg,13,aminoacidi
73,Fenilalanina, mg,57,aminoacidi
74,Tirosina, mg,32,aminoacidi
75,Valina, mg,64,aminoacidi
76,Arginina, mg,64,aminoacidi
77,Istidina, mg,32,aminoacidi
78,Alanina, mg,89,aminoacidi
79,Acido aspartico, mg,313,aminoacidi
80,Acido glutammico, mg,211,aminoacidi
81,Glicina, mg,115,aminoacidi
82,Prolina, mg,64,aminoacidi
83,Serina, mg,96,aminoacidi
84,Glucosio, g,"2,2",zuccheri
85,Fruttosio, g,"1,9",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"1,7",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,0",zuccheri
