,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1076,componenti principali
2,"Energia,  Ric con fibra", kJ,1262,componenti principali
3,"Energia,  ricalcolata", kcal,253,componenti principali
4,"Energia,  Ric con fibra", kcal,300,componenti principali
5,Proteine totali, g,"6,0",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"6,0",componenti principali
8,Lipidi totali, g,"2,5",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"2,5",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"55,1",componenti principali
13,   Amido (MSE), g,"50,5",componenti principali
14,   Carboidrati solubili (MSE), g,"4,6",componenti principali
15,Fibra alimentare totale, g,"23,3",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"8,0",componenti principali
18,Ferro, mg,"4,6",minerali ed elementi in traccia
19,Calcio, mg,58,minerali ed elementi in traccia
20,Sodio, mg,83,minerali ed elementi in traccia
21,Potassio, mg,2443,minerali ed elementi in traccia
22,Fosforo, mg,580,minerali ed elementi in traccia
23,Zinco, mg,"0,51",minerali ed elementi in traccia
24,Magnesio, mg,244,minerali ed elementi in traccia
25,Rame, mg,"0,21",minerali ed elementi in traccia
26,Selenio, µg,"64,1",minerali ed elementi in traccia
27,Cloro, mg,7,minerali ed elementi in traccia
28,Iodio, µg,tr,minerali ed elementi in traccia
29,Manganese, mg,"1,10",minerali ed elementi in traccia
30,Zolfo, mg,110,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,41",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,10",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"17,70",vitamine idrosolubili
35,Vitamina B6, mg,"0,75",vitamine idrosolubili
36,Folati totali, µg,52,vitamine idrosolubili
37,Acido pantotenico, mg,"1,41",vitamine idrosolubili
38,Biotina, µg,"67,0",vitamine idrosolubili
39,Vitamina B12, µg,"0,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,1,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,5,retinolo equivalente
43,Vitamina E (ATE), mg,"0,98",retinolo equivalente
44,Vitamina D, µg,"0,00",retinolo equivalente
45,Acidi grassi saturi totali, g,"0,60",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,01",acidi grassi
47,Acido laurico, g,tr,acidi grassi
48,Acido miristico, g,"0,01",acidi grassi
49,Acido palmitico, g,"0,52",acidi grassi
50,Acido stearico, g,"0,03",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"0,37",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,01",acidi grassi
56,Acido oleico, g,"0,34",acidi grassi
57,Acidi eicosenoico, g,"0,00",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"1,22",acidi grassi
60,Acido linoleico, g,"1,13",acidi grassi
61,Acido linolenico, g,"0,08",acidi grassi
62,Acido arachidonico, g,"0,00",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,01",acidi grassi
66,Triptofano, mg,72,aminoacidi
67,Treonina, mg,211,aminoacidi
68,Isoleucina, mg,254,aminoacidi
69,Leucina, mg,408,aminoacidi
70,Lisina, mg,223,aminoacidi
71,Metionina, mg,91,aminoacidi
72,Cistina, mg,119,aminoacidi
73,Fenilalanina, mg,295,aminoacidi
74,Tirosina, mg,205,aminoacidi
75,Valina, mg,305,aminoacidi
76,Arginina, mg,299,aminoacidi
77,Istidina, mg,123,aminoacidi
78,Alanina, mg,274,aminoacidi
79,Acido aspartico, mg,395,aminoacidi
80,Acido glutammico, mg,1303,aminoacidi
81,Glicina, mg,275,aminoacidi
82,Prolina, mg,569,aminoacidi
83,Serina, mg,262,aminoacidi
84,Glucosio, g,"1,2",zuccheri
85,Fruttosio, g,"1,1",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"1,2",zuccheri
88,Maltosio (MSE), g,"1,1",zuccheri
89,Lattosio (MSE), g,"0,0",zuccheri
