,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,608,componenti principali
2,"Energia,  Ric con fibra", kJ,608,componenti principali
3,"Energia,  ricalcolata", kcal,145,componenti principali
4,"Energia,  Ric con fibra", kcal,145,componenti principali
5,Proteine totali, g,"19,8",componenti principali
6,   Proteine animali, g,"19,8",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"6,6",componenti principali
9,   Lipidi animali, g,"6,6",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,61,componenti principali
12,Carboidrati disponibili (MSE), g,"1,7",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"1,7",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"74,9",componenti principali
18,Ferro, mg,"3,9",minerali ed elementi in traccia
19,Calcio, mg,4,minerali ed elementi in traccia
20,Sodio, mg,74,minerali ed elementi in traccia
21,Potassio, mg,331,minerali ed elementi in traccia
22,Fosforo, mg,231,minerali ed elementi in traccia
23,Zinco, mg,"3,70",minerali ed elementi in traccia
24,Magnesio, mg,29,minerali ed elementi in traccia
25,Rame, mg,"0,20",minerali ed elementi in traccia
26,Selenio, µg,"3,0",minerali ed elementi in traccia
27,Cloro, mg,9,minerali ed elementi in traccia
28,Iodio, µg,5,minerali ed elementi in traccia
29,Manganese, mg,"0,02",minerali ed elementi in traccia
30,Zolfo, mg,240,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,04",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,18",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"5,54",vitamine idrosolubili
35,Vitamina B6, mg,"0,64",vitamine idrosolubili
36,Folati totali, µg,8,vitamine idrosolubili
37,Acido pantotenico, mg,"0,60",vitamine idrosolubili
38,Biotina, µg,"2,6",vitamine idrosolubili
39,Vitamina B12, µg,"2,1",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,21,retinolo equivalente
41,   Retinolo, µg,21,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"0,48",retinolo equivalente
44,Vitamina D, µg,"0,60",retinolo equivalente
45,Acidi grassi saturi totali, g,"2,01",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,01",acidi grassi
47,Acido laurico, g,"0,01",acidi grassi
48,Acido miristico, g,"0,22",acidi grassi
49,Acido palmitico, g,"1,54",acidi grassi
50,Acido stearico, g,"0,21",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acidi grassi monoinsaturi totali, g,"2,68",acidi grassi
53,Acido miristoleico, g,"0,02",acidi grassi
54,Acido palmitoleico, g,"0,59",acidi grassi
55,Acido oleico, g,"1,97",acidi grassi
56,Acidi grassi polinsaturi totali, g,"1,09",acidi grassi
57,Acido linoleico, g,"0,68",acidi grassi
58,Acido linolenico, g,"0,32",acidi grassi
59,Acido arachidonico, g,"0,06",acidi grassi
60,Altri acidi grassi polinsaturi, g,"0,03",acidi grassi
61,Triptofano, mg,150,aminoacidi
62,Treonina, mg,840,aminoacidi
63,Isoleucina, mg,910,aminoacidi
64,Leucina, mg,1520,aminoacidi
65,Lisina, mg,1570,aminoacidi
66,Metionina, mg,480,aminoacidi
67,Cistina, mg,200,aminoacidi
68,Fenilalanina, mg,820,aminoacidi
69,Tirosina, mg,670,aminoacidi
70,Valina, mg,960,aminoacidi
71,Arginina, mg,1160,aminoacidi
72,Istidina, mg,900,aminoacidi
73,Alanina, mg,900,aminoacidi
74,Acido aspartico, mg,1770,aminoacidi
75,Acido glutammico, mg,2830,aminoacidi
76,Glicina, mg,1040,aminoacidi
77,Prolina, mg,890,aminoacidi
78,Serina, mg,690,aminoacidi
79,Glucosio, g,"1,7",zuccheri
80,Fruttosio, g,"0,0",zuccheri
81,Galattosio, g,"0,0",zuccheri
82,Saccarosio (MSE), g,"0,0",zuccheri
83,Maltosio (MSE), g,"0,0",zuccheri
84,Lattosio (MSE), g,"0,0",zuccheri
