,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,739,componenti principali
2,"Energia,  Ric con fibra", kJ,739,componenti principali
3,"Energia,  ricalcolata", kcal,178,componenti principali
4,"Energia,  Ric con fibra", kcal,178,componenti principali
5,Proteine totali, g,"11,9",componenti principali
6,   Proteine animali, g,"11,9",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"14,3",componenti principali
9,   Lipidi animali, g,"14,3",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,59,componenti principali
12,Carboidrati disponibili (MSE), g,"0,5",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,5",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"68,4",componenti principali
18,Ferro, mg,"1,2",minerali ed elementi in traccia
19,Calcio, mg,396,minerali ed elementi in traccia
20,Sodio, mg,988,minerali ed elementi in traccia
21,Potassio, mg,96,minerali ed elementi in traccia
22,Fosforo, mg,240,minerali ed elementi in traccia
23,Zinco, mg,"3,12",minerali ed elementi in traccia
24,Magnesio, mg,29,minerali ed elementi in traccia
25,Rame, mg,"0,03",minerali ed elementi in traccia
26,Selenio, µg,"9,2",minerali ed elementi in traccia
27,Cloro, mg,698,minerali ed elementi in traccia
28,Iodio, µg,14,minerali ed elementi in traccia
29,Manganese, mg,"0,01",minerali ed elementi in traccia
30,Zolfo, mg,79,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,03",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,33",vitamine idrosolubili
33,Vitamina C, mg,tr,vitamine idrosolubili
34,Niacina, mg,"0,42",vitamine idrosolubili
35,Vitamina B6, mg,"0,05",vitamine idrosolubili
36,Folati totali, µg,7,vitamine idrosolubili
37,Acido pantotenico, mg,"0,35",vitamine idrosolubili
38,Biotina, µg,"1,5",vitamine idrosolubili
39,Vitamina B12, µg,"1,1",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,158,retinolo equivalente
41,   Retinolo, µg,149,retinolo equivalente
42,   ß-carotene eq., µg,56,retinolo equivalente
43,Vitamina E (ATE), mg,"0,47",retinolo equivalente
44,Vitamina D, µg,"0,35",retinolo equivalente
45,Acidi grassi saturi totali, g,"9,10",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"1,51",acidi grassi
47,Acido laurico, g,"0,58",acidi grassi
48,Acido miristico, g,"1,67",acidi grassi
49,Acido palmitico, g,"3,76",acidi grassi
50,Acido stearico, g,"1,18",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"3,85",acidi grassi
54,Acido miristoleico, g,"0,01",acidi grassi
55,Acido palmitoleico, g,"0,21",acidi grassi
56,Acido oleico, g,"3,40",acidi grassi
57,Acidi eicosenoico, g,"0,00",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"0,47",acidi grassi
60,Acido linoleico, g,"0,22",acidi grassi
61,Acido linolenico, g,"0,24",acidi grassi
62,Acido arachidonico, g,"0,00",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,01",acidi grassi
66,Triptofano, mg,142,aminoacidi
67,Treonina, mg,448,aminoacidi
68,Isoleucina, mg,623,aminoacidi
69,Leucina, mg,1225,aminoacidi
70,Lisina, mg,956,aminoacidi
71,Metionina, mg,335,aminoacidi
72,Cistina, mg,108,aminoacidi
73,Fenilalanina, mg,563,aminoacidi
74,Tirosina, mg,597,aminoacidi
75,Valina, mg,816,aminoacidi
76,Arginina, mg,327,aminoacidi
77,Istidina, mg,281,aminoacidi
78,Alanina, mg,424,aminoacidi
79,Acido aspartico, mg,889,aminoacidi
80,Acido glutammico, mg,2288,aminoacidi
81,Glicina, mg,215,aminoacidi
82,Prolina, mg,1225,aminoacidi
83,Serina, mg,571,aminoacidi
84,Glucosio, g,"0,0",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,1",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,4",zuccheri
