,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,862,componenti principali
2,"Energia,  Ric con fibra", kJ,862,componenti principali
3,"Energia,  ricalcolata", kcal,206,componenti principali
4,"Energia,  Ric con fibra", kcal,206,componenti principali
5,Proteine totali, g,"25,9",componenti principali
6,   Proteine animali, g,"25,9",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"11,3",componenti principali
9,   Lipidi animali, g,"6,6",componenti principali
10,   Lipidi vegetali, g,"4,7",componenti principali
11,Colesterolo, mg,114,componenti principali
12,Carboidrati disponibili (MSE), g,"0,2",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,2",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"56,0",componenti principali
18,Ferro, mg,"1,3",minerali ed elementi in traccia
19,Calcio, mg,44,minerali ed elementi in traccia
20,Sodio, mg,480,minerali ed elementi in traccia
21,Potassio, mg,700,minerali ed elementi in traccia
22,Fosforo, mg,351,minerali ed elementi in traccia
23,Zinco, mg,"2,20",minerali ed elementi in traccia
24,Magnesio, mg,69,minerali ed elementi in traccia
25,Rame, mg,"0,34",minerali ed elementi in traccia
26,Selenio, µg,"68,0",minerali ed elementi in traccia
27,Cloro, mg,620,minerali ed elementi in traccia
28,Iodio, µg,23,minerali ed elementi in traccia
29,Manganese, mg,"0,10",minerali ed elementi in traccia
30,Zolfo, mg,230,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,06",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,20",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"6,50",vitamine idrosolubili
35,Vitamina B6, mg,"0,18",vitamine idrosolubili
36,Folati totali, µg,8,vitamine idrosolubili
37,Acido pantotenico, mg,"0,91",vitamine idrosolubili
38,Biotina, µg,"5,0",vitamine idrosolubili
39,Vitamina B12, µg,"0,9",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,58,retinolo equivalente
41,   Retinolo, µg,58,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"0,31",retinolo equivalente
44,Vitamina D, µg,"5,00",retinolo equivalente
45,Acidi grassi saturi totali, g,"2,21",acidi grassi
46,Acido laurico, g,"0,00",acidi grassi
47,Acido miristico, g,"0,33",acidi grassi
48,Acido palmitico, g,"1,50",acidi grassi
49,Acido stearico, g,"0,37",acidi grassi
50,Acido arachidico, g,"0,00",acidi grassi
51,Acido beenico, g,"0,00",acidi grassi
52,Acidi grassi monoinsaturi totali, g,"6,17",acidi grassi
53,Acido miristoleico, g,"0,00",acidi grassi
54,Acido palmitoleico, g,"0,47",acidi grassi
55,Acido oleico, g,"5,33",acidi grassi
56,Acidi eicosenoico, g,"0,15",acidi grassi
57,Acido erucico, g,"0,22",acidi grassi
58,Acidi grassi polinsaturi totali, g,"2,24",acidi grassi
59,Acido linoleico, g,"0,80",acidi grassi
60,Acido linolenico, g,"0,11",acidi grassi
61,Acido arachidonico, g,"0,00",acidi grassi
62,Acido eicosapentaenoico (EPA), g,"0,59",acidi grassi
63,Acido decosaesaenoico (DHA), g,"0,47",acidi grassi
64,Altri acidi grassi polinsaturi, g,"0,27",acidi grassi
65,Triptofano, mg,270,aminoacidi
66,Treonina, mg,1119,aminoacidi
67,Isoleucina, mg,1269,aminoacidi
68,Leucina, mg,2050,aminoacidi
69,Lisina, mg,2126,aminoacidi
70,Metionina, mg,538,aminoacidi
71,Cistina, mg,282,aminoacidi
72,Fenilalanina, mg,917,aminoacidi
73,Tirosina, mg,655,aminoacidi
74,Valina, mg,1170,aminoacidi
75,Arginina, mg,1169,aminoacidi
76,Istidina, mg,1041,aminoacidi
77,Alanina, mg,1417,aminoacidi
78,Acido aspartico, mg,2720,aminoacidi
79,Acido glutammico, mg,3486,aminoacidi
80,Glicina, mg,1113,aminoacidi
81,Prolina, mg,709,aminoacidi
82,Serina, mg,1002,aminoacidi
83,Glucosio, g,"0,2",zuccheri
84,Fruttosio, g,"0,0",zuccheri
85,Galattosio, g,"0,0",zuccheri
86,Saccarosio (MSE), g,"0,0",zuccheri
87,Maltosio (MSE), g,"0,0",zuccheri
88,Lattosio (MSE), g,"0,0",zuccheri
