,components,unit,value,section
0,Parte edibile, %,71,componenti principali
1,"Energia,  ricalcolata", kJ,696,componenti principali
2,"Energia,  Ric con fibra", kJ,696,componenti principali
3,"Energia,  ricalcolata", kcal,166,componenti principali
4,"Energia,  Ric con fibra", kcal,166,componenti principali
5,Proteine totali, g,"27,9",componenti principali
6,   Proteine animali, g,"27,9",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"6,0",componenti principali
9,   Lipidi animali, g,"6,0",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,73,componenti principali
12,Carboidrati disponibili (MSE), g,"0,0",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,0",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"62,1",componenti principali
18,Ferro, mg,"1,1",minerali ed elementi in traccia
19,Calcio, mg,39,minerali ed elementi in traccia
20,Sodio, mg,48,minerali ed elementi in traccia
21,Potassio, mg,200,minerali ed elementi in traccia
22,Fosforo, mg,150,minerali ed elementi in traccia
23,Zinco, mg,"1,70",minerali ed elementi in traccia
24,Magnesio, mg,18,minerali ed elementi in traccia
25,Rame, mg,"0,06",minerali ed elementi in traccia
26,Selenio, µg,"16,0",minerali ed elementi in traccia
27,Cloro, mg,45,minerali ed elementi in traccia
28,Iodio, µg,5,minerali ed elementi in traccia
29,Manganese, mg,"0,02",minerali ed elementi in traccia
30,Zolfo, mg,190,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,02",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,16",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"6,20",vitamine idrosolubili
35,Vitamina B6, mg,"0,29",vitamine idrosolubili
36,Folati totali, µg,5,vitamine idrosolubili
37,Acido pantotenico, mg,"0,80",vitamine idrosolubili
38,Biotina, µg,"1,0",vitamine idrosolubili
39,Vitamina B12, µg,"3,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,0,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,0,retinolo equivalente
43,Vitamina E (ATE), mg,"0,44",retinolo equivalente
44,Vitamina D, µg,"0,00",retinolo equivalente
45,Acidi grassi saturi totali, g,"2,37",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,15",acidi grassi
49,Acido palmitico, g,"1,70",acidi grassi
50,Acido stearico, g,"0,52",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"1,19",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,13",acidi grassi
56,Acido oleico, g,"1,06",acidi grassi
57,Acidi eicosenoico, g,"0,00",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"1,84",acidi grassi
60,Acido linoleico, g,"0,56",acidi grassi
61,Acido linolenico, g,"0,10",acidi grassi
62,Acido arachidonico, g,"0,00",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"1,19",acidi grassi
66,Triptofano, mg,271,aminoacidi
67,Treonina, mg,1213,aminoacidi
68,Isoleucina, mg,1423,aminoacidi
69,Leucina, mg,2339,aminoacidi
70,Lisina, mg,2454,aminoacidi
71,Metionina, mg,763,aminoacidi
72,Cistina, mg,315,aminoacidi
73,Fenilalanina, mg,1176,aminoacidi
74,Tirosina, mg,948,aminoacidi
75,Valina, mg,1680,aminoacidi
76,Arginina, mg,1806,aminoacidi
77,Istidina, mg,785,aminoacidi
78,Alanina, mg,1741,aminoacidi
79,Acido aspartico, mg,2761,aminoacidi
80,Acido glutammico, mg,4398,aminoacidi
81,Glicina, mg,1406,aminoacidi
82,Prolina, mg,1202,aminoacidi
83,Serina, mg,1134,aminoacidi
84,Glucosio, g,"0,0",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,0",zuccheri
