,components,unit,value,section
0,Parte edibile, %,24,componenti principali
1,"Energia,  ricalcolata", kJ,544,componenti principali
2,"Energia,  Ric con fibra", kJ,544,componenti principali
3,"Energia,  ricalcolata", kcal,128,componenti principali
4,"Energia,  Ric con fibra", kcal,128,componenti principali
5,Proteine totali, g,"23,8",componenti principali
6,   Proteine animali, g,"23,8",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"0,4",componenti principali
9,   Lipidi animali, g,"0,4",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,65,componenti principali
12,Carboidrati disponibili (MSE), g,"7,8",componenti principali
13,   Amido (MSE), g,"7,8",componenti principali
14,   Carboidrati solubili (MSE), g,tr,componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"66,0",componenti principali
18,Ferro, mg,"5,0",minerali ed elementi in traccia
19,Calcio, mg,57,minerali ed elementi in traccia
20,Sodio, mg,206,minerali ed elementi in traccia
21,Potassio, mg,347,minerali ed elementi in traccia
22,Fosforo, mg,141,minerali ed elementi in traccia
23,Zinco, mg,"1,60",minerali ed elementi in traccia
24,Magnesio, mg,86,minerali ed elementi in traccia
25,Rame, mg,"1,03",minerali ed elementi in traccia
26,Selenio, µg,"45,0",minerali ed elementi in traccia
27,Cloro, mg,480,minerali ed elementi in traccia
28,Iodio, µg,80,minerali ed elementi in traccia
29,Manganese, mg,"0,45",minerali ed elementi in traccia
30,Zolfo, mg,300,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,03",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,11",vitamine idrosolubili
33,Vitamina C, mg,4,vitamine idrosolubili
34,Niacina, mg,"1,10",vitamine idrosolubili
35,Vitamina B6, mg,"0,34",vitamine idrosolubili
36,Folati totali, µg,6,vitamine idrosolubili
37,Acido pantotenico, mg,"0,21",vitamine idrosolubili
38,Biotina, µg,"6,0",vitamine idrosolubili
39,Vitamina B12, µg,"9,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,26,retinolo equivalente
41,   Retinolo, µg,26,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"0,13",retinolo equivalente
44,Vitamina D, µg,tr,retinolo equivalente
45,Acidi grassi saturi totali, g,"0,03",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,00",acidi grassi
49,Acido palmitico, g,"0,02",acidi grassi
50,Acido stearico, g,"0,01",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"0,03",acidi grassi
52,Acido palmitoleico, g,"0,01",acidi grassi
53,Acido oleico, g,"0,01",acidi grassi
54,Acidi eicosenoico, g,"0,01",acidi grassi
55,Acido erucico, g,"0,01",acidi grassi
56,Acidi grassi polinsaturi totali, g,"0,02",acidi grassi
57,Acido linoleico, g,tr,acidi grassi
58,Acido linolenico, g,"0,00",acidi grassi
59,Acido arachidonico, g,"0,01",acidi grassi
60,Acido eicosapentaenoico (EPA), g,tr,acidi grassi
61,Acido decosaesaenoico (DHA), g,"0,01",acidi grassi
62,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
63,Triptofano, mg,308,aminoacidi
64,Treonina, mg,1066,aminoacidi
65,Isoleucina, mg,827,aminoacidi
66,Leucina, mg,1900,aminoacidi
67,Lisina, mg,1463,aminoacidi
68,Metionina, mg,602,aminoacidi
69,Cistina, mg,187,aminoacidi
70,Fenilalanina, mg,823,aminoacidi
71,Tirosina, mg,758,aminoacidi
72,Valina, mg,1035,aminoacidi
73,Arginina, mg,2464,aminoacidi
74,Istidina, mg,487,aminoacidi
75,Alanina, mg,1553,aminoacidi
76,Acido aspartico, mg,2559,aminoacidi
77,Acido glutammico, mg,3663,aminoacidi
78,Glicina, mg,1492,aminoacidi
79,Prolina, mg,1180,aminoacidi
80,Serina, mg,1108,aminoacidi
81,Glucosio, g,tr,zuccheri
82,Fruttosio, g,"0,0",zuccheri
83,Galattosio, g,"0,0",zuccheri
84,Saccarosio (MSE), g,"0,0",zuccheri
85,Maltosio (MSE), g,"0,0",zuccheri
86,Lattosio (MSE), g,"0,0",zuccheri
