,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,2180,componenti principali
2,"Energia,  Ric con fibra", kJ,2180,componenti principali
3,"Energia,  ricalcolata", kcal,527,componenti principali
4,"Energia,  Ric con fibra", kcal,527,componenti principali
5,Proteine totali, g,"22,1",componenti principali
6,   Proteine animali, g,"22,1",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"47,0",componenti principali
9,   Lipidi animali, g,"47,0",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,157,componenti principali
12,Carboidrati disponibili (MSE), g,"4,1",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"4,1",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"26,5",componenti principali
18,Ferro, mg,"0,6",minerali ed elementi in traccia
19,Calcio, mg,603,minerali ed elementi in traccia
20,Sodio, mg,491,minerali ed elementi in traccia
21,Potassio, mg,80,minerali ed elementi in traccia
22,Fosforo, mg,370,minerali ed elementi in traccia
23,Zinco, mg,"2,60",minerali ed elementi in traccia
24,Magnesio, mg,29,minerali ed elementi in traccia
25,Rame, mg,"0,18",minerali ed elementi in traccia
26,Selenio, µg,"9,0",minerali ed elementi in traccia
27,Cloro, mg,698,minerali ed elementi in traccia
28,Iodio, µg,14,minerali ed elementi in traccia
29,Manganese, mg,"0,01",minerali ed elementi in traccia
30,Zolfo, mg,79,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,01",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,23",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"0,42",vitamine idrosolubili
35,Vitamina B6, mg,"0,05",vitamine idrosolubili
36,Folati totali, µg,7,vitamine idrosolubili
37,Acido pantotenico, mg,"0,35",vitamine idrosolubili
38,Biotina, µg,"1,5",vitamine idrosolubili
39,Vitamina B12, µg,"1,1",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,533,retinolo equivalente
41,   Retinolo, µg,506,retinolo equivalente
42,   ß-carotene eq., µg,161,retinolo equivalente
43,Vitamina E (ATE), mg,"1,08",retinolo equivalente
44,Vitamina D, µg,"0,35",retinolo equivalente
45,Acidi grassi saturi totali, g,"27,63",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"4,08",acidi grassi
47,Acido laurico, g,"1,12",acidi grassi
48,Acido miristico, g,"4,70",acidi grassi
49,Acido palmitico, g,"12,59",acidi grassi
50,Acido stearico, g,"5,14",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"12,78",acidi grassi
54,Acido miristoleico, g,"0,37",acidi grassi
55,Acido palmitoleico, g,"1,18",acidi grassi
56,Acido oleico, g,"11,23",acidi grassi
57,Acidi eicosenoico, g,"0,00",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"1,46",acidi grassi
60,Acido linoleico, g,"0,88",acidi grassi
61,Acido linolenico, g,"0,58",acidi grassi
62,Acido arachidonico, g,"0,00",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
66,Triptofano, mg,265,aminoacidi
67,Treonina, mg,700,aminoacidi
68,Isoleucina, mg,1120,aminoacidi
69,Leucina, mg,1933,aminoacidi
70,Lisina, mg,1702,aminoacidi
71,Metionina, mg,648,aminoacidi
72,Cistina, mg,109,aminoacidi
73,Fenilalanina, mg,1097,aminoacidi
74,Tirosina, mg,1148,aminoacidi
75,Valina, mg,1417,aminoacidi
76,Arginina, mg,691,aminoacidi
77,Istidina, mg,570,aminoacidi
78,Alanina, mg,656,aminoacidi
79,Acido aspartico, mg,1428,aminoacidi
80,Acido glutammico, mg,4918,aminoacidi
81,Glicina, mg,391,aminoacidi
82,Prolina, mg,2086,aminoacidi
83,Serina, mg,1092,aminoacidi
84,Glucosio, g,"0,0",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"4,1",zuccheri
