,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1402,componenti principali
2,"Energia,  Ric con fibra", kJ,1402,componenti principali
3,"Energia,  ricalcolata", kcal,338,componenti principali
4,"Energia,  Ric con fibra", kcal,338,componenti principali
5,Proteine totali, g,"20,0",componenti principali
6,   Proteine animali, g,"20,0",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"27,7",componenti principali
9,   Lipidi animali, g,"27,7",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,90,componenti principali
12,Carboidrati disponibili (MSE), g,"2,3",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"2,3",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"46,0",componenti principali
18,Ferro, mg,"0,7",minerali ed elementi in traccia
19,Calcio, mg,704,minerali ed elementi in traccia
20,Sodio, mg,1110,minerali ed elementi in traccia
21,Potassio, mg,96,minerali ed elementi in traccia
22,Fosforo, mg,374,minerali ed elementi in traccia
23,Zinco, mg,"4,10",minerali ed elementi in traccia
24,Magnesio, mg,20,minerali ed elementi in traccia
25,Rame, mg,"0,42",minerali ed elementi in traccia
26,Selenio, µg,"6,0",minerali ed elementi in traccia
27,Cloro, mg,820,minerali ed elementi in traccia
28,Iodio, µg,29,minerali ed elementi in traccia
29,Manganese, mg,tr,minerali ed elementi in traccia
30,Zolfo, mg,110,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,05",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,24",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"0,80",vitamine idrosolubili
35,Vitamina B6, mg,"0,08",vitamine idrosolubili
36,Folati totali, µg,19,vitamine idrosolubili
37,Acido pantotenico, mg,"0,51",vitamine idrosolubili
38,Biotina, µg,"3,6",vitamine idrosolubili
39,Vitamina B12, µg,"0,6",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,293,retinolo equivalente
41,   Retinolo, µg,275,retinolo equivalente
42,   ß-carotene eq., µg,105,retinolo equivalente
43,Vitamina E (ATE), mg,"0,45",retinolo equivalente
44,Vitamina D, µg,"0,17",retinolo equivalente
45,Acidi grassi saturi totali, g,"16,24",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"2,46",acidi grassi
47,Acido laurico, g,"0,85",acidi grassi
48,Acido miristico, g,"2,85",acidi grassi
49,Acido palmitico, g,"7,08",acidi grassi
50,Acido stearico, g,"3,00",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"8,46",acidi grassi
54,Acido miristoleico, g,"0,54",acidi grassi
55,Acido palmitoleico, g,"0,77",acidi grassi
56,Acido oleico, g,"7,16",acidi grassi
57,Acidi eicosenoico, g,"0,00",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"0,92",acidi grassi
60,Acido linoleico, g,"0,54",acidi grassi
61,Acido linolenico, g,"0,39",acidi grassi
62,Acido arachidonico, g,"0,00",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
66,Triptofano, mg,258,aminoacidi
67,Treonina, mg,622,aminoacidi
68,Isoleucina, mg,740,aminoacidi
69,Leucina, mg,1467,aminoacidi
70,Lisina, mg,1186,aminoacidi
71,Metionina, mg,470,aminoacidi
72,Cistina, mg,117,aminoacidi
73,Fenilalanina, mg,798,aminoacidi
74,Tirosina, mg,892,aminoacidi
75,Valina, mg,963,aminoacidi
76,Arginina, mg,528,aminoacidi
77,Istidina, mg,423,aminoacidi
78,Alanina, mg,505,aminoacidi
79,Acido aspartico, mg,1197,aminoacidi
80,Acido glutammico, mg,3087,aminoacidi
81,Glicina, mg,293,aminoacidi
82,Prolina, mg,1737,aminoacidi
83,Serina, mg,904,aminoacidi
84,Glucosio, g,"0,0",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"2,3",zuccheri
