,components,unit,value,section
0,Parte edibile, %,65,componenti principali
1,"Energia,  ricalcolata", kJ,2479,componenti principali
2,"Energia,  Ric con fibra", kJ,2566,componenti principali
3,"Energia,  ricalcolata", kcal,598,componenti principali
4,"Energia,  Ric con fibra", kcal,620,componenti principali
5,Proteine totali, g,"29,0",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"29,0",componenti principali
8,Lipidi totali, g,"50,0",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"50,0",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"8,5",componenti principali
13,   Amido (MSE), g,"5,4",componenti principali
14,   Carboidrati solubili (MSE), g,"3,1",componenti principali
15,Fibra alimentare totale, g,"10,9",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"2,3",componenti principali
18,Ferro, mg,"3,5",minerali ed elementi in traccia
19,Calcio, mg,64,minerali ed elementi in traccia
20,Sodio, mg,6,minerali ed elementi in traccia
21,Potassio, mg,680,minerali ed elementi in traccia
22,Fosforo, mg,283,minerali ed elementi in traccia
23,Zinco, mg,"3,50",minerali ed elementi in traccia
24,Magnesio, mg,175,minerali ed elementi in traccia
25,Rame, mg,"1,00",minerali ed elementi in traccia
26,Selenio, µg,"3,0",minerali ed elementi in traccia
27,Cloro, mg,7,minerali ed elementi in traccia
28,Iodio, µg,19,minerali ed elementi in traccia
29,Manganese, mg,"2,20",minerali ed elementi in traccia
30,Zolfo, mg,380,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,16",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,08",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"14,00",vitamine idrosolubili
35,Vitamina B6, mg,"0,54",vitamine idrosolubili
36,Folati totali, µg,44,vitamine idrosolubili
37,Acido pantotenico, mg,"1,59",vitamine idrosolubili
38,Biotina, µg,"130,0",vitamine idrosolubili
39,Vitamina B12, µg,"0,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,0,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,0,retinolo equivalente
43,Vitamina E (ATE), mg,"1,11",retinolo equivalente
44,Vitamina D, µg,"0,00",retinolo equivalente
45,Vitamina K, µg,"0,31",retinolo equivalente
46,Acidi grassi saturi totali, g,"7,13",acidi grassi
47,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
48,Acido laurico, g,"0,00",acidi grassi
49,Acido miristico, g,"0,23",acidi grassi
50,Acido palmitico, g,"5,06",acidi grassi
51,Acido stearico, g,"1,28",acidi grassi
52,Acido arachidico, g,"0,56",acidi grassi
53,Acido beenico, g,"0,00",acidi grassi
54,Acidi grassi monoinsaturi totali, g,"23,05",acidi grassi
55,Acido miristoleico, g,"0,00",acidi grassi
56,Acido palmitoleico, g,"0,00",acidi grassi
57,Acido oleico, g,"22,53",acidi grassi
58,Acidi eicosenoico, g,"0,52",acidi grassi
59,Acido erucico, g,"0,00",acidi grassi
60,Acidi grassi polinsaturi totali, g,"14,19",acidi grassi
61,Acido linoleico, g,"13,74",acidi grassi
62,Acido linolenico, g,"0,45",acidi grassi
63,Acido arachidonico, g,"0,00",acidi grassi
64,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
65,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
66,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
67,Triptofano, mg,318,aminoacidi
68,Treonina, mg,884,aminoacidi
69,Isoleucina, mg,1086,aminoacidi
70,Leucina, mg,2092,aminoacidi
71,Lisina, mg,1150,aminoacidi
72,Metionina, mg,334,aminoacidi
73,Cistina, mg,390,aminoacidi
74,Fenilalanina, mg,1598,aminoacidi
75,Tirosina, mg,1349,aminoacidi
76,Valina, mg,1404,aminoacidi
77,Arginina, mg,3680,aminoacidi
78,Istidina, mg,772,aminoacidi
79,Alanina, mg,1263,aminoacidi
80,Acido aspartico, mg,3736,aminoacidi
81,Acido glutammico, mg,5967,aminoacidi
82,Glicina, mg,1856,aminoacidi
83,Prolina, mg,1478,aminoacidi
84,Serina, mg,1428,aminoacidi
85,Glucosio, g,"0,0",zuccheri
86,Fruttosio, g,"0,0",zuccheri
87,Galattosio, g,"0,0",zuccheri
88,Saccarosio (MSE), g,"3,1",zuccheri
89,Maltosio (MSE), g,"0,0",zuccheri
90,Lattosio (MSE), g,"0,0",zuccheri
