,components,unit,value,section
0,Parte edibile, %,55,componenti principali
1,"Energia,  ricalcolata", kJ,531,componenti principali
2,"Energia,  Ric con fibra", kJ,531,componenti principali
3,"Energia,  ricalcolata", kcal,127,componenti principali
4,"Energia,  Ric con fibra", kcal,127,componenti principali
5,Proteine totali, g,"15,8",componenti principali
6,   Proteine animali, g,"15,8",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"6,8",componenti principali
9,   Lipidi animali, g,"6,8",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,53,componenti principali
12,Carboidrati disponibili (MSE), g,"0,7",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,7",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"73,4",componenti principali
18,Ferro, mg,"1,8",minerali ed elementi in traccia
19,Calcio, mg,26,minerali ed elementi in traccia
20,Sodio, mg,65,minerali ed elementi in traccia
21,Potassio, mg,350,minerali ed elementi in traccia
22,Fosforo, mg,220,minerali ed elementi in traccia
23,Zinco, mg,"2,00",minerali ed elementi in traccia
24,Magnesio, mg,21,minerali ed elementi in traccia
25,Rame, mg,"1,00",minerali ed elementi in traccia
26,Selenio, µg,"51,0",minerali ed elementi in traccia
27,Cloro, mg,130,minerali ed elementi in traccia
28,Iodio, µg,190,minerali ed elementi in traccia
29,Manganese, mg,"0,01",minerali ed elementi in traccia
30,Zolfo, mg,200,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,06",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,10",vitamine idrosolubili
33,Vitamina C, mg,tr,vitamine idrosolubili
34,Niacina, mg,"7,30",vitamine idrosolubili
35,Vitamina B6, mg,"0,43",vitamine idrosolubili
36,Folati totali, µg,9,vitamine idrosolubili
37,Acido pantotenico, mg,"0,76",vitamine idrosolubili
38,Biotina, µg,"2,0",vitamine idrosolubili
39,Vitamina B12, µg,"0,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,17,retinolo equivalente
41,   Retinolo, µg,17,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"1,00",retinolo equivalente
44,Vitamina D, µg,"0,80",retinolo equivalente
45,Acidi grassi saturi totali, g,"1,78",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,28",acidi grassi
49,Acido palmitico, g,"0,80",acidi grassi
50,Acido stearico, g,"0,70",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"1,57",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,64",acidi grassi
56,Acido oleico, g,"0,82",acidi grassi
57,Acidi eicosenoico, g,"0,11",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"2,06",acidi grassi
60,Acido linoleico, g,"0,39",acidi grassi
61,Acido linolenico, g,"0,00",acidi grassi
62,Acido arachidonico, g,"0,39",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,76",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,52",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
66,Triptofano, mg,158,aminoacidi
67,Treonina, mg,743,aminoacidi
68,Isoleucina, mg,758,aminoacidi
69,Leucina, mg,1311,aminoacidi
70,Lisina, mg,1359,aminoacidi
71,Metionina, mg,474,aminoacidi
72,Cistina, mg,63,aminoacidi
73,Fenilalanina, mg,664,aminoacidi
74,Tirosina, mg,600,aminoacidi
75,Valina, mg,948,aminoacidi
76,Arginina, mg,948,aminoacidi
77,Istidina, mg,964,aminoacidi
78,Alanina, mg,964,aminoacidi
79,Acido aspartico, mg,1485,aminoacidi
80,Acido glutammico, mg,2133,aminoacidi
81,Glicina, mg,727,aminoacidi
82,Prolina, mg,600,aminoacidi
83,Serina, mg,585,aminoacidi
84,Glucosio, g,"0,7",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,0",zuccheri
