,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1716,componenti principali
2,"Energia,  Ric con fibra", kJ,1800,componenti principali
3,"Energia,  ricalcolata", kcal,408,componenti principali
4,"Energia,  Ric con fibra", kcal,429,componenti principali
5,Proteine totali, g,"8,8",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"8,8",componenti principali
8,Lipidi totali, g,"17,2",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"17,2",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"58,1",componenti principali
13,   Amido (MSE), g,"58,1",componenti principali
14,   Carboidrati solubili (MSE), g,tr,componenti principali
15,Fibra alimentare totale, g,"10,5",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"2,7",componenti principali
18,Ferro, mg,"3,1",minerali ed elementi in traccia
19,Calcio, mg,50,minerali ed elementi in traccia
20,Sodio, mg,659,minerali ed elementi in traccia
21,Potassio, mg,297,minerali ed elementi in traccia
22,Fosforo, mg,295,minerali ed elementi in traccia
23,Zinco, mg,"2,20",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,20",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,10",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"4,50",vitamine idrosolubili
28,Vitamina B6, mg,"0,18",vitamine idrosolubili
29,Folati totali, µg,28,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,0,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,0,retinolo equivalente
33,Vitamina E (ATE), mg,"3,92",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"3,08",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"9,49",acidi grassi
37,Acido oleico, g,"9,46",acidi grassi
38,Acidi grassi polinsaturi totali, g,"2,69",acidi grassi
39,Acido linoleico, g,"2,63",acidi grassi
40,Acido linolenico, g,"0,06",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
