,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1827,componenti principali
2,"Energia,  Ric con fibra", kJ,1855,componenti principali
3,"Energia,  ricalcolata", kcal,433,componenti principali
4,"Energia,  Ric con fibra", kcal,440,componenti principali
5,Proteine totali, g,"12,3",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"12,3",componenti principali
8,Lipidi totali, g,"13,9",componenti principali
9,   Lipidi animali, g,"6,5",componenti principali
10,   Lipidi vegetali, g,"7,4",componenti principali
11,Colesterolo, mg,6,componenti principali
12,Carboidrati disponibili (MSE), g,"69,0",componenti principali
13,   Amido (MSE), g,"66,8",componenti principali
14,   Carboidrati solubili (MSE), g,"2,2",componenti principali
15,Fibra alimentare totale, g,"3,5",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"8,5",componenti principali
18,Ferro, mg,"2,3",minerali ed elementi in traccia
19,Calcio, mg,13,minerali ed elementi in traccia
20,Sodio, mg,610,minerali ed elementi in traccia
21,Potassio, mg,120,minerali ed elementi in traccia
22,Fosforo, mg,162,minerali ed elementi in traccia
23,Zinco, mg,"0,70",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,12",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,08",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"0,90",vitamine idrosolubili
28,Vitamina B6, mg,"0,12",vitamine idrosolubili
29,Folati totali, µg,22,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,0,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,0,retinolo equivalente
33,Vitamina E (ATE), mg,"1,30",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"4,04",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"7,82",acidi grassi
37,Acido oleico, g,"7,50",acidi grassi
38,Acidi grassi polinsaturi totali, g,"1,84",acidi grassi
39,Acido linoleico, g,"1,57",acidi grassi
40,Acido linolenico, g,"0,15",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,12",acidi grassi
