,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1763,componenti principali
2,"Energia,  Ric con fibra", kJ,1763,componenti principali
3,"Energia,  ricalcolata", kcal,418,componenti principali
4,"Energia,  Ric con fibra", kcal,418,componenti principali
5,Proteine totali, g,"28,8",componenti principali
6,   Proteine animali, g,"28,8",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"12,7",componenti principali
9,   Lipidi animali, g,"12,7",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,58,componenti principali
12,Carboidrati disponibili (MSE), g,"50,2",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"50,2",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"4,2",componenti principali
18,Ferro, mg,"0,7",minerali ed elementi in traccia
19,Calcio, mg,1124,minerali ed elementi in traccia
20,Sodio, mg,495,minerali ed elementi in traccia
21,Potassio, mg,1430,minerali ed elementi in traccia
22,Fosforo, mg,879,minerali ed elementi in traccia
23,Zinco, mg,"3,60",minerali ed elementi in traccia
24,Magnesio, mg,107,minerali ed elementi in traccia
25,Rame, mg,tr,minerali ed elementi in traccia
26,Selenio, µg,"9,5",minerali ed elementi in traccia
27,Cloro, mg,940,minerali ed elementi in traccia
28,Iodio, µg,120,minerali ed elementi in traccia
29,Manganese, mg,tr,minerali ed elementi in traccia
30,Zolfo, mg,4,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,32",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"1,80",vitamine idrosolubili
33,Vitamina C, mg,6,vitamine idrosolubili
34,Niacina, mg,"0,80",vitamine idrosolubili
35,Vitamina B6, mg,"0,54",vitamine idrosolubili
36,Folati totali, µg,49,vitamine idrosolubili
37,Acido pantotenico, mg,"3,04",vitamine idrosolubili
38,Biotina, µg,"17,0",vitamine idrosolubili
39,Vitamina B12, µg,"2,5",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,164,retinolo equivalente
41,   Retinolo, µg,149,retinolo equivalente
42,   ß-carotene eq., µg,87,retinolo equivalente
43,Vitamina E (ATE), mg,"0,31",retinolo equivalente
44,Vitamina D, µg,"0,12",retinolo equivalente
45,Acidi grassi saturi totali, g,"7,54",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,09",acidi grassi
47,Acido laurico, g,"0,42",acidi grassi
48,Acido miristico, g,"1,44",acidi grassi
49,Acido palmitico, g,"3,81",acidi grassi
50,Acido stearico, g,"1,78",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"3,98",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,34",acidi grassi
56,Acido oleico, g,"3,64",acidi grassi
57,Acidi eicosenoico, g,"0,00",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"0,68",acidi grassi
60,Acido linoleico, g,"0,42",acidi grassi
61,Acido linolenico, g,"0,25",acidi grassi
62,Acido arachidonico, g,"0,00",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
66,Triptofano, mg,436,aminoacidi
67,Treonina, mg,1431,aminoacidi
68,Isoleucina, mg,1676,aminoacidi
69,Leucina, mg,3098,aminoacidi
70,Lisina, mg,2374,aminoacidi
71,Metionina, mg,707,aminoacidi
72,Cistina, mg,323,aminoacidi
73,Fenilalanina, mg,1536,aminoacidi
74,Tirosina, mg,1239,aminoacidi
75,Valina, mg,2033,aminoacidi
76,Arginina, mg,916,aminoacidi
77,Istidina, mg,812,aminoacidi
78,Alanina, mg,1039,aminoacidi
79,Acido aspartico, mg,2348,aminoacidi
80,Acido glutammico, mg,6729,aminoacidi
81,Glicina, mg,611,aminoacidi
82,Prolina, mg,3238,aminoacidi
83,Serina, mg,1772,aminoacidi
84,Glucosio, g,"0,0",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"50,2",zuccheri
