,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1715,componenti principali
2,"Energia,  Ric con fibra", kJ,1775,componenti principali
3,"Energia,  ricalcolata", kcal,411,componenti principali
4,"Energia,  Ric con fibra", kcal,426,componenti principali
5,Proteine totali, g,"13,2",componenti principali
6,   Proteine animali, g,"7,5",componenti principali
7,   Proteine vegetali, g,"5,7",componenti principali
8,Lipidi totali, g,"25,8",componenti principali
9,   Lipidi animali, g,"19,6",componenti principali
10,   Lipidi vegetali, g,"6,2",componenti principali
11,Colesterolo, mg,197,componenti principali
12,Carboidrati disponibili (MSE), g,"33,5",componenti principali
13,   Amido (MSE), g,"12,4",componenti principali
14,   Carboidrati solubili (MSE), g,"21,1",componenti principali
15,Fibra alimentare totale, g,"7,5",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"38,8",componenti principali
18,Ferro, mg,"4,6",minerali ed elementi in traccia
19,Calcio, mg,55,minerali ed elementi in traccia
20,Sodio, mg,303,minerali ed elementi in traccia
21,Potassio, mg,460,minerali ed elementi in traccia
22,Fosforo, mg,288,minerali ed elementi in traccia
23,Zinco, mg,"2,40",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,07",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,23",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"0,60",vitamine idrosolubili
28,Vitamina B6, mg,"0,07",vitamine idrosolubili
29,Folati totali, µg,27,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,151,retinolo equivalente
31,   Retinolo, µg,133,retinolo equivalente
32,   ß-carotene eq., µg,106,retinolo equivalente
33,Vitamina E (ATE), mg,"1,02",retinolo equivalente
34,Vitamina D, µg,"0,60",retinolo equivalente
35,Acidi grassi saturi totali, g,"14,32",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"8,71",acidi grassi
37,Acido oleico, g,"7,80",acidi grassi
38,Acidi grassi polinsaturi totali, g,"1,27",acidi grassi
39,Acido linoleico, g,"0,99",acidi grassi
40,Acido linolenico, g,"0,23",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,05",acidi grassi
