,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1454,componenti principali
2,"Energia,  Ric con fibra", kJ,1562,componenti principali
3,"Energia,  ricalcolata", kcal,344,componenti principali
4,"Energia,  Ric con fibra", kcal,371,componenti principali
5,Proteine totali, g,"26,0",componenti principali
6,Lipidi totali, g,"9,4",componenti principali
7,Colesterolo, mg,0,componenti principali
8,Carboidrati disponibili (MSE), g,"41,5",componenti principali
9,Fibra alimentare totale, g,"13,5",componenti principali
10,Alcol, g,"0,0",componenti principali
11,Acqua, g,"5,0",componenti principali
12,Ferro, mg,"21,0",minerali ed elementi in traccia
13,Calcio, mg,735,minerali ed elementi in traccia
14,Sodio, mg,500,minerali ed elementi in traccia
15,Potassio, mg,750,minerali ed elementi in traccia
16,Fosforo, mg,550,minerali ed elementi in traccia
17,Zinco, mg,"12,00",minerali ed elementi in traccia
18,"Vitamina B1,  Tiamina", mg,"1,43",vitamine idrosolubili
19,"Vitamina B2,  Riboflavina", mg,"1,34",vitamine idrosolubili
20,Vitamina C, mg,95,vitamine idrosolubili
21,Niacina, mg,"22,00",vitamine idrosolubili
22,Vitamina B6, mg,"1,69",vitamine idrosolubili
23,Folati totali, µg,310,vitamine idrosolubili
24,   Retinolo eq. (RE), µg,838,retinolo equivalente
25,   Retinolo, µg,419,retinolo equivalente
26,   ß-carotene eq., µg,2514,retinolo equivalente
27,Vitamina E (ATE), mg,"10,40",retinolo equivalente
28,Vitamina D, µg,"2,00",retinolo equivalente
29,Acidi grassi saturi totali, g,"2,00",acidi grassi
30,Acidi grassi monoinsaturi totali, g,"2,30",acidi grassi
31,Acidi grassi polinsaturi totali, g,"4,50",acidi grassi
32,Altri acidi grassi polinsaturi, g,"4,50",acidi grassi
