,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1552,componenti principali
2,"Energia,  Ric con fibra", kJ,1552,componenti principali
3,"Energia,  ricalcolata", kcal,375,componenti principali
4,"Energia,  Ric con fibra", kcal,375,componenti principali
5,Proteine totali, g,"19,7",componenti principali
6,   Proteine animali, g,"19,7",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"32,9",componenti principali
9,   Lipidi animali, g,"32,9",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,90,componenti principali
12,Carboidrati disponibili (MSE), g,tr,componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,tr,componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"41,3",componenti principali
18,Ferro, mg,"0,4",minerali ed elementi in traccia
19,Calcio, mg,530,minerali ed elementi in traccia
20,Sodio, mg,1670,minerali ed elementi in traccia
21,Potassio, mg,91,minerali ed elementi in traccia
22,Fosforo, mg,400,minerali ed elementi in traccia
23,Zinco, mg,"1,60",minerali ed elementi in traccia
24,Magnesio, mg,33,minerali ed elementi in traccia
25,Rame, mg,"0,09",minerali ed elementi in traccia
26,Selenio, µg,"3,0",minerali ed elementi in traccia
27,Cloro, mg,2670,minerali ed elementi in traccia
28,Iodio, µg,46,minerali ed elementi in traccia
29,Manganese, mg,tr,minerali ed elementi in traccia
30,Zolfo, mg,230,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,04",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,65",vitamine idrosolubili
33,Vitamina C, mg,tr,vitamine idrosolubili
34,Niacina, mg,"0,60",vitamine idrosolubili
35,Vitamina B6, mg,"0,09",vitamine idrosolubili
36,Folati totali, µg,45,vitamine idrosolubili
37,Acido pantotenico, mg,"0,50",vitamine idrosolubili
38,Biotina, µg,"2,3",vitamine idrosolubili
39,Vitamina B12, µg,"0,4",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,297,retinolo equivalente
41,   Retinolo, µg,295,retinolo equivalente
42,   ß-carotene eq., µg,10,retinolo equivalente
43,Vitamina E (ATE), mg,"0,55",retinolo equivalente
44,Vitamina D, µg,"0,18",retinolo equivalente
45,Acidi grassi saturi totali, g,"20,68",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"4,70",acidi grassi
47,Acido laurico, g,"1,39",acidi grassi
48,Acido miristico, g,"3,49",acidi grassi
49,Acido palmitico, g,"7,06",acidi grassi
50,Acido stearico, g,"3,37",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"9,10",acidi grassi
52,Acido palmitoleico, g,"0,78",acidi grassi
53,Acido oleico, g,"8,01",acidi grassi
54,Acidi grassi polinsaturi totali, g,"1,42",acidi grassi
55,Acido linoleico, g,"0,66",acidi grassi
56,Acido linolenico, g,"0,76",acidi grassi
57,Acido arachidonico, g,"0,00",acidi grassi
58,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
59,Triptofano, mg,277,aminoacidi
60,Treonina, mg,883,aminoacidi
61,Isoleucina, mg,1113,aminoacidi
62,Leucina, mg,1933,aminoacidi
63,Lisina, mg,1690,aminoacidi
64,Metionina, mg,510,aminoacidi
65,Cistina, mg,115,aminoacidi
66,Fenilalanina, mg,936,aminoacidi
67,Tirosina, mg,926,aminoacidi
68,Valina, mg,1476,aminoacidi
69,Arginina, mg,652,aminoacidi
70,Istidina, mg,551,aminoacidi
71,Alanina, mg,886,aminoacidi
72,Acido aspartico, mg,1080,aminoacidi
73,Acido glutammico, mg,3356,aminoacidi
74,Glicina, mg,135,aminoacidi
75,Prolina, mg,1911,aminoacidi
76,Serina, mg,1621,aminoacidi
77,Glucosio, g,"0,0",zuccheri
78,Fruttosio, g,"0,0",zuccheri
79,Galattosio, g,"0,0",zuccheri
80,Saccarosio (MSE), g,"0,0",zuccheri
81,Maltosio (MSE), g,"0,0",zuccheri
82,Lattosio (MSE), g,tr,zuccheri
