,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1536,componenti principali
2,"Energia,  Ric con fibra", kJ,1601,componenti principali
3,"Energia,  ricalcolata", kcal,362,componenti principali
4,"Energia,  Ric con fibra", kcal,378,componenti principali
5,Proteine totali, g,"10,6",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"10,6",componenti principali
8,Lipidi totali, g,"5,9",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"5,9",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"71,1",componenti principali
13,   Amido (MSE), g,"23,7",componenti principali
14,   Carboidrati solubili (MSE), g,"47,4",componenti principali
15,Fibra alimentare totale, g,"8,1",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"7,0",componenti principali
18,Ferro, mg,"5,6",minerali ed elementi in traccia
19,Calcio, mg,120,minerali ed elementi in traccia
20,Sodio, mg,380,minerali ed elementi in traccia
21,Potassio, mg,440,minerali ed elementi in traccia
22,Fosforo, mg,280,minerali ed elementi in traccia
23,Zinco, mg,"2,50",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,50",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,70",vitamine idrosolubili
26,Vitamina C, mg,tr,vitamine idrosolubili
27,Niacina, mg,"6,50",vitamine idrosolubili
28,Vitamina B6, mg,"1,60",vitamine idrosolubili
29,Folati totali, µg,140,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,tr,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,tr,retinolo equivalente
33,Vitamina E (ATE), mg,"3,20",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"1,04",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"2,14",acidi grassi
37,Acido oleico, g,"2,13",acidi grassi
38,Acidi grassi polinsaturi totali, g,"2,38",acidi grassi
39,Acido linoleico, g,"2,26",acidi grassi
40,Acido linolenico, g,"0,13",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
