,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1388,componenti principali
2,"Energia,  Ric con fibra", kJ,1388,componenti principali
3,"Energia,  ricalcolata", kcal,334,componenti principali
4,"Energia,  Ric con fibra", kcal,334,componenti principali
5,Proteine totali, g,"25,0",componenti principali
6,   Proteine animali, g,"25,0",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"25,6",componenti principali
9,   Lipidi animali, g,"25,6",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,101,componenti principali
12,Carboidrati disponibili (MSE), g,"1,0",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"1,0",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"44,9",componenti principali
18,Ferro, mg,"0,3",minerali ed elementi in traccia
19,Calcio, mg,512,minerali ed elementi in traccia
20,Sodio, mg,699,minerali ed elementi in traccia
21,Potassio, mg,108,minerali ed elementi in traccia
22,Fosforo, mg,299,minerali ed elementi in traccia
23,Zinco, mg,"3,40",minerali ed elementi in traccia
24,Magnesio, mg,10,minerali ed elementi in traccia
25,Rame, mg,"0,23",minerali ed elementi in traccia
26,Selenio, µg,"3,0",minerali ed elementi in traccia
27,Cloro, mg,990,minerali ed elementi in traccia
28,Iodio, µg,4,minerali ed elementi in traccia
29,Manganese, mg,"0,00",minerali ed elementi in traccia
30,Zolfo, mg,110,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,02",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,32",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"0,60",vitamine idrosolubili
35,Vitamina B6, mg,"0,09",vitamine idrosolubili
36,Folati totali, µg,19,vitamine idrosolubili
37,Acido pantotenico, mg,"0,25",vitamine idrosolubili
38,Biotina, µg,"2,2",vitamine idrosolubili
39,Vitamina B12, µg,"2,1",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,363,retinolo equivalente
41,   Retinolo, µg,335,retinolo equivalente
42,   ß-carotene eq., µg,167,retinolo equivalente
43,Vitamina E (ATE), mg,"0,48",retinolo equivalente
44,Vitamina D, µg,"0,16",retinolo equivalente
45,Acidi grassi saturi totali, g,"15,00",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"2,28",acidi grassi
47,Acido laurico, g,"0,78",acidi grassi
48,Acido miristico, g,"2,63",acidi grassi
49,Acido palmitico, g,"6,54",acidi grassi
50,Acido stearico, g,"2,77",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"7,82",acidi grassi
54,Acido miristoleico, g,"0,50",acidi grassi
55,Acido palmitoleico, g,"0,71",acidi grassi
56,Acido oleico, g,"6,61",acidi grassi
57,Acidi eicosenoico, g,"0,00",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"0,85",acidi grassi
60,Acido linoleico, g,"0,50",acidi grassi
61,Acido linolenico, g,"0,36",acidi grassi
62,Acido arachidonico, g,"0,00",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
66,Triptofano, mg,241,aminoacidi
67,Treonina, mg,722,aminoacidi
68,Isoleucina, mg,642,aminoacidi
69,Leucina, mg,1872,aminoacidi
70,Lisina, mg,1604,aminoacidi
71,Metionina, mg,762,aminoacidi
72,Cistina, mg,187,aminoacidi
73,Fenilalanina, mg,1096,aminoacidi
74,Tirosina, mg,1176,aminoacidi
75,Valina, mg,842,aminoacidi
76,Arginina, mg,735,aminoacidi
77,Istidina, mg,615,aminoacidi
78,Alanina, mg,709,aminoacidi
79,Acido aspartico, mg,1537,aminoacidi
80,Acido glutammico, mg,4011,aminoacidi
81,Glicina, mg,441,aminoacidi
82,Prolina, mg,2206,aminoacidi
83,Serina, mg,1203,aminoacidi
84,Glucosio, g,"0,0",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"1,0",zuccheri
