,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1323,componenti principali
2,"Energia,  Ric con fibra", kJ,1323,componenti principali
3,"Energia,  ricalcolata", kcal,319,componenti principali
4,"Energia,  Ric con fibra", kcal,319,componenti principali
5,Proteine totali, g,"19,3",componenti principali
6,   Proteine animali, g,"19,3",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"26,9",componenti principali
9,   Lipidi animali, g,"26,9",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,100,componenti principali
12,Carboidrati disponibili (MSE), g,tr,componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,tr,componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"48,6",componenti principali
18,Ferro, mg,"0,8",minerali ed elementi in traccia
19,Calcio, mg,540,minerali ed elementi in traccia
20,Sodio, mg,700,minerali ed elementi in traccia
21,Potassio, mg,100,minerali ed elementi in traccia
22,Fosforo, mg,390,minerali ed elementi in traccia
23,Zinco, mg,"2,20",minerali ed elementi in traccia
24,Magnesio, mg,27,minerali ed elementi in traccia
25,Rame, mg,tr,minerali ed elementi in traccia
26,Selenio, µg,"14,5",minerali ed elementi in traccia
27,Cloro, mg,1060,minerali ed elementi in traccia
28,Manganese, mg,tr,minerali ed elementi in traccia
29,"Vitamina B1,  Tiamina", mg,"0,04",vitamine idrosolubili
30,"Vitamina B2,  Riboflavina", mg,"0,43",vitamine idrosolubili
31,Vitamina C, mg,tr,vitamine idrosolubili
32,Niacina, mg,"0,40",vitamine idrosolubili
33,Vitamina B6, mg,"0,15",vitamine idrosolubili
34,Folati totali, µg,58,vitamine idrosolubili
35,Acido pantotenico, mg,"0,35",vitamine idrosolubili
36,Biotina, µg,"5,6",vitamine idrosolubili
37,Vitamina B12, µg,"1,2",vitamine idrosolubili
38,   Retinolo eq. (RE), µg,320,retinolo equivalente
39,   Retinolo, µg,285,retinolo equivalente
40,   ß-carotene eq., µg,210,retinolo equivalente
41,Vitamina E (ATE), mg,"0,84",retinolo equivalente
42,Vitamina D, µg,"0,20",retinolo equivalente
43,Acidi grassi saturi totali, g,"16,92",acidi grassi
44,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"1,81",acidi grassi
45,Acido laurico, g,"0,49",acidi grassi
46,Acido miristico, g,"2,98",acidi grassi
47,Acido palmitico, g,"8,01",acidi grassi
48,Acido stearico, g,"2,80",acidi grassi
49,Acidi grassi monoinsaturi totali, g,"7,79",acidi grassi
50,Acido palmitoleico, g,"0,98",acidi grassi
51,Acido oleico, g,"6,38",acidi grassi
52,Acidi eicosenoico, g,"0,00",acidi grassi
53,Acido erucico, g,"0,00",acidi grassi
54,Acidi grassi polinsaturi totali, g,"0,80",acidi grassi
55,Acido linoleico, g,"0,50",acidi grassi
56,Acido linolenico, g,"0,30",acidi grassi
57,Acido arachidonico, g,"0,00",acidi grassi
58,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
59,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
60,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
61,Triptofano, mg,299,aminoacidi
62,Treonina, mg,697,aminoacidi
63,Isoleucina, mg,942,aminoacidi
64,Leucina, mg,1790,aminoacidi
65,Lisina, mg,1718,aminoacidi
66,Metionina, mg,549,aminoacidi
67,Cistina, mg,106,aminoacidi
68,Fenilalanina, mg,1074,aminoacidi
69,Tirosina, mg,1113,aminoacidi
70,Valina, mg,1243,aminoacidi
71,Arginina, mg,682,aminoacidi
72,Istidina, mg,664,aminoacidi
73,Alanina, mg,797,aminoacidi
74,Acido aspartico, mg,1253,aminoacidi
75,Acido glutammico, mg,4071,aminoacidi
76,Glicina, mg,368,aminoacidi
77,Prolina, mg,2282,aminoacidi
78,Serina, mg,1084,aminoacidi
79,Glucosio, g,"0,0",zuccheri
80,Fruttosio, g,"0,0",zuccheri
81,Galattosio, g,"0,0",zuccheri
82,Saccarosio (MSE), g,"0,0",zuccheri
83,Maltosio (MSE), g,"0,0",zuccheri
84,Lattosio (MSE), g,tr,zuccheri
