,components,unit,value,section
0,Parte edibile, %,56,componenti principali
1,"Energia,  ricalcolata", kJ,342,componenti principali
2,"Energia,  Ric con fibra", kJ,342,componenti principali
3,"Energia,  ricalcolata", kcal,81,componenti principali
4,"Energia,  Ric con fibra", kcal,81,componenti principali
5,Proteine totali, g,"18,7",componenti principali
6,   Proteine animali, g,"18,7",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"0,6",componenti principali
9,   Lipidi animali, g,"0,6",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,34,componenti principali
12,Carboidrati disponibili (MSE), g,"0,1",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,1",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"79,0",componenti principali
18,Ferro, mg,"1,1",minerali ed elementi in traccia
19,Calcio, mg,20,minerali ed elementi in traccia
20,Sodio, mg,63,minerali ed elementi in traccia
21,Potassio, mg,250,minerali ed elementi in traccia
22,Fosforo, mg,220,minerali ed elementi in traccia
23,Zinco, mg,"1,10",minerali ed elementi in traccia
24,Magnesio, mg,31,minerali ed elementi in traccia
25,Rame, mg,"0,37",minerali ed elementi in traccia
26,Selenio, µg,"13,0",minerali ed elementi in traccia
27,Cloro, mg,57,minerali ed elementi in traccia
28,Iodio, µg,13,minerali ed elementi in traccia
29,Manganese, mg,"0,24",minerali ed elementi in traccia
30,Zolfo, mg,200,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,09",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,07",vitamine idrosolubili
33,Vitamina C, mg,4,vitamine idrosolubili
34,Niacina, mg,"1,70",vitamine idrosolubili
35,Vitamina B6, mg,"0,12",vitamine idrosolubili
36,Folati totali, µg,15,vitamine idrosolubili
37,Acido pantotenico, mg,"0,75",vitamine idrosolubili
38,Biotina, µg,"3,0",vitamine idrosolubili
39,Vitamina B12, µg,"2,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,tr,retinolo equivalente
41,   Retinolo, µg,tr,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"0,17",retinolo equivalente
44,Vitamina D, µg,"10,60",retinolo equivalente
45,Acidi grassi saturi totali, g,"0,10",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,tr,acidi grassi
48,Acido miristico, g,"0,02",acidi grassi
49,Acido palmitico, g,"0,07",acidi grassi
50,Acido stearico, g,"0,02",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"0,14",acidi grassi
52,Acido palmitoleico, g,"0,05",acidi grassi
53,Acido oleico, g,"0,07",acidi grassi
54,Acidi eicosenoico, g,"0,01",acidi grassi
55,Acido erucico, g,"0,00",acidi grassi
56,Acidi grassi polinsaturi totali, g,"0,17",acidi grassi
57,Acido linoleico, g,"0,03",acidi grassi
58,Acido linolenico, g,"0,02",acidi grassi
59,Acido arachidonico, g,"0,02",acidi grassi
60,Acido eicosapentaenoico (EPA), g,"0,03",acidi grassi
61,Acido decosaesaenoico (DHA), g,"0,06",acidi grassi
62,Altri acidi grassi polinsaturi, g,"0,01",acidi grassi
63,Triptofano, mg,210,aminoacidi
64,Treonina, mg,819,aminoacidi
65,Isoleucina, mg,861,aminoacidi
66,Leucina, mg,1519,aminoacidi
67,Lisina, mg,1717,aminoacidi
68,Metionina, mg,553,aminoacidi
69,Cistina, mg,200,aminoacidi
70,Fenilalanina, mg,730,aminoacidi
71,Tirosina, mg,631,aminoacidi
72,Valina, mg,963,aminoacidi
73,Arginina, mg,1119,aminoacidi
74,Istidina, mg,551,aminoacidi
75,Alanina, mg,1131,aminoacidi
76,Acido aspartico, mg,1915,aminoacidi
77,Acido glutammico, mg,2791,aminoacidi
78,Glicina, mg,897,aminoacidi
79,Prolina, mg,661,aminoacidi
80,Serina, mg,763,aminoacidi
81,Glucosio, g,"0,1",zuccheri
82,Fruttosio, g,"0,0",zuccheri
83,Galattosio, g,"0,0",zuccheri
84,Saccarosio (MSE), g,"0,0",zuccheri
85,Maltosio (MSE), g,"0,0",zuccheri
86,Lattosio (MSE), g,"0,0",zuccheri
