,components,unit,value,section
0,Parte edibile, %,82,componenti principali
1,"Energia,  ricalcolata", kJ,821,componenti principali
2,"Energia,  Ric con fibra", kJ,887,componenti principali
3,"Energia,  ricalcolata", kcal,193,componenti principali
4,"Energia,  Ric con fibra", kcal,210,componenti principali
5,Proteine totali, g,"3,7",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"3,7",componenti principali
8,Lipidi totali, g,"2,4",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"2,4",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"41,8",componenti principali
13,   Amido (MSE), g,"31,1",componenti principali
14,   Carboidrati solubili (MSE), g,"10,7",componenti principali
15,Fibra alimentare totale, g,"8,3",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"42,4",componenti principali
18,Ferro, mg,"0,9",minerali ed elementi in traccia
19,Calcio, mg,29,minerali ed elementi in traccia
20,Sodio, mg,2,minerali ed elementi in traccia
21,Potassio, mg,592,minerali ed elementi in traccia
22,Fosforo, mg,107,minerali ed elementi in traccia
23,Zinco, mg,"0,57",minerali ed elementi in traccia
24,Magnesio, mg,33,minerali ed elementi in traccia
25,Rame, mg,"0,51",minerali ed elementi in traccia
26,Selenio, µg,"1,2",minerali ed elementi in traccia
27,Cloro, mg,15,minerali ed elementi in traccia
28,Iodio, µg,0,minerali ed elementi in traccia
29,Manganese, mg,"1,18",minerali ed elementi in traccia
30,Zolfo, mg,29,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,24",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,18",vitamine idrosolubili
33,Vitamina C, mg,26,vitamine idrosolubili
34,Niacina, mg,"1,34",vitamine idrosolubili
35,Vitamina B6, mg,"0,50",vitamine idrosolubili
36,Folati totali, µg,70,vitamine idrosolubili
37,Acido pantotenico, mg,"0,55",vitamine idrosolubili
38,Biotina, µg,"1,4",vitamine idrosolubili
39,Vitamina B12, µg,"0,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,0,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,0,retinolo equivalente
43,Vitamina E (ATE), mg,"0,50",retinolo equivalente
44,Vitamina D, µg,"0,00",retinolo equivalente
45,Vitamina K, µg,"7,80",retinolo equivalente
46,Acidi grassi saturi totali, g,"0,45",acidi grassi
47,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
48,Acido laurico, g,"0,00",acidi grassi
49,Acido miristico, g,"0,01",acidi grassi
50,Acido palmitico, g,"0,41",acidi grassi
51,Acido stearico, g,"0,02",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"0,83",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,02",acidi grassi
56,Acido oleico, g,"0,79",acidi grassi
57,Acidi eicosenoico, g,"0,01",acidi grassi
58,Acido erucico, g,"0,00",acidi grassi
59,Acidi grassi polinsaturi totali, g,"0,95",acidi grassi
60,Acido linoleico, g,"0,85",acidi grassi
61,Acido linolenico, g,"0,10",acidi grassi
62,Acido arachidonico, g,"0,00",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
66,Triptofano, mg,41,aminoacidi
67,Treonina, mg,132,aminoacidi
68,Isoleucina, mg,146,aminoacidi
69,Leucina, mg,219,aminoacidi
70,Lisina, mg,219,aminoacidi
71,Metionina, mg,88,aminoacidi
72,Cistina, mg,118,aminoacidi
73,Fenilalanina, mg,156,aminoacidi
74,Tirosina, mg,103,aminoacidi
75,Valina, mg,208,aminoacidi
76,Arginina, mg,265,aminoacidi
77,Istidina, mg,103,aminoacidi
78,Alanina, mg,247,aminoacidi
79,Acido aspartico, mg,641,aminoacidi
80,Acido glutammico, mg,479,aminoacidi
81,Glicina, mg,191,aminoacidi
82,Prolina, mg,195,aminoacidi
83,Serina, mg,186,aminoacidi
84,Glucosio, g,tr,zuccheri
85,Fruttosio, g,tr,zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"10,7",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,0",zuccheri
