,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,751,componenti principali
2,"Energia,  Ric con fibra", kJ,751,componenti principali
3,"Energia,  ricalcolata", kcal,179,componenti principali
4,"Energia,  Ric con fibra", kcal,179,componenti principali
5,Proteine totali, g,"3,5",componenti principali
6,   Proteine animali, g,"3,5",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"8,0",componenti principali
9,   Lipidi animali, g,"8,0",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,26,componenti principali
12,Carboidrati disponibili (MSE), g,"24,7",componenti principali
13,   Amido (MSE), g,tr,componenti principali
14,   Carboidrati solubili (MSE), g,"23,7",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"59,8",componenti principali
18,Ferro, mg,"0,5",minerali ed elementi in traccia
19,Calcio, mg,110,minerali ed elementi in traccia
20,Sodio, mg,61,minerali ed elementi in traccia
21,Potassio, mg,180,minerali ed elementi in traccia
22,Fosforo, mg,99,minerali ed elementi in traccia
23,Zinco, mg,"0,40",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,04",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,26",vitamine idrosolubili
26,Vitamina C, mg,1,vitamine idrosolubili
27,Niacina, mg,"0,20",vitamine idrosolubili
28,Vitamina B6, mg,"0,07",vitamine idrosolubili
29,Folati totali, µg,9,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,121,retinolo equivalente
31,   Retinolo, µg,94,retinolo equivalente
32,   ß-carotene eq., µg,160,retinolo equivalente
33,Vitamina E (ATE), mg,"0,17",retinolo equivalente
34,Vitamina D, µg,"0,10",retinolo equivalente
35,Acidi grassi saturi totali, g,"4,96",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"2,59",acidi grassi
37,Acido oleico, g,"2,19",acidi grassi
38,Acidi grassi polinsaturi totali, g,"0,28",acidi grassi
39,Acido linoleico, g,"0,16",acidi grassi
40,Acido linolenico, g,"0,12",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
