,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,612,componenti principali
2,"Energia,  Ric con fibra", kJ,612,componenti principali
3,"Energia,  ricalcolata", kcal,146,componenti principali
4,"Energia,  Ric con fibra", kcal,146,componenti principali
5,Proteine totali, g,"18,7",componenti principali
6,   Proteine animali, g,"18,7",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"7,7",componenti principali
9,   Lipidi animali, g,"7,7",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,150,componenti principali
12,Carboidrati disponibili (MSE), g,"0,6",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,6",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"73,0",componenti principali
18,Ferro, mg,"5,0",minerali ed elementi in traccia
19,Calcio, mg,9,minerali ed elementi in traccia
20,Sodio, mg,95,minerali ed elementi in traccia
21,Potassio, mg,320,minerali ed elementi in traccia
22,Fosforo, mg,214,minerali ed elementi in traccia
23,Zinco, mg,"1,80",minerali ed elementi in traccia
24,Magnesio, mg,22,minerali ed elementi in traccia
25,Rame, mg,"0,37",minerali ed elementi in traccia
26,Selenio, µg,"3,0",minerali ed elementi in traccia
27,Cloro, mg,44,minerali ed elementi in traccia
28,Iodio, µg,30,minerali ed elementi in traccia
29,Manganese, mg,"0,04",minerali ed elementi in traccia
30,Zolfo, mg,130,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,51",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,91",vitamine idrosolubili
33,Vitamina C, mg,5,vitamine idrosolubili
34,Niacina, mg,"7,10",vitamine idrosolubili
35,Vitamina B6, mg,"0,23",vitamine idrosolubili
36,Folati totali, µg,4,vitamine idrosolubili
37,Acido pantotenico, mg,"2,40",vitamine idrosolubili
38,Biotina, µg,"2,0",vitamine idrosolubili
39,Vitamina B12, µg,"13,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,0,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,0,retinolo equivalente
43,Vitamina E (ATE), mg,"0,45",retinolo equivalente
44,Vitamina D, µg,"1,00",retinolo equivalente
45,Acidi grassi monoinsaturi totali, g,"2,69",acidi grassi
46,Acido oleico, g,"2,18",acidi grassi
47,Acidi grassi polinsaturi totali, g,"1,09",acidi grassi
48,Acido linoleico, g,"0,49",acidi grassi
49,Acido linolenico, g,"0,60",acidi grassi
50,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
51,Triptofano, mg,237,aminoacidi
52,Treonina, mg,896,aminoacidi
53,Isoleucina, mg,954,aminoacidi
54,Leucina, mg,1733,aminoacidi
55,Lisina, mg,1654,aminoacidi
56,Metionina, mg,444,aminoacidi
57,Cistina, mg,195,aminoacidi
58,Fenilalanina, mg,902,aminoacidi
59,Tirosina, mg,673,aminoacidi
60,Valina, mg,1106,aminoacidi
61,Arginina, mg,1231,aminoacidi
62,Istidina, mg,481,aminoacidi
63,Alanina, mg,1325,aminoacidi
64,Acido aspartico, mg,1597,aminoacidi
65,Acido glutammico, mg,2561,aminoacidi
66,Glicina, mg,994,aminoacidi
67,Serina, mg,916,aminoacidi
68,Glucosio, g,"0,6",zuccheri
69,Fruttosio, g,"0,0",zuccheri
70,Galattosio, g,"0,0",zuccheri
71,Saccarosio (MSE), g,"0,0",zuccheri
72,Maltosio (MSE), g,"0,0",zuccheri
73,Lattosio (MSE), g,"0,0",zuccheri
