,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,291,componenti principali
2,"Energia,  Ric con fibra", kJ,291,componenti principali
3,"Energia,  ricalcolata", kcal,69,componenti principali
4,"Energia,  Ric con fibra", kcal,69,componenti principali
5,Proteine totali, g,"13,5",componenti principali
6,   Proteine animali, g,"13,5",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"1,4",componenti principali
9,   Lipidi animali, g,"1,4",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,63,componenti principali
12,Carboidrati disponibili (MSE), g,"0,6",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,6",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"82,0",componenti principali
18,Ferro, mg,"0,2",minerali ed elementi in traccia
19,Calcio, mg,15,minerali ed elementi in traccia
20,Sodio, mg,216,minerali ed elementi in traccia
21,Potassio, mg,171,minerali ed elementi in traccia
22,Fosforo, mg,194,minerali ed elementi in traccia
23,Zinco, mg,"1,40",minerali ed elementi in traccia
24,Magnesio, mg,41,minerali ed elementi in traccia
25,Rame, mg,"0,77",minerali ed elementi in traccia
26,Selenio, µg,"75,0",minerali ed elementi in traccia
27,Cloro, mg,319,minerali ed elementi in traccia
28,Iodio, µg,23,minerali ed elementi in traccia
29,Manganese, mg,"0,02",minerali ed elementi in traccia
30,"Vitamina B1,  Tiamina", mg,"0,07",vitamine idrosolubili
31,"Vitamina B2,  Riboflavina", mg,"0,03",vitamine idrosolubili
32,Vitamina C, mg,0,vitamine idrosolubili
33,Niacina, mg,"0,90",vitamine idrosolubili
34,Vitamina B6, mg,"0,79",vitamine idrosolubili
35,Folati totali, µg,2,vitamine idrosolubili
36,Acido pantotenico, mg,"0,77",vitamine idrosolubili
37,Vitamina B12, µg,"3,0",vitamine idrosolubili
38,   Retinolo eq. (RE), µg,17,retinolo equivalente
39,   Retinolo, µg,17,retinolo equivalente
40,   ß-carotene eq., µg,tr,retinolo equivalente
41,Vitamina E (ATE), mg,"1,37",retinolo equivalente
42,Vitamina D, µg,tr,retinolo equivalente
43,Acidi grassi saturi totali, g,"0,70",acidi grassi
44,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
45,Acido laurico, g,"0,00",acidi grassi
46,Acido miristico, g,"0,09",acidi grassi
47,Acido palmitico, g,"0,56",acidi grassi
48,Acido stearico, g,"0,05",acidi grassi
49,Acido arachidico, g,"0,00",acidi grassi
50,Acido beenico, g,"0,00",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"0,38",acidi grassi
52,Acido miristoleico, g,"0,00",acidi grassi
53,Acido palmitoleico, g,"0,03",acidi grassi
54,Acido oleico, g,"0,09",acidi grassi
55,Acidi eicosenoico, g,"0,21",acidi grassi
56,Acido erucico, g,"0,05",acidi grassi
57,Acidi grassi polinsaturi totali, g,"0,33",acidi grassi
58,Acido linoleico, g,"0,00",acidi grassi
59,Acido linolenico, g,"0,00",acidi grassi
60,Acido arachidonico, g,"0,00",acidi grassi
61,Acido eicosapentaenoico (EPA), g,"0,26",acidi grassi
62,Acido decosaesaenoico (DHA), g,"0,07",acidi grassi
63,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
64,Triptofano, mg,151,aminoacidi
65,Treonina, mg,581,aminoacidi
66,Isoleucina, mg,587,aminoacidi
67,Leucina, mg,950,aminoacidi
68,Lisina, mg,1009,aminoacidi
69,Metionina, mg,304,aminoacidi
70,Cistina, mg,177,aminoacidi
71,Fenilalanina, mg,484,aminoacidi
72,Tirosina, mg,432,aminoacidi
73,Valina, mg,589,aminoacidi
74,Arginina, mg,984,aminoacidi
75,Istidina, mg,259,aminoacidi
76,Alanina, mg,816,aminoacidi
77,Acido aspartico, mg,1302,aminoacidi
78,Acido glutammico, mg,1835,aminoacidi
79,Glicina, mg,844,aminoacidi
80,Prolina, mg,550,aminoacidi
81,Serina, mg,605,aminoacidi
82,Glucosio, g,"0,6",zuccheri
83,Fruttosio, g,"0,0",zuccheri
84,Galattosio, g,"0,0",zuccheri
85,Saccarosio (MSE), g,"0,0",zuccheri
86,Maltosio (MSE), g,"0,0",zuccheri
87,Lattosio (MSE), g,"0,0",zuccheri
