,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,786,componenti principali
2,"Energia,  Ric con fibra", kJ,786,componenti principali
3,"Energia,  ricalcolata", kcal,184,componenti principali
4,"Energia,  Ric con fibra", kcal,184,componenti principali
5,Proteine totali, g,"2,9",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"2,9",componenti principali
8,Lipidi totali, g,"0,5",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"0,5",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"44,9",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"44,9",componenti principali
15,Fibra alimentare totale, g,tr,componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"41,6",componenti principali
18,Ferro, mg,"0,4",minerali ed elementi in traccia
19,Calcio, mg,36,minerali ed elementi in traccia
20,Sodio, mg,10,minerali ed elementi in traccia
21,Potassio, mg,880,minerali ed elementi in traccia
22,Fosforo, mg,83,minerali ed elementi in traccia
23,Zinco, mg,"0,20",minerali ed elementi in traccia
24,Magnesio, mg,46,minerali ed elementi in traccia
25,Rame, mg,"0,11",minerali ed elementi in traccia
26,Selenio, µg,"5,0",minerali ed elementi in traccia
27,Cloro, mg,17,minerali ed elementi in traccia
28,Iodio, µg,11,minerali ed elementi in traccia
29,Manganese, mg,"0,10",minerali ed elementi in traccia
30,Zolfo, mg,27,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,31",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,13",vitamine idrosolubili
33,Vitamina C, mg,210,vitamine idrosolubili
34,Niacina, mg,"1,30",vitamine idrosolubili
35,Vitamina B6, mg,"0,25",vitamine idrosolubili
36,Folati totali, µg,90,vitamine idrosolubili
37,Acido pantotenico, mg,"0,73",vitamine idrosolubili
38,Biotina, µg,"5,0",vitamine idrosolubili
39,Vitamina B12, µg,"0,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,28,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,170,retinolo equivalente
43,Vitamina E (ATE), mg,"0,68",retinolo equivalente
44,Vitamina D, µg,"0,00",retinolo equivalente
45,Vitamina K, µg,"0,40",retinolo equivalente
46,Acidi grassi saturi totali, g,"0,06",acidi grassi
47,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
48,Acido laurico, g,"0,00",acidi grassi
49,Acido miristico, g,"0,00",acidi grassi
50,Acido palmitico, g,"0,05",acidi grassi
51,Acido stearico, g,"0,00",acidi grassi
52,Acidi grassi monoinsaturi totali, g,"0,09",acidi grassi
53,Acido miristoleico, g,"0,00",acidi grassi
54,Acido palmitoleico, g,"0,01",acidi grassi
55,Acido oleico, g,"0,08",acidi grassi
56,Acidi eicosenoico, g,"0,00",acidi grassi
57,Acido erucico, g,"0,00",acidi grassi
58,Acidi grassi polinsaturi totali, g,"0,10",acidi grassi
59,Acido linoleico, g,"0,07",acidi grassi
60,Acido linolenico, g,"0,03",acidi grassi
61,Acido arachidonico, g,"0,00",acidi grassi
62,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
63,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
64,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
65,Triptofano, mg,8,aminoacidi
66,Treonina, mg,33,aminoacidi
67,Isoleucina, mg,32,aminoacidi
68,Leucina, mg,56,aminoacidi
69,Lisina, mg,38,aminoacidi
70,Metionina, mg,15,aminoacidi
71,Cistina, mg,22,aminoacidi
72,Fenilalanina, mg,35,aminoacidi
73,Tirosina, mg,16,aminoacidi
74,Valina, mg,46,aminoacidi
75,Arginina, mg,195,aminoacidi
76,Istidina, mg,12,aminoacidi
77,Alanina, mg,62,aminoacidi
78,Acido aspartico, mg,309,aminoacidi
79,Acido glutammico, mg,138,aminoacidi
80,Glicina, mg,39,aminoacidi
81,Prolina, mg,181,aminoacidi
82,Serina, mg,55,aminoacidi
83,Glucosio, g,"11,7",zuccheri
84,Fruttosio, g,"12,3",zuccheri
85,Galattosio, g,"0,0",zuccheri
86,Saccarosio (MSE), g,"20,9",zuccheri
87,Maltosio (MSE), g,"0,0",zuccheri
88,Lattosio (MSE), g,"0,0",zuccheri
