,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1734,componenti principali
2,"Energia,  Ric con fibra", kJ,1754,componenti principali
3,"Energia,  ricalcolata", kcal,412,componenti principali
4,"Energia,  Ric con fibra", kcal,418,componenti principali
5,Proteine totali, g,"7,2",componenti principali
6,   Proteine animali, g,"1,8",componenti principali
7,   Proteine vegetali, g,"5,4",componenti principali
8,Lipidi totali, g,"18,3",componenti principali
9,   Lipidi animali, g,"10,0",componenti principali
10,   Lipidi vegetali, g,"8,3",componenti principali
11,Colesterolo, mg,52,componenti principali
12,Carboidrati disponibili (MSE), g,"58,4",componenti principali
13,   Amido (MSE), g,"47,8",componenti principali
14,   Carboidrati solubili (MSE), g,"10,6",componenti principali
15,Fibra alimentare totale, g,"2,5",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"19,5",componenti principali
18,Ferro, mg,"1,3",minerali ed elementi in traccia
19,Calcio, mg,9,minerali ed elementi in traccia
20,Sodio, mg,390,minerali ed elementi in traccia
21,Potassio, mg,52,minerali ed elementi in traccia
22,Fosforo, mg,70,minerali ed elementi in traccia
23,Zinco, mg,"0,90",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,18",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,16",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"2,00",vitamine idrosolubili
28,Vitamina B6, mg,"0,11",vitamine idrosolubili
29,Folati totali, µg,73,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,21,retinolo equivalente
31,   Retinolo, µg,21,retinolo equivalente
32,   ß-carotene eq., µg,0,retinolo equivalente
33,Vitamina E (ATE), mg,tr,retinolo equivalente
34,Vitamina D, µg,"0,13",retinolo equivalente
35,Acidi grassi saturi totali, g,"10,20",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"4,97",acidi grassi
37,Acido oleico, g,"4,56",acidi grassi
38,Acidi grassi polinsaturi totali, g,"1,14",acidi grassi
39,Acido linoleico, g,"0,85",acidi grassi
40,Acido linolenico, g,"0,26",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,03",acidi grassi
