,components,unit,value,section
0,Parte edibile, %,98,componenti principali
1,"Energia,  ricalcolata", kJ,1185,componenti principali
2,"Energia,  Ric con fibra", kJ,1280,componenti principali
3,"Energia,  ricalcolata", kcal,279,componenti principali
4,"Energia,  Ric con fibra", kcal,302,componenti principali
5,Proteine totali, g,"4,1",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"4,1",componenti principali
8,Lipidi totali, g,"2,0",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"2,0",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"65,1",componenti principali
13,   Amido (MSE), g,"19,7",componenti principali
14,   Carboidrati solubili (MSE), g,"45,3",componenti principali
15,Fibra alimentare totale, g,"11,9",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"15,3",componenti principali
18,Ferro, mg,"2,6",minerali ed elementi in traccia
19,Calcio, mg,71,minerali ed elementi in traccia
20,Sodio, mg,30,minerali ed elementi in traccia
21,Potassio, mg,806,minerali ed elementi in traccia
22,Fosforo, mg,98,minerali ed elementi in traccia
23,Zinco, mg,"0,62",minerali ed elementi in traccia
24,Magnesio, mg,49,minerali ed elementi in traccia
25,Rame, mg,"0,35",minerali ed elementi in traccia
26,Selenio, µg,"1,3",minerali ed elementi in traccia
27,Cloro, mg,64,minerali ed elementi in traccia
28,Iodio, µg,1,minerali ed elementi in traccia
29,Manganese, mg,"0,57",minerali ed elementi in traccia
30,Zolfo, mg,57,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,11",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,27",vitamine idrosolubili
33,Vitamina C, mg,2,vitamine idrosolubili
34,Niacina, mg,"1,59",vitamine idrosolubili
35,Vitamina B6, mg,"0,40",vitamine idrosolubili
36,Folati totali, µg,55,vitamine idrosolubili
37,Acido pantotenico, mg,"0,64",vitamine idrosolubili
38,Biotina, µg,"2,1",vitamine idrosolubili
39,Vitamina B12, µg,"0,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,111,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,667,retinolo equivalente
43,Vitamina E (ATE), mg,"1,58",retinolo equivalente
44,Vitamina D, µg,"0,00",retinolo equivalente
45,Vitamina K, µg,"11,13",retinolo equivalente
46,Acidi grassi saturi totali, g,"0,33",acidi grassi
47,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
48,Acido laurico, g,"0,00",acidi grassi
49,Acido miristico, g,"0,00",acidi grassi
50,Acido palmitico, g,"0,29",acidi grassi
51,Acido stearico, g,"0,03",acidi grassi
52,Acido arachidico, g,"0,01",acidi grassi
53,Acido beenico, g,"0,00",acidi grassi
54,Acidi grassi monoinsaturi totali, g,"0,62",acidi grassi
55,Acido miristoleico, g,"0,00",acidi grassi
56,Acido palmitoleico, g,"0,02",acidi grassi
57,Acido oleico, g,"0,59",acidi grassi
58,Acidi eicosenoico, g,"0,00",acidi grassi
59,Acido erucico, g,"0,00",acidi grassi
60,Acidi grassi polinsaturi totali, g,"0,72",acidi grassi
61,Acido linoleico, g,"0,66",acidi grassi
62,Acido linolenico, g,"0,07",acidi grassi
63,Acido arachidonico, g,"0,00",acidi grassi
64,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
65,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
66,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
67,Triptofano, mg,38,aminoacidi
68,Treonina, mg,128,aminoacidi
69,Isoleucina, mg,132,aminoacidi
70,Leucina, mg,203,aminoacidi
71,Lisina, mg,193,aminoacidi
72,Metionina, mg,79,aminoacidi
73,Cistina, mg,99,aminoacidi
74,Fenilalanina, mg,141,aminoacidi
75,Tirosina, mg,90,aminoacidi
76,Valina, mg,188,aminoacidi
77,Arginina, mg,235,aminoacidi
78,Istidina, mg,97,aminoacidi
79,Alanina, mg,226,aminoacidi
80,Acido aspartico, mg,766,aminoacidi
81,Acido glutammico, mg,487,aminoacidi
82,Glicina, mg,176,aminoacidi
83,Prolina, mg,336,aminoacidi
84,Serina, mg,179,aminoacidi
85,Glucosio, g,"16,7",zuccheri
86,Fruttosio, g,"16,0",zuccheri
87,Galattosio, g,"0,0",zuccheri
88,Saccarosio (MSE), g,"12,7",zuccheri
89,Maltosio (MSE), g,"0,0",zuccheri
90,Lattosio (MSE), g,"0,0",zuccheri
