,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1232,componenti principali
2,"Energia,  Ric con fibra", kJ,1232,componenti principali
3,"Energia,  ricalcolata", kcal,297,componenti principali
4,"Energia,  Ric con fibra", kcal,297,componenti principali
5,Proteine totali, g,"20,9",componenti principali
6,   Proteine animali, g,"20,9",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"23,7",componenti principali
9,   Lipidi animali, g,"23,7",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,75,componenti principali
12,Carboidrati disponibili (MSE), g,tr,componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,tr,componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"50,7",componenti principali
18,Ferro, mg,"0,2",minerali ed elementi in traccia
19,Calcio, mg,350,minerali ed elementi in traccia
20,Sodio, mg,650,minerali ed elementi in traccia
21,Potassio, mg,100,minerali ed elementi in traccia
22,Fosforo, mg,310,minerali ed elementi in traccia
23,Zinco, mg,"2,70",minerali ed elementi in traccia
24,Magnesio, mg,21,minerali ed elementi in traccia
25,Rame, mg,"0,07",minerali ed elementi in traccia
26,Selenio, µg,"3,0",minerali ed elementi in traccia
27,Cloro, mg,1120,minerali ed elementi in traccia
28,Iodio, µg,46,minerali ed elementi in traccia
29,Manganese, mg,tr,minerali ed elementi in traccia
30,Zolfo, mg,230,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,05",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,52",vitamine idrosolubili
33,Vitamina C, mg,tr,vitamine idrosolubili
34,Niacina, mg,"1,00",vitamine idrosolubili
35,Vitamina B6, mg,"0,22",vitamine idrosolubili
36,Folati totali, µg,102,vitamine idrosolubili
37,Acido pantotenico, mg,"0,36",vitamine idrosolubili
38,Biotina, µg,"7,6",vitamine idrosolubili
39,Vitamina B12, µg,"1,1",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,283,retinolo equivalente
41,   Retinolo, µg,230,retinolo equivalente
42,   ß-carotene eq., µg,315,retinolo equivalente
43,Vitamina E (ATE), mg,"0,65",retinolo equivalente
44,Vitamina D, µg,"0,18",retinolo equivalente
45,Acidi grassi saturi totali, g,"14,91",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"1,59",acidi grassi
47,Acido laurico, g,"0,43",acidi grassi
48,Acido miristico, g,"2,62",acidi grassi
49,Acido palmitico, g,"7,06",acidi grassi
50,Acido stearico, g,"2,47",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"6,86",acidi grassi
52,Acido palmitoleico, g,"0,86",acidi grassi
53,Acido oleico, g,"5,62",acidi grassi
54,Acidi eicosenoico, g,"0,00",acidi grassi
55,Acido erucico, g,"0,00",acidi grassi
56,Acidi grassi polinsaturi totali, g,"0,71",acidi grassi
57,Acido linoleico, g,"0,44",acidi grassi
58,Acido linolenico, g,"0,27",acidi grassi
59,Acido arachidonico, g,"0,00",acidi grassi
60,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
61,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
62,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
63,Triptofano, mg,324,aminoacidi
64,Treonina, mg,757,aminoacidi
65,Isoleucina, mg,1022,aminoacidi
66,Leucina, mg,1942,aminoacidi
67,Lisina, mg,1864,aminoacidi
68,Metionina, mg,596,aminoacidi
69,Cistina, mg,115,aminoacidi
70,Fenilalanina, mg,1166,aminoacidi
71,Tirosina, mg,1209,aminoacidi
72,Valina, mg,1350,aminoacidi
73,Arginina, mg,740,aminoacidi
74,Istidina, mg,721,aminoacidi
75,Alanina, mg,865,aminoacidi
76,Acido aspartico, mg,1360,aminoacidi
77,Acido glutammico, mg,4420,aminoacidi
78,Glicina, mg,400,aminoacidi
79,Prolina, mg,2476,aminoacidi
80,Serina, mg,1176,aminoacidi
81,Glucosio, g,"0,0",zuccheri
82,Fruttosio, g,"0,0",zuccheri
83,Galattosio, g,"0,0",zuccheri
84,Saccarosio (MSE), g,"0,0",zuccheri
85,Maltosio (MSE), g,"0,0",zuccheri
86,Lattosio (MSE), g,tr,zuccheri
