,components,unit,value,section
0,Parte edibile, %,33,componenti principali
1,"Energia,  ricalcolata", kJ,264,componenti principali
2,"Energia,  Ric con fibra", kJ,264,componenti principali
3,"Energia,  ricalcolata", kcal,62,componenti principali
4,"Energia,  Ric con fibra", kcal,62,componenti principali
5,Proteine totali, g,"12,8",componenti principali
6,   Proteine animali, g,"12,8",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"1,0",componenti principali
9,   Lipidi animali, g,"1,0",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,50,componenti principali
12,Carboidrati disponibili (MSE), g,"0,6",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,6",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"84,0",componenti principali
18,Ferro, mg,"0,4",minerali ed elementi in traccia
19,Calcio, mg,28,minerali ed elementi in traccia
20,Sodio, mg,18,minerali ed elementi in traccia
21,Potassio, mg,400,minerali ed elementi in traccia
22,Fosforo, mg,165,minerali ed elementi in traccia
23,Zinco, mg,"0,40",minerali ed elementi in traccia
24,Magnesio, mg,21,minerali ed elementi in traccia
25,Rame, mg,"0,03",minerali ed elementi in traccia
26,Selenio, µg,"37,0",minerali ed elementi in traccia
27,Cloro, mg,370,minerali ed elementi in traccia
28,Iodio, µg,30,minerali ed elementi in traccia
29,Manganese, mg,"0,02",minerali ed elementi in traccia
30,Zolfo, mg,200,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,12",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,05",vitamine idrosolubili
33,Vitamina C, mg,1,vitamine idrosolubili
34,Niacina, mg,"0,90",vitamine idrosolubili
35,Vitamina B6, mg,"0,24",vitamine idrosolubili
36,Folati totali, µg,7,vitamine idrosolubili
37,Acido pantotenico, mg,"0,15",vitamine idrosolubili
38,Biotina, µg,"1,0",vitamine idrosolubili
39,Vitamina B12, µg,"1,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,8,retinolo equivalente
41,   Retinolo, µg,8,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"0,40",retinolo equivalente
44,Vitamina D, µg,tr,retinolo equivalente
45,Acidi grassi saturi totali, g,"0,25",acidi grassi
46,Acido laurico, g,"0,00",acidi grassi
47,Acido miristico, g,tr,acidi grassi
48,Acido palmitico, g,tr,acidi grassi
49,Acido stearico, g,tr,acidi grassi
50,Acidi grassi monoinsaturi totali, g,"0,25",acidi grassi
51,Acido miristoleico, g,"0,00",acidi grassi
52,Acido palmitoleico, g,tr,acidi grassi
53,Acido oleico, g,"0,25",acidi grassi
54,Acidi eicosenoico, g,"0,00",acidi grassi
55,Acido erucico, g,"0,00",acidi grassi
56,Acidi grassi polinsaturi totali, g,"0,25",acidi grassi
57,Acido linoleico, g,tr,acidi grassi
58,Acido linolenico, g,tr,acidi grassi
59,Acido arachidonico, g,tr,acidi grassi
60,Acido eicosapentaenoico (EPA), g,tr,acidi grassi
61,Acido decosaesaenoico (DHA), g,"0,25",acidi grassi
62,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
63,Triptofano, mg,143,aminoacidi
64,Treonina, mg,561,aminoacidi
65,Isoleucina, mg,590,aminoacidi
66,Leucina, mg,1040,aminoacidi
67,Lisina, mg,1176,aminoacidi
68,Metionina, mg,379,aminoacidi
69,Cistina, mg,137,aminoacidi
70,Fenilalanina, mg,499,aminoacidi
71,Tirosina, mg,432,aminoacidi
72,Valina, mg,659,aminoacidi
73,Arginina, mg,766,aminoacidi
74,Istidina, mg,377,aminoacidi
75,Alanina, mg,774,aminoacidi
76,Acido aspartico, mg,1311,aminoacidi
77,Acido glutammico, mg,1911,aminoacidi
78,Glicina, mg,614,aminoacidi
79,Prolina, mg,453,aminoacidi
80,Serina, mg,522,aminoacidi
81,Glucosio, g,"0,6",zuccheri
82,Fruttosio, g,"0,0",zuccheri
83,Galattosio, g,"0,0",zuccheri
84,Saccarosio (MSE), g,"0,0",zuccheri
85,Maltosio (MSE), g,"0,0",zuccheri
86,Lattosio (MSE), g,"0,0",zuccheri
