,components,unit,value,section
0,Parte edibile, %,88,componenti principali
1,"Energia,  ricalcolata", kJ,842,componenti principali
2,"Energia,  Ric con fibra", kJ,842,componenti principali
3,"Energia,  ricalcolata", kcal,201,componenti principali
4,"Energia,  Ric con fibra", kcal,201,componenti principali
5,Proteine totali, g,"25,3",componenti principali
6,   Proteine animali, g,"25,3",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"10,7",componenti principali
9,   Lipidi animali, g,"8,1",componenti principali
10,   Lipidi vegetali, g,"2,6",componenti principali
11,Colesterolo, mg,94,componenti principali
12,Carboidrati disponibili (MSE), g,"1,0",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"1,0",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"59,0",componenti principali
18,Ferro, mg,"0,9",minerali ed elementi in traccia
19,Calcio, mg,32,minerali ed elementi in traccia
20,Sodio, mg,224,minerali ed elementi in traccia
21,Potassio, mg,92,minerali ed elementi in traccia
22,Fosforo, mg,280,minerali ed elementi in traccia
23,Zinco, mg,"0,50",minerali ed elementi in traccia
24,Magnesio, mg,11,minerali ed elementi in traccia
25,Rame, mg,"0,04",minerali ed elementi in traccia
26,Selenio, µg,"10,6",minerali ed elementi in traccia
27,Cloro, mg,507,minerali ed elementi in traccia
28,Iodio, µg,41,minerali ed elementi in traccia
29,Manganese, mg,"0,08",minerali ed elementi in traccia
30,Zolfo, mg,203,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,15",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,22",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"6,00",vitamine idrosolubili
35,Vitamina B6, mg,"0,12",vitamine idrosolubili
36,Folati totali, µg,1,vitamine idrosolubili
37,Acido pantotenico, mg,"0,49",vitamine idrosolubili
38,Biotina, µg,"3,9",vitamine idrosolubili
39,Vitamina B12, µg,"6,8",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,125,retinolo equivalente
41,   Retinolo, µg,124,retinolo equivalente
42,   ß-carotene eq., µg,1,retinolo equivalente
43,Vitamina E (ATE), mg,"1,06",retinolo equivalente
44,Vitamina D, µg,"2,90",retinolo equivalente
45,Acidi grassi saturi totali, g,"2,31",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,36",acidi grassi
49,Acido palmitico, g,"1,64",acidi grassi
50,Acido stearico, g,"0,31",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"4,96",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,45",acidi grassi
56,Acido oleico, g,"3,28",acidi grassi
57,Acidi eicosenoico, g,"0,52",acidi grassi
58,Acido erucico, g,"0,72",acidi grassi
59,Acidi grassi polinsaturi totali, g,"2,02",acidi grassi
60,Acido linoleico, g,"0,32",acidi grassi
61,Acido linolenico, g,"0,14",acidi grassi
62,Acido arachidonico, g,"0,12",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,53",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,92",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
66,Treonina, mg,1476,aminoacidi
67,Isoleucina, mg,1424,aminoacidi
68,Leucina, mg,2434,aminoacidi
69,Lisina, mg,2046,aminoacidi
70,Metionina, mg,700,aminoacidi
71,Fenilalanina, mg,1088,aminoacidi
72,Tirosina, mg,906,aminoacidi
73,Valina, mg,2020,aminoacidi
74,Arginina, mg,1968,aminoacidi
75,Istidina, mg,1165,aminoacidi
76,Alanina, mg,1994,aminoacidi
77,Acido aspartico, mg,3056,aminoacidi
78,Acido glutammico, mg,4091,aminoacidi
79,Glicina, mg,1553,aminoacidi
80,Prolina, mg,388,aminoacidi
81,Serina, mg,1165,aminoacidi
82,Glucosio, g,"1,0",zuccheri
83,Fruttosio, g,"0,0",zuccheri
84,Galattosio, g,"0,0",zuccheri
85,Saccarosio (MSE), g,"0,0",zuccheri
86,Maltosio (MSE), g,"0,0",zuccheri
87,Lattosio (MSE), g,"0,0",zuccheri
