,components,unit,value,section
0,Parte edibile, %,29,componenti principali
1,"Energia,  ricalcolata", kJ,2467,componenti principali
2,"Energia,  Ric con fibra", kJ,2503,componenti principali
3,"Energia,  ricalcolata", kcal,595,componenti principali
4,"Energia,  Ric con fibra", kcal,604,componenti principali
5,Proteine totali, g,"31,9",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"31,9",componenti principali
8,Lipidi totali, g,"50,3",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"50,3",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"4,0",componenti principali
13,   Amido (MSE), g,"0,1",componenti principali
14,   Carboidrati solubili (MSE), g,"3,9",componenti principali
15,Fibra alimentare totale, g,"4,5",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"4,3",componenti principali
18,Ferro, mg,"2,0",minerali ed elementi in traccia
19,Calcio, mg,40,minerali ed elementi in traccia
20,Sodio, mg,1,minerali ed elementi in traccia
21,Potassio, mg,780,minerali ed elementi in traccia
22,Fosforo, mg,466,minerali ed elementi in traccia
23,Zinco, mg,"6,50",minerali ed elementi in traccia
24,Magnesio, mg,270,minerali ed elementi in traccia
25,Rame, mg,"1,32",minerali ed elementi in traccia
26,Selenio, µg,"0,7",minerali ed elementi in traccia
27,Cloro, mg,41,minerali ed elementi in traccia
28,Iodio, µg,2,minerali ed elementi in traccia
29,Manganese, mg,"7,90",minerali ed elementi in traccia
30,Zolfo, mg,150,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,39",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,25",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"2,70",vitamine idrosolubili
35,Vitamina B6, mg,"0,09",vitamine idrosolubili
36,Folati totali, µg,34,vitamine idrosolubili
37,Acido pantotenico, mg,"0,31",vitamine idrosolubili
38,Biotina, µg,"64,0",vitamine idrosolubili
39,Vitamina B12, µg,"0,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,9,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,54,retinolo equivalente
43,Vitamina E (ATE), mg,"13,65",retinolo equivalente
44,Vitamina D, µg,"0,00",retinolo equivalente
45,Vitamina K, µg,"53,90",retinolo equivalente
46,Acidi grassi saturi totali, g,"3,60",acidi grassi
47,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
48,Acido laurico, g,"0,00",acidi grassi
49,Acido miristico, g,"0,00",acidi grassi
50,Acido palmitico, g,"2,36",acidi grassi
51,Acido stearico, g,"1,02",acidi grassi
52,Acido arachidico, g,"0,17",acidi grassi
53,Acido beenico, g,"0,05",acidi grassi
54,Acidi grassi monoinsaturi totali, g,"13,81",acidi grassi
55,Acido miristoleico, g,"0,00",acidi grassi
56,Acido palmitoleico, g,"0,01",acidi grassi
57,Acido oleico, g,"13,20",acidi grassi
58,Acidi eicosenoico, g,"0,59",acidi grassi
59,Acido erucico, g,"0,00",acidi grassi
60,Acidi grassi polinsaturi totali, g,"25,07",acidi grassi
61,Acido linoleico, g,"24,39",acidi grassi
62,Acido linolenico, g,"0,12",acidi grassi
63,Acido arachidonico, g,"0,00",acidi grassi
64,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
65,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
66,Altri acidi grassi polinsaturi, g,"0,56",acidi grassi
67,Triptofano, mg,300,aminoacidi
68,Treonina, mg,804,aminoacidi
69,Isoleucina, mg,991,aminoacidi
70,Leucina, mg,2121,aminoacidi
71,Lisina, mg,754,aminoacidi
72,Metionina, mg,731,aminoacidi
73,Cistina, mg,942,aminoacidi
74,Fenilalanina, mg,1044,aminoacidi
75,Tirosina, mg,1242,aminoacidi
76,Valina, mg,1594,aminoacidi
77,Arginina, mg,6229,aminoacidi
78,Istidina, mg,642,aminoacidi
79,Alanina, mg,1469,aminoacidi
80,Acido aspartico, mg,2820,aminoacidi
81,Acido glutammico, mg,6740,aminoacidi
82,Glicina, mg,1502,aminoacidi
83,Prolina, mg,1716,aminoacidi
84,Serina, mg,1726,aminoacidi
85,Glucosio, g,"0,1",zuccheri
86,Fruttosio, g,"0,1",zuccheri
87,Galattosio, g,"0,0",zuccheri
88,Saccarosio (MSE), g,"3,7",zuccheri
89,Maltosio (MSE), g,"0,0",zuccheri
90,Lattosio (MSE), g,"0,0",zuccheri
