,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1289,componenti principali
2,"Energia,  Ric con fibra", kJ,1457,componenti principali
3,"Energia,  ricalcolata", kcal,307,componenti principali
4,"Energia,  Ric con fibra", kcal,348,componenti principali
5,Proteine totali, g,"14,8",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"14,8",componenti principali
8,Lipidi totali, g,"13,0",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"13,0",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"34,8",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"34,8",componenti principali
15,Fibra alimentare totale, g,"20,9",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"10,0",componenti principali
18,Ferro, mg,"23,6",minerali ed elementi in traccia
19,Calcio, mg,177,minerali ed elementi in traccia
20,Sodio, mg,34,minerali ed elementi in traccia
21,Potassio, mg,2344,minerali ed elementi in traccia
22,Fosforo, mg,345,minerali ed elementi in traccia
23,Zinco, mg,"4,10",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,64",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"1,74",vitamine idrosolubili
26,Vitamina C, mg,71,vitamine idrosolubili
27,Niacina, mg,"15,30",vitamine idrosolubili
28,Vitamina B6, mg,"0,28",vitamine idrosolubili
29,Folati totali, µg,0,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,6060,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,36360,retinolo equivalente
33,Vitamina E (ATE), mg,"0,80",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"2,11",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"1,23",acidi grassi
37,Acido oleico, g,"1,11",acidi grassi
38,Acidi grassi polinsaturi totali, g,"8,35",acidi grassi
39,Acido linoleico, g,"7,45",acidi grassi
40,Acido linolenico, g,"0,90",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
