,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1332,componenti principali
2,"Energia,  Ric con fibra", kJ,1341,componenti principali
3,"Energia,  ricalcolata", kcal,314,componenti principali
4,"Energia,  Ric con fibra", kcal,317,componenti principali
5,Proteine totali, g,"8,5",componenti principali
6,   Proteine animali, g,"5,9",componenti principali
7,   Proteine vegetali, g,"2,6",componenti principali
8,Lipidi totali, g,"6,4",componenti principali
9,   Lipidi animali, g,"6,1",componenti principali
10,   Lipidi vegetali, g,"0,3",componenti principali
11,Colesterolo, mg,185,componenti principali
12,Carboidrati disponibili (MSE), g,"59,4",componenti principali
13,   Amido (MSE), g,"27,0",componenti principali
14,   Carboidrati solubili (MSE), g,"32,4",componenti principali
15,Fibra alimentare totale, g,"1,2",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"28,0",componenti principali
18,Ferro, mg,"1,1",minerali ed elementi in traccia
19,Calcio, mg,24,minerali ed elementi in traccia
20,Sodio, mg,54,minerali ed elementi in traccia
21,Potassio, mg,104,minerali ed elementi in traccia
22,Fosforo, mg,102,minerali ed elementi in traccia
23,Zinco, mg,"0,80",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,11",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,24",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"0,50",vitamine idrosolubili
28,Vitamina B6, mg,"0,08",vitamine idrosolubili
29,Folati totali, µg,18,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,110,retinolo equivalente
31,   Retinolo, µg,110,retinolo equivalente
32,   ß-carotene eq., µg,0,retinolo equivalente
33,Vitamina E (ATE), mg,"1,02",retinolo equivalente
34,Vitamina D, µg,"1,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"2,34",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"2,69",acidi grassi
37,Acido oleico, g,"1,44",acidi grassi
38,Acidi grassi polinsaturi totali, g,"0,93",acidi grassi
39,Acido linoleico, g,"0,32",acidi grassi
40,Acido linolenico, g,"0,01",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,60",acidi grassi
