,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,2197,componenti principali
2,"Energia,  Ric con fibra", kJ,2220,componenti principali
3,"Energia,  ricalcolata", kcal,524,componenti principali
4,"Energia,  Ric con fibra", kcal,530,componenti principali
5,Proteine totali, g,"5,7",componenti principali
6,   Proteine animali, g,"2,5",componenti principali
7,   Proteine vegetali, g,"3,2",componenti principali
8,Lipidi totali, g,"27,6",componenti principali
9,   Lipidi animali, g,"20,4",componenti principali
10,   Lipidi vegetali, g,"7,2",componenti principali
11,Colesterolo, mg,2,componenti principali
12,Carboidrati disponibili (MSE), g,"67,4",componenti principali
13,   Amido (MSE), g,"24,0",componenti principali
14,   Carboidrati solubili (MSE), g,"43,4",componenti principali
15,Fibra alimentare totale, g,"2,9",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"2,2",componenti principali
18,Ferro, mg,"1,7",minerali ed elementi in traccia
19,Calcio, mg,110,minerali ed elementi in traccia
20,Sodio, mg,160,minerali ed elementi in traccia
21,Potassio, mg,230,minerali ed elementi in traccia
22,Fosforo, mg,130,minerali ed elementi in traccia
23,Zinco, mg,"0,80",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,03",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,13",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"0,50",vitamine idrosolubili
28,Vitamina B6, mg,"0,04",vitamine idrosolubili
29,Folati totali, µg,5,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,tr,retinolo equivalente
31,   Retinolo, µg,tr,retinolo equivalente
32,   ß-carotene eq., µg,tr,retinolo equivalente
33,Vitamina E (ATE), mg,"1,43",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"5,55",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"15,85",acidi grassi
37,Acido oleico, g,"15,82",acidi grassi
38,Acidi grassi polinsaturi totali, g,"3,60",acidi grassi
39,Acido linoleico, g,"3,54",acidi grassi
40,Acido linolenico, g,"0,06",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
