,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1567,componenti principali
2,"Energia,  Ric con fibra", kJ,1593,componenti principali
3,"Energia,  ricalcolata", kcal,368,componenti principali
4,"Energia,  Ric con fibra", kcal,375,componenti principali
5,Proteine totali, g,"13,0",componenti principali
6,   Proteine animali, g,"2,6",componenti principali
7,   Proteine vegetali, g,"10,4",componenti principali
8,Lipidi totali, g,"2,4",componenti principali
9,   Lipidi animali, g,"1,7",componenti principali
10,   Lipidi vegetali, g,"0,7",componenti principali
11,Colesterolo, mg,94,componenti principali
12,Carboidrati disponibili (MSE), g,"78,6",componenti principali
13,   Amido (MSE), g,"76,6",componenti principali
14,   Carboidrati solubili (MSE), g,"2,0",componenti principali
15,Fibra alimentare totale, g,"3,2",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"12,5",componenti principali
18,Ferro, mg,"2,1",minerali ed elementi in traccia
19,Calcio, mg,22,minerali ed elementi in traccia
20,Sodio, mg,17,minerali ed elementi in traccia
21,Potassio, mg,164,minerali ed elementi in traccia
22,Fosforo, mg,199,minerali ed elementi in traccia
23,Zinco, mg,"1,30",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,14",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,19",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"1,20",vitamine idrosolubili
28,Vitamina B6, mg,"0,17",vitamine idrosolubili
29,Folati totali, µg,32,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,35,retinolo equivalente
31,   Retinolo, µg,33,retinolo equivalente
32,   ß-carotene eq., µg,12,retinolo equivalente
33,Vitamina E (ATE), mg,"0,45",retinolo equivalente
34,Vitamina D, µg,"0,37",retinolo equivalente
35,Acidi grassi saturi totali, g,"0,67",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"0,77",acidi grassi
37,Acido oleico, g,"0,70",acidi grassi
38,Acidi grassi polinsaturi totali, g,"0,63",acidi grassi
39,Acido linoleico, g,"0,59",acidi grassi
40,Acido linolenico, g,"0,03",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,01",acidi grassi
