,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,2011,componenti principali
2,"Energia,  Ric con fibra", kJ,2024,componenti principali
3,"Energia,  ricalcolata", kcal,479,componenti principali
4,"Energia,  Ric con fibra", kcal,483,componenti principali
5,Proteine totali, g,"7,7",componenti principali
6,   Proteine animali, g,"2,2",componenti principali
7,   Proteine vegetali, g,"5,5",componenti principali
8,Lipidi totali, g,"24,3",componenti principali
9,   Lipidi animali, g,"20,6",componenti principali
10,   Lipidi vegetali, g,"3,8",componenti principali
11,Colesterolo, mg,224,componenti principali
12,Carboidrati disponibili (MSE), g,"61,3",componenti principali
13,   Amido (MSE), g,"35,5",componenti principali
14,   Carboidrati solubili (MSE), g,"25,8",componenti principali
15,Fibra alimentare totale, g,"1,7",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"9,0",componenti principali
18,Ferro, mg,"1,3",minerali ed elementi in traccia
19,Calcio, mg,32,minerali ed elementi in traccia
20,Sodio, mg,103,minerali ed elementi in traccia
21,Potassio, mg,84,minerali ed elementi in traccia
22,Fosforo, mg,154,minerali ed elementi in traccia
23,Zinco, mg,"0,80",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,15",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,06",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"0,60",vitamine idrosolubili
28,Vitamina B6, mg,"0,11",vitamine idrosolubili
29,Folati totali, µg,27,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,204,retinolo equivalente
31,   Retinolo, µg,196,retinolo equivalente
32,   ß-carotene eq., µg,51,retinolo equivalente
33,Vitamina E (ATE), mg,"2,20",retinolo equivalente
34,Vitamina D, µg,"0,73",retinolo equivalente
35,Acidi grassi saturi totali, g,"10,25",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"8,83",acidi grassi
37,Acido oleico, g,"7,76",acidi grassi
38,Acidi grassi polinsaturi totali, g,"3,18",acidi grassi
39,Acido linoleico, g,"2,86",acidi grassi
40,Acido linolenico, g,"0,29",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,03",acidi grassi
