,components,unit,value,section
0,Parte edibile, %,90,componenti principali
1,"Energia,  ricalcolata", kJ,667,componenti principali
2,"Energia,  Ric con fibra", kJ,667,componenti principali
3,"Energia,  ricalcolata", kcal,159,componenti principali
4,"Energia,  Ric con fibra", kcal,159,componenti principali
5,Proteine totali, g,"21,5",componenti principali
6,   Proteine animali, g,"21,5",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"8,1",componenti principali
9,   Lipidi animali, g,"8,1",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,70,componenti principali
12,Carboidrati disponibili (MSE), g,"0,1",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,1",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"61,5",componenti principali
18,Ferro, mg,"1,3",minerali ed elementi in traccia
19,Calcio, mg,38,minerali ed elementi in traccia
20,Sodio, mg,43,minerali ed elementi in traccia
21,Potassio, mg,520,minerali ed elementi in traccia
22,Fosforo, mg,264,minerali ed elementi in traccia
23,Zinco, mg,"0,50",minerali ed elementi in traccia
24,Magnesio, mg,26,minerali ed elementi in traccia
25,Rame, mg,"0,03",minerali ed elementi in traccia
26,Selenio, µg,"112,0",minerali ed elementi in traccia
27,Cloro, mg,58,minerali ed elementi in traccia
28,Iodio, µg,39,minerali ed elementi in traccia
29,Manganese, mg,"0,03",minerali ed elementi in traccia
30,Zolfo, mg,210,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,20",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,12",vitamine idrosolubili
33,Vitamina C, mg,tr,vitamine idrosolubili
34,Niacina, mg,"8,50",vitamine idrosolubili
35,Vitamina B6, mg,"0,49",vitamine idrosolubili
36,Folati totali, µg,20,vitamine idrosolubili
37,Acido pantotenico, mg,"0,86",vitamine idrosolubili
38,Biotina, µg,"7,0",vitamine idrosolubili
39,Vitamina B12, µg,"5,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,450,retinolo equivalente
41,   Retinolo, µg,450,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"0,55",retinolo equivalente
44,Vitamina D, µg,"16,30",retinolo equivalente
45,Acidi grassi saturi totali, g,"3,35",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,31",acidi grassi
49,Acido palmitico, g,"2,71",acidi grassi
50,Acido stearico, g,"0,31",acidi grassi
51,Acido arachidico, g,tr,acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"1,51",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"0,22",acidi grassi
56,Acido oleico, g,"0,95",acidi grassi
57,Acidi eicosenoico, g,"0,09",acidi grassi
58,Acido erucico, g,"0,09",acidi grassi
59,Acidi grassi polinsaturi totali, g,"3,20",acidi grassi
60,Acido linoleico, g,"0,15",acidi grassi
61,Acido linolenico, g,"0,09",acidi grassi
62,Acido arachidonico, g,tr,acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,80",acidi grassi
64,Acido decosaesaenoico (DHA), g,"2,15",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,01",acidi grassi
66,Triptofano, mg,237,aminoacidi
67,Treonina, mg,1032,aminoacidi
68,Isoleucina, mg,1161,aminoacidi
69,Leucina, mg,1871,aminoacidi
70,Lisina, mg,2064,aminoacidi
71,Metionina, mg,753,aminoacidi
72,Cistina, mg,172,aminoacidi
73,Fenilalanina, mg,1011,aminoacidi
74,Tirosina, mg,860,aminoacidi
75,Valina, mg,1247,aminoacidi
76,Arginina, mg,1398,aminoacidi
77,Istidina, mg,581,aminoacidi
78,Alanina, mg,1376,aminoacidi
79,Acido aspartico, mg,2215,aminoacidi
80,Acido glutammico, mg,3397,aminoacidi
81,Glicina, mg,989,aminoacidi
82,Prolina, mg,753,aminoacidi
83,Serina, mg,882,aminoacidi
84,Glucosio, g,"0,1",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,0",zuccheri
