,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1388,componenti principali
2,"Energia,  Ric con fibra", kJ,1529,componenti principali
3,"Energia,  ricalcolata", kcal,330,componenti principali
4,"Energia,  Ric con fibra", kcal,366,componenti principali
5,Proteine totali, g,"4,9",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"4,9",componenti principali
8,Lipidi totali, g,"15,2",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"15,2",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"46,4",componenti principali
13,   Amido (MSE), g,tr,componenti principali
14,   Carboidrati solubili (MSE), g,"46,4",componenti principali
15,Fibra alimentare totale, g,"17,7",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"9,3",componenti principali
18,Ferro, mg,"29,3",minerali ed elementi in traccia
19,Calcio, mg,1280,minerali ed elementi in traccia
20,Sodio, mg,50,minerali ed elementi in traccia
21,Potassio, mg,950,minerali ed elementi in traccia
22,Fosforo, mg,70,minerali ed elementi in traccia
23,Zinco, mg,"3,20",minerali ed elementi in traccia
24,"Vitamina B1,  Tiamina", mg,"0,10",vitamine idrosolubili
25,"Vitamina B2,  Riboflavina", mg,"0,32",vitamine idrosolubili
26,Vitamina C, mg,0,vitamine idrosolubili
27,Niacina, mg,"1,00",vitamine idrosolubili
28,Vitamina B6, mg,"0,38",vitamine idrosolubili
29,Folati totali, µg,0,vitamine idrosolubili
30,   Retinolo eq. (RE), µg,313,retinolo equivalente
31,   Retinolo, µg,0,retinolo equivalente
32,   ß-carotene eq., µg,1880,retinolo equivalente
33,Vitamina E (ATE), mg,"9,15",retinolo equivalente
34,Vitamina D, µg,"0,00",retinolo equivalente
35,Acidi grassi saturi totali, g,"3,94",acidi grassi
36,Acidi grassi monoinsaturi totali, g,"0,99",acidi grassi
37,Acido oleico, g,"0,76",acidi grassi
38,Acidi grassi polinsaturi totali, g,"7,76",acidi grassi
39,Acido linoleico, g,"1,56",acidi grassi
40,Acido linolenico, g,"6,20",acidi grassi
41,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
