,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,1193,componenti principali
2,"Energia,  Ric con fibra", kJ,1193,componenti principali
3,"Energia,  ricalcolata", kcal,288,componenti principali
4,"Energia,  Ric con fibra", kcal,288,componenti principali
5,Proteine totali, g,"16,7",componenti principali
6,   Proteine animali, g,"16,7",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"24,4",componenti principali
9,   Lipidi animali, g,"24,4",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,56,componenti principali
12,Carboidrati disponibili (MSE), g,"0,4",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,4",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"55,5",componenti principali
18,Ferro, mg,"0,2",minerali ed elementi in traccia
19,Calcio, mg,210,minerali ed elementi in traccia
20,Sodio, mg,200,minerali ed elementi in traccia
21,Potassio, mg,145,minerali ed elementi in traccia
22,Fosforo, mg,195,minerali ed elementi in traccia
23,Zinco, mg,"2,60",minerali ed elementi in traccia
24,Magnesio, mg,10,minerali ed elementi in traccia
25,Rame, mg,tr,minerali ed elementi in traccia
26,Selenio, µg,"3,0",minerali ed elementi in traccia
27,Cloro, mg,990,minerali ed elementi in traccia
28,Iodio, µg,4,minerali ed elementi in traccia
29,Manganese, mg,tr,minerali ed elementi in traccia
30,Zolfo, mg,110,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,03",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,27",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"0,40",vitamine idrosolubili
35,Vitamina B6, mg,"0,09",vitamine idrosolubili
36,Folati totali, µg,19,vitamine idrosolubili
37,Acido pantotenico, mg,"0,25",vitamine idrosolubili
38,Biotina, µg,"2,2",vitamine idrosolubili
39,Vitamina B12, µg,"2,1",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,268,retinolo equivalente
41,   Retinolo, µg,240,retinolo equivalente
42,   ß-carotene eq., µg,170,retinolo equivalente
43,Vitamina E (ATE), mg,"0,24",retinolo equivalente
44,Vitamina D, µg,"0,16",retinolo equivalente
45,Acidi grassi saturi totali, g,"4,87",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,68",acidi grassi
47,Acido laurico, g,"0,18",acidi grassi
48,Acido miristico, g,"0,75",acidi grassi
49,Acido palmitico, g,"2,12",acidi grassi
50,Acido stearico, g,"0,72",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"1,89",acidi grassi
52,Acido palmitoleico, g,"0,15",acidi grassi
53,Acido oleico, g,"1,66",acidi grassi
54,Acidi grassi polinsaturi totali, g,"0,52",acidi grassi
55,Acido linoleico, g,"0,07",acidi grassi
56,Acido linolenico, g,"0,08",acidi grassi
57,Acido arachidonico, g,"0,00",acidi grassi
58,Altri acidi grassi polinsaturi, g,"0,36",acidi grassi
59,Triptofano, mg,236,aminoacidi
60,Treonina, mg,811,aminoacidi
61,Isoleucina, mg,904,aminoacidi
62,Leucina, mg,1630,aminoacidi
63,Lisina, mg,1247,aminoacidi
64,Metionina, mg,432,aminoacidi
65,Cistina, mg,214,aminoacidi
66,Fenilalanina, mg,721,aminoacidi
67,Tirosina, mg,815,aminoacidi
68,Valina, mg,975,aminoacidi
69,Arginina, mg,508,aminoacidi
70,Istidina, mg,347,aminoacidi
71,Alanina, mg,588,aminoacidi
72,Acido aspartico, mg,1376,aminoacidi
73,Acido glutammico, mg,2124,aminoacidi
74,Glicina, mg,356,aminoacidi
75,Prolina, mg,1621,aminoacidi
76,Serina, mg,1011,aminoacidi
77,Glucosio, g,"0,0",zuccheri
78,Fruttosio, g,"0,0",zuccheri
79,Galattosio, g,"0,0",zuccheri
80,Saccarosio (MSE), g,"0,0",zuccheri
81,Maltosio (MSE), g,"0,0",zuccheri
82,Lattosio (MSE), g,"0,4",zuccheri
