,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,326,componenti principali
2,"Energia,  Ric con fibra", kJ,326,componenti principali
3,"Energia,  ricalcolata", kcal,77,componenti principali
4,"Energia,  Ric con fibra", kcal,77,componenti principali
5,Proteine totali, g,"18,1",componenti principali
6,   Proteine animali, g,"18,1",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"0,5",componenti principali
9,   Lipidi animali, g,"0,5",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,72,componenti principali
12,Carboidrati disponibili (MSE), g,tr,componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,tr,componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"79,2",componenti principali
18,Ferro, mg,"2,8",minerali ed elementi in traccia
19,Calcio, mg,120,minerali ed elementi in traccia
20,Sodio, mg,550,minerali ed elementi in traccia
21,Potassio, mg,100,minerali ed elementi in traccia
22,Fosforo, mg,140,minerali ed elementi in traccia
23,Zinco, mg,"5,70",minerali ed elementi in traccia
24,Magnesio, mg,32,minerali ed elementi in traccia
25,Rame, mg,"0,42",minerali ed elementi in traccia
26,Selenio, µg,"17,0",minerali ed elementi in traccia
27,Cloro, mg,830,minerali ed elementi in traccia
28,Iodio, µg,81,minerali ed elementi in traccia
29,Manganese, mg,"0,17",minerali ed elementi in traccia
30,"Vitamina B1,  Tiamina", mg,tr,vitamine idrosolubili
31,"Vitamina B2,  Riboflavina", mg,"0,05",vitamine idrosolubili
32,Vitamina C, mg,tr,vitamine idrosolubili
33,Niacina, mg,"1,10",vitamine idrosolubili
34,Vitamina B6, mg,"0,15",vitamine idrosolubili
35,Folati totali, µg,43,vitamine idrosolubili
36,Acido pantotenico, mg,"0,95",vitamine idrosolubili
37,Biotina, µg,tr,vitamine idrosolubili
38,Vitamina B12, µg,tr,vitamine idrosolubili
39,   Retinolo eq. (RE), µg,tr,retinolo equivalente
40,   Retinolo, µg,tr,retinolo equivalente
41,   ß-carotene eq., µg,tr,retinolo equivalente
42,Vitamina E (ATE), mg,"1,00",retinolo equivalente
43,Vitamina D, µg,tr,retinolo equivalente
44,Acidi grassi saturi totali, g,"0,10",acidi grassi
45,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
46,Acido laurico, g,"0,00",acidi grassi
47,Acido miristico, g,"0,00",acidi grassi
48,Acido palmitico, g,"0,07",acidi grassi
49,Acido stearico, g,"0,04",acidi grassi
50,Acidi grassi monoinsaturi totali, g,"0,09",acidi grassi
51,Acido palmitoleico, g,"0,03",acidi grassi
52,Acido oleico, g,"0,05",acidi grassi
53,Acidi eicosenoico, g,"0,01",acidi grassi
54,Acido erucico, g,"0,00",acidi grassi
55,Acidi grassi polinsaturi totali, g,"0,18",acidi grassi
56,Acido linoleico, g,"0,00",acidi grassi
57,Acido linolenico, g,"0,00",acidi grassi
58,Acido arachidonico, g,"0,02",acidi grassi
59,Acido eicosapentaenoico (EPA), g,"0,08",acidi grassi
60,Acido decosaesaenoico (DHA), g,"0,07",acidi grassi
61,Altri acidi grassi polinsaturi, g,"0,01",acidi grassi
62,Triptofano, mg,252,aminoacidi
63,Treonina, mg,733,aminoacidi
64,Isoleucina, mg,878,aminoacidi
65,Leucina, mg,1436,aminoacidi
66,Lisina, mg,1575,aminoacidi
67,Metionina, mg,510,aminoacidi
68,Cistina, mg,203,aminoacidi
69,Fenilalanina, mg,765,aminoacidi
70,Tirosina, mg,602,aminoacidi
71,Valina, mg,851,aminoacidi
72,Arginina, mg,1582,aminoacidi
73,Istidina, mg,368,aminoacidi
74,Alanina, mg,1025,aminoacidi
75,Acido aspartico, mg,1871,aminoacidi
76,Acido glutammico, mg,3087,aminoacidi
77,Glicina, mg,1092,aminoacidi
78,Prolina, mg,596,aminoacidi
79,Serina, mg,713,aminoacidi
80,Glucosio, g,tr,zuccheri
81,Fruttosio, g,"0,0",zuccheri
82,Galattosio, g,"0,0",zuccheri
83,Saccarosio (MSE), g,"0,0",zuccheri
84,Maltosio (MSE), g,"0,0",zuccheri
85,Lattosio (MSE), g,"0,0",zuccheri
