,components,unit,value,section
0,Parte edibile, %,100,componenti principali
1,"Energia,  ricalcolata", kJ,815,componenti principali
2,"Energia,  Ric con fibra", kJ,815,componenti principali
3,"Energia,  ricalcolata", kcal,196,componenti principali
4,"Energia,  Ric con fibra", kcal,196,componenti principali
5,Proteine totali, g,"13,9",componenti principali
6,   Proteine animali, g,"13,9",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"15,6",componenti principali
9,   Lipidi animali, g,"15,6",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,262,componenti principali
12,Carboidrati disponibili (MSE), g,"0,1",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,1",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"67,0",componenti principali
18,Ferro, mg,"3,0",minerali ed elementi in traccia
19,Calcio, mg,14,minerali ed elementi in traccia
20,Sodio, mg,82,minerali ed elementi in traccia
21,Potassio, mg,250,minerali ed elementi in traccia
22,Fosforo, mg,230,minerali ed elementi in traccia
23,Zinco, mg,"2,80",minerali ed elementi in traccia
24,Magnesio, mg,17,minerali ed elementi in traccia
25,Rame, mg,"0,34",minerali ed elementi in traccia
26,Selenio, µg,"9,0",minerali ed elementi in traccia
27,Cloro, mg,130,minerali ed elementi in traccia
28,Iodio, µg,15,minerali ed elementi in traccia
29,Manganese, mg,"0,20",minerali ed elementi in traccia
30,Zolfo, mg,180,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,25",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,36",vitamine idrosolubili
33,Vitamina C, mg,12,vitamine idrosolubili
34,Niacina, mg,"4,60",vitamine idrosolubili
35,Vitamina B6, mg,"0,29",vitamine idrosolubili
36,Folati totali, µg,530,vitamine idrosolubili
37,Acido pantotenico, mg,"1,10",vitamine idrosolubili
38,Biotina, µg,"2,0",vitamine idrosolubili
39,Vitamina B12, µg,"14,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,5500,retinolo equivalente
41,   Retinolo, µg,5500,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"0,71",retinolo equivalente
44,Vitamina D, µg,"0,60",retinolo equivalente
45,Acidi grassi saturi totali, g,"4,75",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,07",acidi grassi
49,Acido palmitico, g,"2,62",acidi grassi
50,Acido stearico, g,"1,64",acidi grassi
51,Acidi grassi monoinsaturi totali, g,"3,91",acidi grassi
52,Acido palmitoleico, g,"0,56",acidi grassi
53,Acido oleico, g,"3,32",acidi grassi
54,Acidi eicosenoico, g,"0,04",acidi grassi
55,Acido erucico, g,"0,00",acidi grassi
56,Acidi grassi polinsaturi totali, g,"3,80",acidi grassi
57,Acido linoleico, g,"2,62",acidi grassi
58,Acido linolenico, g,"0,11",acidi grassi
59,Acido arachidonico, g,"0,94",acidi grassi
60,Acido eicosapentaenoico (EPA), g,"0,04",acidi grassi
61,Acido decosaesaenoico (DHA), g,"0,07",acidi grassi
62,Altri acidi grassi polinsaturi, g,"0,04",acidi grassi
63,Triptofano, mg,159,aminoacidi
64,Treonina, mg,630,aminoacidi
65,Isoleucina, mg,697,aminoacidi
66,Leucina, mg,1112,aminoacidi
67,Lisina, mg,1015,aminoacidi
68,Metionina, mg,348,aminoacidi
69,Cistina, mg,185,aminoacidi
70,Fenilalanina, mg,630,aminoacidi
71,Tirosina, mg,456,aminoacidi
72,Valina, mg,742,aminoacidi
73,Arginina, mg,928,aminoacidi
74,Istidina, mg,324,aminoacidi
75,Alanina, mg,682,aminoacidi
76,Acido aspartico, mg,1302,aminoacidi
77,Acido glutammico, mg,2108,aminoacidi
78,Glicina, mg,766,aminoacidi
79,Prolina, mg,707,aminoacidi
80,Serina, mg,608,aminoacidi
81,Glucosio, g,"0,1",zuccheri
82,Fruttosio, g,"0,0",zuccheri
83,Galattosio, g,"0,0",zuccheri
84,Saccarosio (MSE), g,"0,0",zuccheri
85,Maltosio (MSE), g,"0,0",zuccheri
86,Lattosio (MSE), g,"0,0",zuccheri
