,components,unit,value,section
0,Parte edibile, %,24,componenti principali
1,"Energia,  ricalcolata", kJ,2494,componenti principali
2,"Energia,  Ric con fibra", kJ,2595,componenti principali
3,"Energia,  ricalcolata", kcal,603,componenti principali
4,"Energia,  Ric con fibra", kcal,628,componenti principali
5,Proteine totali, g,"22,0",componenti principali
6,   Proteine animali, g,"0,0",componenti principali
7,   Proteine vegetali, g,"22,0",componenti principali
8,Lipidi totali, g,"55,3",componenti principali
9,   Lipidi animali, g,"0,0",componenti principali
10,   Lipidi vegetali, g,"55,3",componenti principali
11,Colesterolo, mg,0,componenti principali
12,Carboidrati disponibili (MSE), g,"4,6",componenti principali
13,   Amido (MSE), g,"0,9",componenti principali
14,   Carboidrati solubili (MSE), g,"3,7",componenti principali
15,Fibra alimentare totale, g,"12,7",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"5,1",componenti principali
18,Ferro, mg,"3,0",minerali ed elementi in traccia
19,Calcio, mg,240,minerali ed elementi in traccia
20,Sodio, mg,14,minerali ed elementi in traccia
21,Potassio, mg,780,minerali ed elementi in traccia
22,Fosforo, mg,550,minerali ed elementi in traccia
23,Zinco, mg,"2,50",minerali ed elementi in traccia
24,Magnesio, mg,264,minerali ed elementi in traccia
25,Rame, mg,"0,92",minerali ed elementi in traccia
26,Selenio, µg,"1,5",minerali ed elementi in traccia
27,Cloro, mg,18,minerali ed elementi in traccia
28,Iodio, µg,2,minerali ed elementi in traccia
29,Manganese, mg,"1,70",minerali ed elementi in traccia
30,Zolfo, mg,150,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,23",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,40",vitamine idrosolubili
33,Vitamina C, mg,0,vitamine idrosolubili
34,Niacina, mg,"3,00",vitamine idrosolubili
35,Vitamina B6, mg,"0,15",vitamine idrosolubili
36,Folati totali, µg,48,vitamine idrosolubili
37,Acido pantotenico, mg,"0,44",vitamine idrosolubili
38,Biotina, µg,"64,0",vitamine idrosolubili
39,Vitamina B12, µg,"0,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,1,retinolo equivalente
41,   Retinolo, µg,0,retinolo equivalente
42,   ß-carotene eq., µg,6,retinolo equivalente
43,Vitamina E (ATE), mg,"26,00",retinolo equivalente
44,Vitamina D, µg,"0,00",retinolo equivalente
45,Vitamina K, µg,"0,00",retinolo equivalente
46,Acidi grassi saturi totali, g,"4,59",acidi grassi
47,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
48,Acido laurico, g,"0,00",acidi grassi
49,Acido miristico, g,"0,05",acidi grassi
50,Acido palmitico, g,"3,48",acidi grassi
51,Acido stearico, g,"0,94",acidi grassi
52,Acido arachidico, g,"0,11",acidi grassi
53,Acido beenico, g,"0,00",acidi grassi
54,Acidi grassi monoinsaturi totali, g,"39,44",acidi grassi
55,Acido miristoleico, g,"0,00",acidi grassi
56,Acido palmitoleico, g,"0,38",acidi grassi
57,Acido oleico, g,"39,06",acidi grassi
58,Acidi eicosenoico, g,"0,00",acidi grassi
59,Acido erucico, g,"0,00",acidi grassi
60,Acidi grassi polinsaturi totali, g,"10,85",acidi grassi
61,Acido linoleico, g,"10,54",acidi grassi
62,Acido linolenico, g,"0,30",acidi grassi
63,Acido arachidonico, g,"0,00",acidi grassi
64,Acido eicosapentaenoico (EPA), g,"0,00",acidi grassi
65,Acido decosaesaenoico (DHA), g,"0,00",acidi grassi
66,Altri acidi grassi polinsaturi, g,"0,01",acidi grassi
67,Triptofano, mg,394,aminoacidi
68,Treonina, mg,565,aminoacidi
69,Isoleucina, mg,843,aminoacidi
70,Leucina, mg,1450,aminoacidi
71,Lisina, mg,484,aminoacidi
72,Metionina, mg,194,aminoacidi
73,Cistina, mg,290,aminoacidi
74,Fenilalanina, mg,1063,aminoacidi
75,Tirosina, mg,618,aminoacidi
76,Valina, mg,1041,aminoacidi
77,Arginina, mg,2171,aminoacidi
78,Istidina, mg,647,aminoacidi
79,Alanina, mg,913,aminoacidi
80,Acido aspartico, mg,2453,aminoacidi
81,Acido glutammico, mg,5377,aminoacidi
82,Glicina, mg,1263,aminoacidi
83,Prolina, mg,1058,aminoacidi
84,Serina, mg,1047,aminoacidi
85,Glucosio, g,tr,zuccheri
86,Fruttosio, g,tr,zuccheri
87,Galattosio, g,"0,0",zuccheri
88,Saccarosio (MSE), g,"3,7",zuccheri
89,Maltosio (MSE), g,"0,0",zuccheri
90,Lattosio (MSE), g,"0,0",zuccheri
