,components,unit,value,section
0,Parte edibile, %,95,componenti principali
1,"Energia,  ricalcolata", kJ,829,componenti principali
2,"Energia,  Ric con fibra", kJ,829,componenti principali
3,"Energia,  ricalcolata", kcal,199,componenti principali
4,"Energia,  Ric con fibra", kcal,199,componenti principali
5,Proteine totali, g,"18,3",componenti principali
6,   Proteine animali, g,"18,3",componenti principali
7,   Proteine vegetali, g,"0,0",componenti principali
8,Lipidi totali, g,"14,0",componenti principali
9,   Lipidi animali, g,"14,0",componenti principali
10,   Lipidi vegetali, g,"0,0",componenti principali
11,Colesterolo, mg,97,componenti principali
12,Carboidrati disponibili (MSE), g,"0,0",componenti principali
13,   Amido (MSE), g,"0,0",componenti principali
14,   Carboidrati solubili (MSE), g,"0,0",componenti principali
15,Fibra alimentare totale, g,"0,0",componenti principali
16,Alcol, g,"0,0",componenti principali
17,Acqua, g,"60,2",componenti principali
18,Ferro, mg,"0,7",minerali ed elementi in traccia
19,Calcio, mg,30,minerali ed elementi in traccia
20,Sodio, mg,1030,minerali ed elementi in traccia
21,Potassio, mg,98,minerali ed elementi in traccia
22,Fosforo, mg,150,minerali ed elementi in traccia
23,Zinco, mg,"0,30",minerali ed elementi in traccia
24,Magnesio, mg,5,minerali ed elementi in traccia
25,Rame, mg,"0,12",minerali ed elementi in traccia
26,Selenio, µg,"58,5",minerali ed elementi in traccia
27,Cloro, mg,660,minerali ed elementi in traccia
28,Iodio, µg,29,minerali ed elementi in traccia
29,Manganese, mg,"0,02",minerali ed elementi in traccia
30,Zolfo, mg,130,minerali ed elementi in traccia
31,"Vitamina B1,  Tiamina", mg,"0,05",vitamine idrosolubili
32,"Vitamina B2,  Riboflavina", mg,"0,21",vitamine idrosolubili
33,Vitamina C, mg,tr,vitamine idrosolubili
34,Niacina, mg,"3,30",vitamine idrosolubili
35,Vitamina B6, mg,"0,11",vitamine idrosolubili
36,Folati totali, µg,1,vitamine idrosolubili
37,Acido pantotenico, mg,"0,08",vitamine idrosolubili
38,Biotina, µg,"7,0",vitamine idrosolubili
39,Vitamina B12, µg,"4,0",vitamine idrosolubili
40,   Retinolo eq. (RE), µg,46,retinolo equivalente
41,   Retinolo, µg,46,retinolo equivalente
42,   ß-carotene eq., µg,tr,retinolo equivalente
43,Vitamina E (ATE), mg,"0,64",retinolo equivalente
44,Vitamina D, µg,"16,00",retinolo equivalente
45,Acidi grassi saturi totali, g,"2,79",acidi grassi
46,"Somma degli acidi butirrico,  caproico,  caprilico e caprico", g,"0,00",acidi grassi
47,Acido laurico, g,"0,00",acidi grassi
48,Acido miristico, g,"0,86",acidi grassi
49,Acido palmitico, g,"1,77",acidi grassi
50,Acido stearico, g,"0,16",acidi grassi
51,Acido arachidico, g,"0,00",acidi grassi
52,Acido beenico, g,"0,00",acidi grassi
53,Acidi grassi monoinsaturi totali, g,"7,24",acidi grassi
54,Acido miristoleico, g,"0,00",acidi grassi
55,Acido palmitoleico, g,"1,30",acidi grassi
56,Acido oleico, g,"1,97",acidi grassi
57,Acidi eicosenoico, g,"1,71",acidi grassi
58,Acido erucico, g,"2,26",acidi grassi
59,Acidi grassi polinsaturi totali, g,"2,19",acidi grassi
60,Acido linoleico, g,"0,18",acidi grassi
61,Acido linolenico, g,"0,16",acidi grassi
62,Acido arachidonico, g,"0,08",acidi grassi
63,Acido eicosapentaenoico (EPA), g,"0,91",acidi grassi
64,Acido decosaesaenoico (DHA), g,"0,85",acidi grassi
65,Altri acidi grassi polinsaturi, g,"0,00",acidi grassi
66,Triptofano, mg,205,aminoacidi
67,Treonina, mg,803,aminoacidi
68,Isoleucina, mg,844,aminoacidi
69,Leucina, mg,1488,aminoacidi
70,Lisina, mg,1681,aminoacidi
71,Metionina, mg,542,aminoacidi
72,Cistina, mg,197,aminoacidi
73,Fenilalanina, mg,715,aminoacidi
74,Tirosina, mg,618,aminoacidi
75,Valina, mg,943,aminoacidi
76,Arginina, mg,1095,aminoacidi
77,Istidina, mg,539,aminoacidi
78,Alanina, mg,1107,aminoacidi
79,Acido aspartico, mg,1874,aminoacidi
80,Acido glutammico, mg,2732,aminoacidi
81,Glicina, mg,879,aminoacidi
82,Prolina, mg,647,aminoacidi
83,Serina, mg,747,aminoacidi
84,Glucosio, g,"0,0",zuccheri
85,Fruttosio, g,"0,0",zuccheri
86,Galattosio, g,"0,0",zuccheri
87,Saccarosio (MSE), g,"0,0",zuccheri
88,Maltosio (MSE), g,"0,0",zuccheri
89,Lattosio (MSE), g,"0,0",zuccheri
