0,1,2
Calorie,kcal,56.0
Calorie,kj,234.0
Grassi,g,1.12
Carboidrati,g,8.16
Proteine,g,3.74
Acqua,g,85.75
Ceneri,g,1.24
Minerali,,
Calcio,mg,17.0
Sodio,mg,532.0
Fosforo,mg,74.0
Potassio,mg,144.0
Ferro,mg,1.07
Magnesio,mg,9.0
Zinco,mg,0.3
Rame,mg,0.07
Manganese,mg,0.12
Selenio,mcg,0.3
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,145.0
"Vitamina A, RAE",mcg_RAE,7.0
Tiamina (Vit. B1),mg,0.07
Riboflavina (Vit. B2),mg,0.045
Niacina (Vit. B3),mg,0.545
Acido Pantotenico (Vit. B5),mg,0.14
Piridossina (Vit. B6),mg,0.09
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,20.0
"Folato, DFE",mcg_DFE,20.0
"Folati, totali",mcg,20.0
Cobalamina (Vit. B12),mcg,0.12
Acido ascorbico (Vit. C),mg,1.7
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.52
"Acidi grassi, polinsaturi",g,0.13
"Acidi grassi, saturi",g,0.45
Colesterolo,mg,3.0
Grassi saturi,,
10:0,g,0.0
12:0,g,0.0
14:0,g,0.02
16:0,g,0.27
18:0,g,0.16
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.03
18:1 indifferenziato,g,0.47
20:1,g,0.01
Grassi polinsaturi,,
18:2 indifferenziato,g,0.12
18:3 indifferenziato,g,0.01
Aminoacidi,,
Altro,,
