,0,1,2
1,Parte edibile (%):,81,
2,Acqua (g):,94.6,
3,Proteine (g):,1.1,
4,Lipidi(g):,0.1,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,3.5,
7,Amido (g):,0.9,
8,Zuccheri solubili (g):,2.5,
9,Fibra totale (g):,,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,18,
14,Energia (kJ):,77,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,0.9,
18,Calcio (mg):,20,
19,Fosforo (mg):,40,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.03,
25,Riboflavina (mg):,0.02,
26,Niacina (mg):,0.5,
27,Vitamina A retinolo eq. (µg):,599,
28,Vitamina C (mg):,9,
29,Vitamina E (mg):,,
