Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (30 g),Cereali e patate,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,"7,5 g","2,25 g","+21%6,21 g","-30%10,7 g","-22%9,61 g"
- Acidi Grassi saturi,"4,3 g","1,29 g","+156%1,68 g","+83%2,35 g","+104%2,11 g"
Carboidrati,"70,7 g","21,2 g","+18%59,9 g","+49%47,6 g","+61%43,9 g"
- Zuccheri,20 g,6 g,"+204%6,57 g","+133%8,57 g","+127%8,8 g"
Fibra alimentare,7 g,"2,1 g","+49%4,71 g","+61%4,35 g","+74%4,03 g"
Proteine,"8,5 g","2,55 g","-10%9,47 g","+10%7,75 g","+22%6,98 g"
Sale,"0,8 g","0,24 g","+9%0,732 g","+35%0,594 g","+50%0,534 g"
Sodio,"0,315 g","0,094 g","+9%0,288 g","+35%0,234 g","+50%0,21 g"
Vitamina B2 (Riboflavina),"1,04 mg","0,312 mg",?,?,?
Vitamina B3 / Vitamina PP (Niacina),"10,2 mg","3,06 mg",?,?,?
Vitamina B6 (piridoxina),"0,91 g","0,273 g",?,?,?
Vitamina B9 (Acido folico),121 µg,"36,3 µg",?,?,?
Vitamina B5 (Acido pantotenico),"4,24 mg","1,27 mg",?,?,?
Calcio,566 mg,170 mg,?,?,?
Ferro,11 mg,"3,3 mg",?,?,?
Nutrition score - France,10,10,"+225%3,08","+223%3,1","+158%3,88"
Nutri-Score,C,C,C,C,C
