,0,1,2,3,4,5
1,Categoria merceologica: 8001 - cereali in chicchi e preparazioni,,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,02,2,,
6,"Energia, ricalcolata, kJ",1358,86,,,
7,"Energia, Ric con fibra, kJ",1372,86,,,
8,"Energia, ricalcolata, kcal",319,86,,,
9,"Energia, Ric con fibra, kcal",323,86,,,
10,"Proteine totali, g",123,02,2,,
11,"Proteine animali, g",00,02,2,,
12,"Proteine vegetali, g",123,02,2,,
13,"Lipidi totali, g",26,02,2,,
14,"Lipidi animali, g",00,02,2,,
15,"Lipidi vegetali, g",26,02,2,,
16,"Colesterolo, mg",0,02,2,,
17,"Carboidrati disponibili (MSE), g",658,02,2,,
18,"Amido (MSE), g",625,D,,,
19,"Carboidrati solubili (MSE), g",33,02,2,,
20,"Fibra alimentare totale, g",17,30,20073,,"per i nutrienti 30/20073 ALIMENTO SIMILE Wheat, soft red winter acqua=12.17g"
21,"Alcol, g",00,02,2,,
22,"Acqua, g",120,02,2,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",33,02,2,,
25,"Calcio, mg",35,02,2,,
26,"Sodio, mg",2,30,20073,,
27,"Potassio, mg",397,30,20073,,
28,"Fosforo, mg",304,02,2,,
29,"Zinco, mg",263,30,20073,,
30,VITAMINE IDROSOLUBILI,,,,,
31,"Vitamina B1, Tiamina, mg",042,02,2,,
32,"Vitamina B2, Riboflavina, mg",014,02,2,,
33,"Vitamina C, mg",0,30,20073,,
34,"Niacina, mg",540,02,2,,
35,"Vitamina B6, mg",027,30,20073,,
36,"Folati totali, µg",41,30,20073,,
37,VITAMINE LIPOSOLUBILI,,,,,
38,Retinolo equivalente,,,,,
39,"Retinolo eq. (RE), µg",0,30,20073,,
40,"Retinolo, µg",0,30,20073,,
41,"ß-carotene eq., µg",0,30,20073,,
42,"Vitamina E (ATE), mg",144,30,20073,,
43,"Vitamina D, µg",000,02,2,,
44,ACIDI GRASSI,,,,,
45,"Acidi grassi saturi totali, g",060,02,APP,,"RIPR riferito alla voce ""Frumento"" lip=1.0g saturi=0.23g 18:1=0.11g mono=0.11g 18:2=0.58g 18:3=0.03g altri PUFA=0 PUFA=0.61g"
46,"Acidi grassi monoinsaturi totali, g",029,02,APP,,
47,"Acido oleico, g",029,02,APP,,
48,"Acidi grassi polinsaturi totali, g",159,02,APP,,
49,"Acido linoleico, g",151,02,APP,,
50,"Acido linolenico, g",008,02,APP,,
51,"Altri acidi grassi polinsaturi, g",000,86,,,
