,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,26.9,
3,Proteine (g):,6.4,
4,Lipidi(g):,10.7,
5,Colesterolo (mg):,,
6,Carboidrati disponibili (g):,56.2,
7,Amido (g):,30.3,
8,Zuccheri solubili (g):,22.9,
9,Fibra totale (g):,,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,333,
14,Energia (kJ):,1392,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,3,
18,Calcio (mg):,149,
19,Fosforo (mg):,130,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,,
25,Riboflavina (mg):,,
26,Niacina (mg):,,
27,Vitamina A retinolo eq. (µg):,,
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,,
