0,1,2
Calorie,kcal,127.0
Calorie,kj,531.0
Grassi,g,5.6
Carboidrati,g,0.0
Proteine,g,17.83
Fibre,g,0.0
Zuccheri,g,0.0
Acqua,g,76.31
Ceneri,g,1.46
Minerali,,
Calcio,mg,41.0
Sodio,mg,49.0
Fosforo,mg,415.0
Potassio,mg,333.0
Ferro,mg,1.24
Magnesio,mg,29.0
Zinco,mg,1.48
Rame,mg,0.057
Manganese,mg,0.042
Selenio,mcg,12.6
Vitamine,,
Retinolo (Vit. A),mcg,9.0
"Vitamina A, IU",IU,30.0
"Vitamina A, RAE",mcg_RAE,9.0
Tiamina (Vit. B1),mg,0.115
Riboflavina (Vit. B2),mg,0.055
Niacina (Vit. B3),mg,1.64
Acido Pantotenico (Vit. B5),mg,0.75
Piridossina (Vit. B6),mg,0.19
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,15.0
"Folato, DFE",mcg_DFE,15.0
"Folati, totali",mcg,15.0
Cobalamina (Vit. B12),mcg,1.53
"Vitamina B-12, aggiunta",mcg,0.0
Acido ascorbico (Vit. C),mg,1.6
Vitamina D (D2+D3),mcg,24.7
Vitamina D3,mcg,24.7
Colecalcifenolo (Vit. D),IU,988.0
Alpha-tocoferolo (Vit. E),mg,0.63
"Vitamina E, aggiunta",mg,0.0
Fillochinone (Vit. K),mcg,0.1
Colina totale (Vit. J),mg,65.0
"Carotene, beta",mcg,0.0
"Carotene, alfa",mcg,0.0
"Criptoxantina, beta",mcg,0.0
Licopene,mcg,0.0
Luteina + zeaxantina,mcg,0.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,2.3280000000000003
"Acidi grassi, polinsaturi",g,1.431
"Acidi grassi, saturi",g,1.083
Colesterolo,mg,66.0
Grassi saturi,,
4:0,g,0.0
6:0,g,0.0
8:0,g,0.0
10:0,g,0.0
12:0,g,0.0
14:0,g,0.114
16:0,g,0.657
18:0,g,0.185
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.655
18:1 indifferenziato,g,1.15
20:1,g,0.071
22:1 indifferenziato,g,0.402
Grassi polinsaturi,,
18:2 indifferenziato,g,0.517
18:3 indifferenziato,g,0.27
18:4,g,0.057999999999999996
20:4 indifferenziato,g,0.152
20:5 n-3,g,0.23800000000000002
22:5 n-3,g,0.08199999999999999
22:6 n-3,g,0.114
Aminoacidi,,
Acido aspartico,g,1.8259999999999998
Acido glutammico,g,2.662
Alanina,g,1.078
Arginina,g,1.067
Cistina,g,0.191
Fenilalanina,g,0.696
Glicina,g,0.856
Isoleucina,g,0.8220000000000001
Istidina,g,0.525
Leucina,g,1.449
Lisina,g,1.6380000000000001
Metionina,g,0.528
Prolina,g,0.631
Serina,g,0.728
Tirosina,g,0.602
Treonina,g,0.782
Triptofano,g,0.2
Valina,g,0.919
Altro,,
Alcol etilico,g,0.0
Caffeina,mg,0.0
Teobromina,mg,0.0
